Names	Number	ACC	BLCA	BRCA	CESC	CHOL	COAD	DLBC	ESCA	GBM	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	MESO	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	TGCT	THCA	THYM	UCEC	UCS	UVM
FAM107A|11170	15	-1.70287761983588	1.31402097227291	-2.09549755543396	1.38037463399867	NA	1.80768148404561	NA	2.25574847658922	NA	1.33889052865156	NA	NA	NA	NA	NA	NA	1.62864310216426	1.96665154630356	NA	NA	NA	NA	NA	1.20855316278801	1.01484157087675	NA	2.57467051962032	1.04634826224666	NA	NA	NA	1.78840157844531	1.39192095709634
FAM107B|83641	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.05747067742579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM109B|150368	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.6845343046978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM110A|83541	3	NA	NA	NA	NA	-1.44541163246619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.01525137307538	NA	NA	NA	NA	-1.14377594903389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM110B|90362	6	NA	NA	NA	1.66408630065467	NA	1.72894950441068	NA	1.63217901110834	NA	1.44964731911198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51559842123127	NA	NA	1.59566189559253	NA	NA	NA	NA	NA	NA
FAM110C|642273	5	NA	NA	NA	NA	NA	NA	NA	NA	1.12312419681854	NA	NA	1.08820977538116	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31115414070435	NA	NA	NA	NA	NA	1.54724189430608	NA	NA	1.28464439887202	NA	NA
FAM111B|374393	3	-1.26587168142827	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1343425927839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74501767216638	NA	NA	NA	NA	NA	NA	NA	NA
FAM113A|64773	1	NA	NA	NA	NA	-1.2202497656805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM113B|91523	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.3922896156666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM114A1|92689	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.10022064422006	1.27010992968754	1.23899234907481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03362798118636	NA	NA	NA	NA	NA
FAM115A|9747	11	1.26524949038435	NA	NA	NA	NA	NA	NA	NA	NA	1.18573419407375	NA	1.31410268162113	2.02569428042894	NA	NA	NA	NA	NA	NA	NA	NA	1.04063276949785	1.56580870516984	NA	NA	NA	NA	1.20688209548166	1.28287800820439	1.22264261765981	1.21453452676593	1.24164076398057	NA
FAM116B|414918	2	NA	NA	NA	NA	-1.17241874383655	NA	NA	NA	NA	NA	-1.43222953969569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM117B|150864	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.05361070901607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM118A|55007	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.15505779599155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM123A|219287	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.29906035655508	NA	NA	NA	NA	NA	NA	1.45412815786007	NA	NA	NA	NA	NA
FAM123B|139285	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58931832591876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM123C|205147	4	NA	NA	NA	NA	NA	1.78513900979108	NA	NA	-1.18510168656764	NA	NA	NA	NA	NA	-2.05772324439406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58337466130125	NA	NA	NA	NA	NA	NA
FAM124A|220108	7	NA	NA	NA	NA	NA	NA	NA	1.58647701504585	NA	1.18956712367525	-1.16297160275318	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19265241531372	NA	NA	NA	1.18546244739291	NA	2.31308720000227	NA	1.05902119816842	NA	NA	NA	NA
FAM124B|79843	9	NA	NA	NA	1.59775786123663	NA	1.502351606219	NA	1.79646476614637	NA	1.38981676424918	NA	NA	NA	NA	NA	1.28073757914346	NA	NA	NA	NA	1.10111188206903	NA	NA	1.30521281924375	NA	NA	2.03456917069767	NA	NA	1.06358538275567	NA	NA	NA
FAM126A|84668	2	NA	NA	NA	NA	NA	1.01862653549699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05537216559308	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM127A|8933	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.11785505736999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM127B|26071	1	NA	NA	-1.04068989016725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM127C|441518	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1984547604052	NA	-1.34788126683451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67939390957347	NA	NA	NA	NA	NA	NA
FAM128A|653784	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.06876348419611	-1.05580758609265	-1.17451487080726	-1.08872424575166	NA	NA	-1.42310906336861	NA	NA	NA	NA	-1.39981676780018	-1.01933865977841	-1.03627461366507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM128B|80097	9	NA	NA	-1.00268131412456	NA	NA	NA	NA	NA	NA	-1.00512820771821	-1.05914381200731	-1.12444844933507	-1.05235406433898	NA	NA	-1.28880865878536	NA	NA	NA	NA	-1.30948605641791	NA	-1.07153911400047	NA	NA	NA	NA	NA	NA	NA	NA	-1.29348861806928	NA
FAM129A|116496	10	1.03029441928517	NA	NA	NA	1.27718450212315	2.0004500397863	NA	1.16682487024258	NA	NA	NA	NA	NA	NA	1.36016832210989	NA	NA	NA	NA	NA	1.43548461614299	NA	NA	1.49493060947511	2.31963157199201	NA	2.90447279055711	1.21488024190174	NA	NA	NA	NA	NA
FAM129C|199786	9	NA	1.19580886463617	-1.51430031391362	1.06672599032608	NA	1.55996903999223	NA	3.33310539782568	NA	1.46527766952031	NA	NA	-1.01795062636682	NA	NA	NA	NA	1.39757262268492	NA	NA	NA	NA	NA	NA	NA	NA	3.40707742715892	NA	NA	NA	NA	NA	NA
FAM131B|9715	4	NA	NA	1.00605556859821	1.16426674597152	NA	NA	NA	NA	NA	NA	-1.3614470465632	NA	NA	NA	NA	NA	NA	1.18524467352671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM131C|348487	3	NA	NA	-2.97564203720848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.04051968151633	NA	NA	NA	NA	NA	NA	-1.32696515788602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM132A|388581	17	-1.70923710202695	NA	-1.79845205492183	-1.5446968275652	NA	NA	NA	NA	NA	-1.41340015964465	NA	-1.52601746042929	NA	NA	NA	-3.16491224048004	-1.91124293410218	-1.16614157923458	NA	NA	-1.20466038355713	-1.12098252920017	-1.46238977092215	NA	-1.68175158479595	NA	NA	-1.02524039213193	-1.51487109797519	-1.75747940090243	-1.28439684193842	NA	-1.58368496773935
FAM133A|286499	10	NA	-1.42610530655414	-1.3877428300676	2.72086429099582	NA	NA	NA	NA	NA	NA	NA	-1.42158251508694	NA	NA	NA	NA	-1.13493620123331	NA	NA	-1.2605455226971	NA	NA	NA	2.31764427188633	-2.33236971683041	NA	1.7031542735734	NA	NA	NA	-1.31132875912433	NA	NA
FAM133B|257415	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.02767087287817	NA	NA	NA	NA	NA	NA
FAM134B|54463	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24891536985523	NA	NA	NA	1.33896553004832	NA	1.40731050232248	NA	NA	NA	NA	NA	NA	NA	NA	-1.22310982130234	NA	NA	NA	NA	NA	NA	NA	NA
FAM135A|57579	1	NA	NA	NA	NA	1.12896981794127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM135B|51059	12	2.13379957482734	1.55221062388212	1.33712226747027	NA	NA	1.63344724203372	NA	1.64048030955787	NA	1.15483705618349	4.64096326870117	NA	NA	NA	NA	NA	1.64771715648512	1.63971632835088	NA	NA	NA	NA	NA	1.85240994356253	NA	NA	1.08062236443258	NA	NA	3.00294471435622	NA	NA	NA
FAM138F|641702	5	NA	NA	NA	NA	NA	NA	NA	1.7665310568099	NA	NA	NA	-1.05256361022059	-1.44221576845727	NA	NA	NA	NA	NA	NA	1.52266020754883	NA	NA	NA	NA	NA	NA	1.60281276495537	NA	NA	NA	NA	NA	NA
FAM13A|10144	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67244198588335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM13AOS|285512	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.02162173650099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM13B|51306	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27108925977831	NA	NA	NA	NA	NA	NA	NA	NA
FAM13C|220965	22	1.57137684572344	1.00570701807312	NA	1.4870681733495	NA	1.56807118977207	NA	1.87632637569963	NA	2.21758845118232	NA	NA	NA	1.83442998829904	NA	1.59071372562414	1.50276048607965	1.6495692042661	1.82358521159025	1.4111996672645	1.70003571749463	NA	NA	1.37209976877593	2.14137227674663	1.20934826948916	2.36668071256081	1.09210843401091	1.2237111672822	1.37894938616937	1.28385942870873	NA	2.09061126465437
FAM149A|25854	1	1.23566144670793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM150A|389658	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25117306594868	1.73093142395105	NA	NA	NA	NA	NA
FAM150B|285016	8	NA	NA	-4.27466570247222	1.23942914772017	NA	NA	NA	NA	NA	NA	-1.92118247314762	NA	NA	NA	NA	-1.38876859629715	1.28018515423197	NA	NA	NA	NA	NA	-1.31471872120185	NA	2.5513147069787	NA	NA	NA	NA	NA	1.1779980372393	NA	NA
FAM151A|338094	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52831481096216	NA	NA	NA	NA	-1.0375950226501	NA	NA	NA	NA	NA	NA	-1.38222665502868	NA	NA	NA	NA	NA
FAM153A|285596	5	2.3767098371172	NA	-1.16535770857283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.18069608268344	-1.94384694122878	NA	NA	NA	NA	NA	NA	NA	NA	1.23818747268834	NA	NA	NA	NA	NA	NA	NA	NA
FAM153B|202134	3	NA	NA	NA	NA	NA	NA	NA	1.49545255595071	NA	NA	NA	NA	NA	NA	-2.15333584014374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52562070322643	NA	NA	NA	NA	NA
FAM153C|653316	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.67575907340079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM154B|283726	5	1.16321808110424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.20626511563314	NA	NA	1.40832805566292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.00702225716431	1.59084310014168	NA
FAM155A|728215	8	NA	NA	NA	1.97038013368847	NA	1.0940472041724	NA	NA	NA	1.61643908449547	NA	NA	-1.55692256951659	NA	-1.29177826409102	NA	NA	1.53096960319725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15895478729585	1.3287818231458	NA	NA	NA
FAM155B|27112	4	NA	1.1468872137267	NA	NA	NA	NA	NA	1.25436696761598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.40679472499638	1.47178376975013	NA	NA	NA
FAM157A|728262	6	2.09126824373907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08356585028545	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56754680522923	NA	NA	NA	NA	1.4447139984274	1.33053920006706	1.13677351695152	NA	NA	NA
FAM157B|100132403	8	NA	NA	NA	1.02262452309963	NA	NA	NA	NA	NA	1.00505983646252	NA	NA	1.00202506951935	-1.50538096457919	NA	NA	NA	NA	NA	NA	NA	NA	1.25246103347489	NA	NA	NA	NA	1.44202719112667	1.34995857982822	NA	1.16395091144353	NA	NA
FAM158A|51016	4	NA	NA	NA	NA	-1.0038519090327	NA	NA	NA	NA	NA	NA	-1.1459417889805	NA	NA	NA	NA	NA	NA	NA	NA	-1.25460101233852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.02231476991372	NA
FAM159A|348378	5	NA	NA	NA	-1.07965731688153	NA	NA	NA	1.33642577224387	NA	NA	NA	NA	NA	NA	NA	-2.68406006096565	NA	NA	NA	NA	NA	-1.06540619738437	NA	NA	NA	NA	1.71598245662604	NA	NA	NA	NA	NA	NA
FAM160A1|729830	6	NA	NA	NA	NA	NA	NA	NA	NA	1.08965241529139	NA	NA	1.19844334691059	1.44199014223949	1.46711565732454	NA	NA	NA	NA	NA	NA	NA	1.00515733426969	1.37791668805839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM161B|145483	6	1.02745041724242	NA	1.68468283728876	NA	NA	NA	NA	NA	NA	NA	NA	1.12020631707918	1.39532607575284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56656512156722	NA	NA	NA	1.60157983730958	NA
FAM162A|26355	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.07039889150357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM162B|221303	5	-1.15697295677022	NA	NA	1.46861571331366	NA	NA	NA	1.02621511759431	NA	NA	NA	NA	-1.65491884808904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26149282254748	NA	NA	NA	NA	NA	NA
FAM163A|148753	10	NA	NA	NA	NA	-2.05945215357781	1.27981597815385	NA	NA	-1.58358122712888	1.00133412379373	NA	NA	NA	NA	-2.24676712919397	NA	NA	1.37989364986044	NA	NA	-1.29089713951778	NA	NA	NA	NA	-1.02101042197993	1.95412842201196	NA	3.03624342509327	NA	NA	NA	NA
FAM163B|642968	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.44384553646301	1.79603567789064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM164C|79696	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.13891132675353	NA	NA	NA	NA	NA	NA	NA
FAM166A|401565	8	NA	NA	-1.0007941886384	NA	NA	NA	NA	NA	NA	NA	NA	-1.74175536624403	-1.09603813500754	NA	NA	1.00705084141986	-1.5794466171598	NA	NA	NA	NA	-1.03564118107581	-1.21127019728576	-1.58450184448659	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM166B|730112	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04977695886917	NA	NA	NA	NA	-1.8916006758136	1.94691033234052	-1.26690421983522	NA	-1.44376025336837	NA	NA	NA	NA	NA	1.50585902988626	NA	NA
FAM167A|83648	4	NA	NA	NA	NA	NA	NA	NA	NA	1.33464751055799	NA	-3.16332629989914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.4420906507034	NA	NA	NA	1.6563746607132	NA	NA	NA	NA
FAM167B|84734	3	NA	NA	-1.10040211237582	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.5040915688704	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.05421589526363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM168A|23201	12	1.01575871930126	NA	NA	NA	NA	NA	NA	NA	1.05402389697994	NA	NA	1.40261008805585	1.69492673538917	NA	NA	1.13471871177824	NA	NA	1.19965802437856	NA	1.4659493149595	1.02099401841113	1.90653250402029	NA	NA	NA	NA	NA	1.07927612405122	NA	1.10449614263543	1.20571016894573	NA
FAM169A|26049	2	NA	NA	1.04617494551176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83154683416596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM171A1|221061	4	NA	NA	-2.12467879589495	NA	NA	NA	NA	NA	NA	1.51327359338517	NA	NA	NA	5.40877922976129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35356060061955	NA	NA	NA	NA	NA	NA	NA
FAM171A2|284069	4	NA	NA	-1.00536529238014	1.08517380069416	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01975872214294	NA	-1.54988868162131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM171B|165215	8	NA	NA	NA	1.45991963234155	NA	1.26459837467659	NA	NA	NA	1.3733783782564	NA	NA	NA	2.44311430650295	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02121438761383	NA	1.02832570804361	1.26730062874411	NA	1.85175421063075	NA	NA	NA	NA
FAM173A|65990	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.39045053304681	NA	NA	NA	NA	NA	NA	NA	NA	-1.50425591771129	-1.20454213365162	-1.18700224445342	NA	-1.03070516087048	NA	NA	NA	NA	NA	NA	-1.43567960872344	NA
FAM174B|400451	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.06993600290781	-1.25821167642584	-1.07578258569003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM176A|84141	7	NA	-1.64988282108724	NA	NA	3.03523380394211	NA	NA	NA	-1.94749924048013	NA	-2.4010250721364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23594288184789	NA	NA	-1.98916446070011	NA	NA	NA	-1.22888786952892	NA	NA	NA	NA
FAM176B|55194	10	NA	-1.02469471533988	NA	NA	NA	NA	NA	NA	NA	NA	-1.25026497698235	-1.0873184037268	-1.65290684658707	NA	NA	-1.54175663490518	NA	NA	NA	NA	NA	NA	-1.42988525827186	NA	-1.62514030574248	NA	NA	NA	NA	-1.13263218788853	-1.21375015979864	-1.99123792203642	NA
FAM177A1|283635	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.34151352623981	NA	NA	NA	NA	NA
FAM177B|400823	9	NA	1.67120515641621	NA	NA	NA	NA	NA	NA	NA	1.78279413662169	NA	NA	-1.05546917173499	1.25568067435515	2.01844436435655	-1.86965164241577	NA	1.44574075796418	NA	NA	-1.05030724770668	NA	NA	NA	-1.55117777027784	NA	NA	NA	NA	NA	NA	NA	NA
FAM178B|51252	14	3.93589104481179	-1.53906351894171	-1.70220934677059	NA	NA	NA	NA	NA	NA	NA	NA	-1.51833131927631	-1.90890315317533	NA	NA	-2.30830955416492	NA	NA	2.04402969216217	NA	-1.13869949214475	NA	-1.59248302110636	NA	1.01987926749778	NA	NA	NA	-1.3964816549839	-2.49520115668708	-1.39847613176953	NA	-5.30391216344916
FAM179A|165186	7	-1.15759687592202	NA	-1.39907625115271	NA	NA	NA	NA	NA	NA	NA	-1.63285898246649	-1.38016060241975	-1.70107509812931	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.20500473698786	NA	NA	NA	NA	NA	NA	NA	1.32800794259485	NA	NA
FAM179B|23116	1	NA	NA	1.13085004794283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM180A|389558	16	1.10385189207124	NA	NA	1.55414169622895	1.81494771271254	2.40427311462127	NA	1.68847395391889	NA	1.22544074962452	-2.12962887069261	-1.00306864788829	NA	NA	1.03655446059142	1.6452298678269	NA	1.60994911843183	NA	NA	1.49383371525276	1.21190206903344	NA	2.20722356178526	NA	NA	3.03873623298575	1.58566526142225	NA	NA	NA	NA	NA
FAM180B|399888	8	NA	NA	NA	NA	NA	NA	NA	2.35072747107293	NA	1.68251116795628	NA	-1.21718020978517	NA	NA	1.20311370107333	NA	NA	NA	NA	NA	NA	NA	-1.08683441516019	NA	NA	NA	3.61805457703009	1.18234568532296	1.61812342539233	NA	NA	NA	NA
FAM181A|90050	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36712724484897	NA	1.3746009211828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM181B|220382	9	NA	NA	-1.59285303945966	-1.02812691997334	NA	2.11450958696767	NA	NA	NA	NA	NA	NA	-2.30737146467315	NA	NA	-1.80086986668162	NA	NA	NA	1.1477910373156	-1.00343887075503	NA	NA	NA	1.51723115172284	NA	2.74195177930361	NA	NA	NA	NA	NA	NA
FAM182A|284800	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02040336238326	NA	NA	NA	-1.36418227912049	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM183A|440585	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.43120879970268	-2.09156597814784	NA	1.87712640381907	NA	NA	NA	NA	NA	-1.99686112115849	NA	-1.6231359579566	NA	NA	NA	NA	NA	NA	-1.13602279416796	NA	NA	NA
FAM183B|340286	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.53063100668158	NA	-1.19718466142776	NA	NA	NA	NA	NA	NA	-1.45508758835442	NA	-1.05021273492158	NA	-1.18623250193454	NA	NA	NA	NA	NA	NA	NA	NA
FAM184A|79632	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05760767498756	NA	NA	NA	1.42360878715819	NA	1.15278935887534	NA	NA	NA	NA	NA	NA	NA	NA	2.95398361977165	NA	1.34375537584473	NA	NA	NA	NA	NA	NA
FAM184B|27146	8	NA	NA	1.67102212671629	NA	NA	NA	NA	1.47868774838492	NA	NA	NA	-2.27648127053447	NA	NA	NA	NA	1.03050911623595	NA	NA	NA	-1.46381745686053	1.3168931241727	NA	-1.22105246119803	NA	NA	NA	1.88249956075059	NA	NA	NA	NA	NA
FAM186A|121006	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.12410710814987	-1.57884784899503	NA	-1.01279469085657	NA	NA	NA	NA	NA	NA	-1.24372684702099	-1.14777017704922	NA	NA	-1.06680711992933	NA	-1.09745992593964	NA	NA	NA	NA	NA
FAM186B|84070	2	1.87272409353714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76082998805098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM188B|84182	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08233859457393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM189A1|23359	9	NA	1.57808243515071	NA	-1.19961398822464	NA	NA	NA	NA	NA	1.15745691478144	-2.45585280462603	NA	NA	NA	NA	-1.07889150170873	NA	1.91286412811612	NA	NA	NA	NA	NA	NA	NA	1.24249835753399	1.06702271301292	NA	1.73998230410669	NA	NA	NA	NA
FAM189A2|9413	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39178208774359	NA	NA	NA	NA	NA	-1.14595599528316	NA	1.33226041890639	NA	NA	NA	NA	NA	NA	1.84738055935821	NA	NA	NA	NA	NA	1.29537034752448	1.60300134581162	NA
FAM189B|10712	1	-1.6359698586992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM18A|780776	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.60751312807342	NA	NA	NA	NA	NA	NA	NA	NA
FAM190A|401145	8	1.58530735981129	1.53958350126933	NA	NA	NA	NA	NA	NA	NA	1.14039513313796	NA	NA	NA	NA	-1.30859092062808	NA	NA	NA	1.43975286616977	NA	NA	NA	1.04337285524349	NA	1.16042324439989	NA	NA	NA	1.0168474479755	NA	NA	NA	NA
FAM193B|54540	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.25837772620439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM195A|84331	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.44984603931691	-1.07292606976405	NA	NA	NA	NA	NA	NA	NA	-1.5353402137281	NA	-1.25897178108285	-1.32509751805003	-1.13001562783244	NA	NA	NA	NA	NA	NA	-1.11285832473747	NA
FAM195B|348262	3	NA	NA	-1.10366665262147	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.08385274880598	NA	NA	-1.35282357737937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
