Names	Number	ACC	BLCA	BRCA	CESC	CHOL	COAD	DLBC	ESCA	GBM	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	MESO	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	TGCT	THCA	THYM	UCEC	UCS	UVM
GDPD4|220032	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.35134699892034	1.09161285144875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.5214612814851	NA	NA	NA	NA	NA
GDPD5|81544	2	-1.68489800104405	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62447000250618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GEFT|115557	6	-1.06014965828108	NA	NA	NA	NA	1.64550944238642	NA	1.39799386291675	NA	NA	NA	NA	NA	NA	NA	-1.19920627075788	NA	NA	NA	NA	NA	NA	NA	1.25371379333769	NA	NA	2.90480510617592	NA	NA	NA	NA	NA	NA
GEM|2669	11	NA	NA	NA	1.71852389441771	NA	1.27977577711312	NA	1.08706694558514	NA	1.15240929647558	NA	NA	NA	NA	1.49935991078406	NA	1.0094937546423	1.1667191299986	1.4601076277551	NA	1.24947652879429	NA	NA	1.32889489431232	NA	NA	1.90289773471671	NA	NA	NA	NA	NA	NA
GEMIN7|79760	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.23019066475003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GEMIN8P4|492303	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.16337635660002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GET4|51608	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.04342000500776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GFAP|2670	11	NA	NA	-1.27346081784993	-1.38798395000948	NA	1.59429587930446	NA	1.09044210664685	NA	NA	NA	NA	-1.52244367914523	NA	1.14367857146471	NA	-1.08479500505394	NA	NA	3.15914733762681	NA	NA	NA	NA	NA	NA	2.36875990311792	5.0915635343155	NA	NA	-1.09289009681601	NA	NA
GFI1|2672	3	NA	-1.42376904126014	NA	NA	1.49393257535283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.11267556314765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GFI1B|8328	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89554665036331	NA	NA	-1.19093255587808	NA	NA	NA	1.0580151001255	1.91277494063905	NA	NA	NA	NA	NA	NA	NA	NA	-1.16196341169987	NA	NA	-1.43287239903882	NA	NA	NA
GFOD1|54438	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15168572913085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27882712563437	NA	NA	NA	NA	NA	NA
GFPT2|9945	11	NA	-1.28525029532692	NA	NA	NA	2.19963673683121	NA	NA	NA	NA	-1.72438247300176	-1.21696321659338	-1.27402387295373	NA	1.20904535850613	-1.45998769154906	NA	NA	NA	NA	1.06977017485547	NA	NA	2.35552065412438	-1.46822220378916	NA	2.44214035697386	NA	NA	NA	NA	NA	NA
GFRA1|2674	20	2.71008139240051	NA	1.96935455488013	2.14520054819328	NA	1.78419325161557	NA	3.26662154239603	-1.57381545744074	2.95648460355218	NA	NA	NA	1.40169139815696	-1.67774791923684	1.90454968873074	2.19483178234891	2.13973368175699	NA	-1.5577417218259	NA	1.69868574533087	NA	1.38091249381746	-1.34350898051412	1.20915656803881	2.90699248682038	NA	1.24642794304381	NA	NA	NA	1.91985869957443
GFRA2|2675	13	NA	NA	-1.11314815972098	2.35335307225213	1.9082133110522	1.5188588148497	NA	1.41647706466012	NA	1.30206134452714	NA	NA	NA	NA	NA	NA	1.43001764917614	1.38354164304727	2.94702603672513	NA	NA	NA	NA	1.21688728862557	-1.09385776959986	NA	2.63016245091744	NA	NA	NA	NA	NA	1.25958337456389
GFRA3|2676	13	-2.21612115532798	1.10384742188059	-4.63058544912434	1.25631320698344	NA	1.2164286738138	NA	1.78610846403365	NA	NA	NA	NA	-1.47621715835476	3.39689366865877	NA	-2.47580991717359	1.1536475784233	NA	1.52577664184381	NA	NA	NA	-1.27975670116081	NA	NA	NA	1.11949578428702	NA	NA	NA	NA	NA	NA
GGCT|79017	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.04165485545078	NA	NA	NA	NA
GGH|8836	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.58718510863921	NA	NA	NA	NA	NA	-1.30608279247805	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.35836276638872	NA	NA	NA	NA	NA	NA
GGN|199720	3	1.35163780891125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.04388263587241	NA	NA	NA	-1.09250026126098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GGNBP1|449520	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.59523785884074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GGT1|2678	3	NA	-1.16279157906544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.39449928698991	NA	-1.08960075824931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GGT3P|2679	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.96529436980543	-1.06802390550761	NA	-1.24674994883368	NA	-1.12848522682944	NA	NA	NA	NA	NA	NA	NA	-1.72338242020911	NA	NA	NA	NA	NA	NA	NA	NA	NA
GGT5|2687	7	NA	NA	NA	NA	NA	1.52193583618285	NA	1.65072324167714	NA	NA	NA	NA	-1.19093291204145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14865148401815	-1.39774341794872	NA	2.09738428428127	NA	NA	-1.05864817517297	NA	NA	NA
GGT6|124975	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.8895059676103	-1.56225596473499	NA	NA	-3.29023073377601	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.43264330030777	NA	1.92235032287054	NA	NA	NA	NA	NA
GGT7|2686	1	-1.2297973887836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GGT8P|645367	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.38380525815808	NA	1.49259990764698	NA	2.60736647929368	NA	NA	NA	NA	NA	NA	NA	NA	-1.1074772232269	NA	NA	NA	1.54039835568384	NA	NA	NA	NA	NA
GGTA1|2681	6	NA	NA	NA	NA	NA	1.49528458708825	NA	1.54526011428427	NA	NA	NA	NA	NA	1.33283397381706	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4610300956389	-1.36803520217682	NA	1.69712674417085	NA	NA	NA	NA	NA	NA
GGTLC1|92086	4	NA	-1.37602497382024	NA	NA	NA	NA	NA	NA	NA	-1.12079392834895	NA	NA	NA	NA	NA	-1.59194443750308	NA	1.09204175004275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GGTLC2|91227	15	-1.42352340368442	-1.50544939982777	NA	NA	NA	NA	NA	-1.02507361364677	NA	-1.48649373859114	NA	-1.16201834044085	-1.2468670665854	-1.25983708924129	NA	-2.04655306500365	NA	NA	-1.25521012805686	NA	NA	-1.15117444578513	-1.30284810954404	-1.43126621285925	NA	NA	NA	-1.5415078558386	NA	-1.2117127760636	NA	-1.77573939601699	NA
GHR|2690	12	NA	1.51564176726706	1.31719209802436	1.27610508415961	NA	NA	NA	NA	NA	NA	NA	1.19289224362033	NA	1.2905741241297	1.03205057577413	1.98838735008958	1.58527069121407	NA	NA	NA	1.08889953077041	1.54937948070379	NA	NA	NA	NA	3.35703989661817	NA	1.34630816498941	NA	NA	NA	NA
GHRL|51738	6	NA	NA	-1.7003558209436	NA	NA	NA	NA	1.69739213257634	NA	NA	NA	NA	-1.1505678776239	NA	NA	NA	NA	NA	NA	NA	1.21516632394319	NA	-1.24106568022532	NA	NA	NA	1.58579104838115	NA	NA	NA	NA	NA	NA
GHRLOS|100126793	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.13645594046374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GHSR|2693	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09522935313182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GIF|2694	3	NA	NA	NA	NA	NA	NA	NA	2.4864971568995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.92491987720324	NA	NA	NA	NA	NA	1.05776333994534	NA	NA	NA	NA	NA	NA
GIMAP1|170575	5	NA	NA	NA	NA	1.22063955703555	1.16105171493625	NA	1.323208789393	NA	NA	NA	NA	-1.16586624743639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36468808337924	NA	NA	NA	NA	NA	NA
GIMAP2|26157	2	NA	NA	NA	NA	1.39207913056329	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01354727561782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GIMAP4|55303	4	NA	NA	NA	NA	1.09330822704086	1.16222666236264	NA	1.27889366795989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11728481086513	NA	NA	NA	NA	NA	NA	NA	NA	NA
GIMAP5|55340	5	NA	NA	NA	NA	1.51884253554207	NA	NA	1.22041193966326	NA	NA	NA	NA	-1.40645006412988	NA	NA	NA	NA	NA	-1.10986415637492	NA	NA	NA	NA	NA	-1.11345147771874	NA	NA	NA	NA	NA	NA	NA	NA
GIMAP6|474344	6	NA	NA	NA	NA	NA	1.22436547735664	NA	1.29192732743505	NA	1.39926209632032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26698457142275	NA	NA	1.01254416742951	NA	NA	1.27699138547174	NA	NA	NA	NA	NA	NA
GIMAP7|168537	6	NA	NA	NA	NA	1.46827284320089	1.18756592608064	NA	1.30892665902093	NA	NA	NA	NA	-1.0579413945972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0931217889937	NA	NA	1.15695545624815	NA	NA	NA	NA	NA	NA
GIMAP8|155038	6	NA	NA	NA	NA	NA	1.3583637288172	NA	1.33060435867782	NA	1.10235404677718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16104013104195	NA	NA	1.12976444028859	NA	NA	1.32287250219254	NA	NA	NA	NA	NA	NA
GINS2|51659	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.15794616521038	NA	NA	NA	-1.01179398090377	NA	NA	NA	NA	NA	-1.47313332310521	NA	NA	NA	-1.14868928927835	NA	NA
GINS4|84296	1	NA	NA	-1.05516634977467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GIP|2695	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.76843486885315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GIPC1|10755	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.01242553124063	NA
GIPC2|54810	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06264650135763	NA	NA	NA	1.01526063383178	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21269217856988	NA	NA	NA	NA	NA	NA	NA
GIPC3|126326	6	NA	NA	NA	1.00830395818714	NA	1.09071825872841	NA	1.28681138900789	NA	NA	NA	NA	-1.17295270617445	1.17017587470362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.50825103110077	NA	NA	NA	NA	NA	NA	NA	NA
GIPR|2696	7	-2.53174551706484	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.44303723168139	-1.13235829321913	NA	NA	NA	-3.04099801015682	NA	NA	NA	NA	-1.42221816188105	NA	-1.06346125090257	NA	NA	NA	NA	NA	NA	NA	1.2922939478908	NA	NA
GIYD2|79008	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.05131730091954	-1.11575842191858	NA	NA	NA	NA	NA	NA	NA	NA	-1.16863696025022	NA	NA	NA	-1.08888969949139	NA	NA	NA	NA	NA	NA	NA	NA
GJA1|2697	8	NA	NA	1.62681543433874	NA	NA	1.09759683360013	NA	NA	NA	NA	NA	NA	NA	2.29146223583066	1.8325545424729	NA	NA	NA	NA	NA	1.13444228109283	NA	NA	1.20167546088174	NA	1.53574222618969	1.10132685017417	NA	NA	NA	NA	NA	NA
GJA3|2700	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48255552612786	-3.48737887267137	-1.12573013389683	NA	1.17198054919011	NA	NA	NA	NA	NA	NA	NA	-1.10697146926313	NA	1.54071571430761	NA	-1.23383474998813	NA	NA
GJA4|2701	4	NA	NA	NA	1.1828123815425	NA	NA	NA	1.22034163207481	NA	NA	NA	NA	-1.50974954604367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.115866611489	NA	NA	NA	NA	NA	NA
GJA5|2702	6	NA	NA	NA	NA	NA	1.34771835006815	NA	1.30259854495486	-1.07237618654127	1.27555109327833	NA	NA	NA	NA	NA	NA	NA	1.30085833279097	NA	NA	NA	NA	NA	NA	NA	NA	1.18665239122438	NA	NA	NA	NA	NA	NA
GJA9|81025	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.43053676525361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GJB1|2705	6	NA	NA	1.80481266588619	NA	NA	NA	NA	NA	-1.05098679866695	1.69359245038649	-3.6023728507116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.2582841892093	1.96461031493072	NA	NA	NA	NA
GJB2|2706	8	-2.03871805622864	-1.67683149155255	NA	NA	NA	NA	NA	NA	-1.17912698057559	NA	NA	-1.00315205623617	NA	2.16784008551799	1.30830219404336	NA	NA	NA	NA	-1.06479548323008	NA	NA	NA	NA	-1.8782460520664	NA	NA	NA	NA	NA	NA	NA	NA
GJB3|2707	10	NA	-1.21732679735271	-4.21321502239029	NA	NA	NA	NA	NA	NA	NA	NA	-2.51657460792482	-1.01482173443998	NA	NA	-2.01179655046128	-1.58325329817377	NA	NA	NA	NA	NA	-1.04570932570391	NA	-2.01819382859444	NA	NA	NA	-1.025402912073	-2.05057972840893	NA	NA	NA
GJB4|127534	2	NA	NA	-2.7467570680706	NA	NA	NA	NA	NA	NA	NA	NA	-2.25407824697508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GJB5|2709	7	-1.49274112535053	NA	-2.80000906340291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21532294044582	-1.34903176912922	NA	NA	NA	-1.23830520014559	NA	-1.15104037886559	NA	NA	1.08050042429539	NA	NA	NA	NA	NA	NA	NA
GJB6|10804	13	NA	-1.33770743000406	-3.24917160908903	NA	NA	1.51962970709219	NA	NA	-1.78194706609567	NA	NA	-2.60384552703745	-1.10885746830114	NA	NA	-1.7181207971524	-2.36183094583676	NA	1.86718753650747	-1.06622618955534	-1.89187248138335	NA	NA	NA	NA	NA	NA	2.51893101215109	NA	NA	NA	2.14571467518042	NA
GJB7|375519	4	NA	NA	-2.43417855969654	NA	NA	NA	NA	NA	NA	NA	NA	-1.35077484907735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.62871410826362	NA	1.87268481962911	NA
GJC1|10052	4	NA	NA	NA	NA	NA	1.33800714105988	NA	NA	NA	NA	NA	NA	-1.13533676912624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25846644049691	NA	2.1269895201223	NA	NA	NA	NA	NA	NA
GJC2|57165	6	-1.19534535646889	NA	NA	NA	-1.74288882650134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.34052923990678	NA	NA	NA	NA	-1.27527938915381	NA	-1.30076039893724	NA	NA	NA	NA	NA	NA	NA	NA	-1.25515672380633	NA
GJC3|349149	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.5394687305354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GJD2|57369	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.19747262883251	NA	NA	NA	NA	NA	1.7505747304801	1.28611370312587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GJD3|125111	5	NA	NA	NA	NA	NA	1.18461582642557	NA	1.11192478272255	NA	1.23028747902003	NA	NA	NA	NA	NA	NA	NA	NA	-1.36037189630238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.35042883809199	NA	NA	NA
GJD4|219770	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.48046660439546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88142510084726	NA	NA	NA	NA
GK2|2712	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68647713211353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GK3P|2713	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05156355585224	1.1841697060097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GKAP1|80318	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87146922394645	NA	NA	NA	NA	NA	NA	NA	NA
GKN1|56287	1	NA	NA	NA	NA	NA	NA	NA	2.69933367261065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GKN2|200504	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.86170465173936	1.20270655523949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLB1L2|89944	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.0250730248828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLB1L3|112937	6	NA	NA	-1.13042221763701	1.61885694431769	NA	NA	NA	NA	NA	NA	NA	1.18684318094529	NA	NA	-1.207787544238	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.92838429229426	1.17419490431761	NA	NA	NA	NA	NA	NA	NA
GLDC|2731	8	NA	NA	-1.0140763503948	-2.26162623512215	NA	NA	NA	NA	NA	-1.01784712519985	2.25052972083797	NA	NA	NA	NA	NA	NA	-1.22372721055393	NA	NA	NA	NA	NA	NA	-1.34403968680038	NA	NA	NA	1.72701940130672	NA	NA	NA	2.38065681368925
GLDN|342035	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.19813380526843	NA	-1.12403396047139	NA	NA	NA	NA	NA	1.78646208886524	NA	NA	NA	NA	1.19027030857169	NA	NA	NA	NA	NA	NA
GLI1|2735	9	NA	NA	NA	1.54612031592991	NA	1.43725912234201	NA	NA	NA	NA	-1.1292921627169	NA	NA	NA	NA	-1.22442256756162	1.2372126989573	NA	2.53117711074644	NA	1.19940869143018	NA	NA	1.33570513864139	NA	NA	2.67968613172614	NA	NA	NA	NA	NA	NA
GLI2|2736	8	NA	NA	NA	NA	NA	1.7356931748042	NA	NA	NA	NA	-1.35126290226924	NA	-1.06994297223512	NA	1.18985224495197	NA	NA	NA	1.01527249800513	NA	NA	1.26469159268365	NA	1.35348528719885	NA	NA	1.76959572455986	NA	NA	NA	NA	NA	NA
GLI3|2737	7	NA	NA	1.21554475894922	NA	NA	2.41840680244584	NA	NA	NA	NA	NA	NA	NA	2.94008521645142	1.15527905218816	NA	NA	NA	NA	NA	1.28773935950689	NA	NA	1.7541126380018	NA	NA	2.89873247673976	NA	NA	NA	NA	NA	NA
GLI4|2738	6	NA	NA	-1.54484035325984	NA	NA	NA	NA	NA	NA	NA	NA	-1.53335077319739	-1.14147813517116	NA	NA	NA	NA	NA	NA	NA	-1.48553411623337	-1.15537261598857	-1.08622878839915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLIPR1|11010	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05606472426712	NA	NA	NA	NA	NA	1.37190077822344	NA	NA	NA	NA	NA	NA
GLIPR2|152007	4	NA	NA	-1.56510952943758	NA	NA	NA	NA	1.10171154997816	NA	NA	NA	NA	NA	NA	NA	-1.23827657032339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.20169301520409	NA	NA	NA	NA	NA	NA
GLIS1|148979	6	-3.80703328538144	NA	NA	NA	NA	1.05483104542589	NA	1.31317285712672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73058743565102	1.31831883979191	NA	NA	NA	NA	-1.73701260144739
GLIS2|84662	5	1.63225169714434	NA	NA	NA	NA	1.51696311086449	NA	1.13331501723632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31683377993635	NA	NA	1.3988058910399	NA	NA	NA	NA	NA	NA
GLIS3|169792	10	NA	NA	NA	NA	NA	1.15941841380568	NA	NA	1.04431729590148	1.96634847164614	NA	NA	NA	2.65966542886036	2.01686359497642	-1.29361302562299	NA	NA	NA	NA	1.176464241614	1.61818978885212	NA	1.10780978395802	NA	NA	NA	NA	NA	NA	NA	NA	1.29482577374555
GLOD5|392465	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.06047062228076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLP1R|2740	10	NA	2.38577767481354	-1.93513820049454	NA	NA	NA	NA	1.40075705071393	NA	1.57185525531617	NA	NA	NA	NA	NA	NA	1.64234609639879	NA	NA	1.39749647888181	1.29353810497957	NA	NA	NA	NA	2.13095528440013	1.78481191731319	NA	NA	1.95798131552571	NA	NA	NA
GLP2R|9340	7	NA	NA	NA	NA	NA	1.14809851529589	NA	2.40981044977355	NA	NA	NA	2.70758638233802	NA	NA	NA	NA	NA	NA	1.99181295700669	NA	2.8558799409533	NA	NA	NA	NA	NA	4.4557030223907	1.78489379922273	NA	NA	NA	NA	NA
GLRA1|2741	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.71061092254063	NA	NA	NA	NA	NA	2.20333285221774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLRA2|2742	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.72968158163809	NA	NA	NA	NA	-1.4515558909911	NA	NA	NA	NA	NA	NA	1.97900571866543	2.18799477855502	NA	NA	NA	3.96735554951444	NA
GLRA3|8001	6	NA	1.48610502875762	2.17676692232358	NA	NA	NA	NA	NA	NA	1.34000584538663	2.89195949259311	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4987591490891	2.26512954587125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLRA4|441509	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.05296239746682	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.65572539503367	NA	NA	NA	NA	NA	NA	NA	NA
GLRB|2743	7	1.58289879863598	NA	NA	NA	NA	1.41036894363755	NA	1.42572456463086	NA	1.32585320796772	NA	NA	NA	1.5264437935707	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72543889413966	NA	NA	2.12768425246796	NA	NA	NA	NA	NA	NA
GLRX|2745	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.01173837785366	NA	NA	NA	NA	NA	NA	NA	NA
GLS2|27165	4	NA	NA	NA	NA	NA	NA	NA	NA	-1.13232252553098	NA	NA	NA	NA	NA	-1.86381046738472	1.0128150653659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.30439279566348	NA	NA	NA	NA	NA	NA
GLT1D1|144423	8	NA	NA	-1.16619825312637	NA	NA	1.67366274857981	NA	2.18613184550697	NA	1.2204050799178	NA	NA	-1.15583749539266	NA	-1.63026990653327	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52960126186721	NA	1.18091893609581	NA	NA	NA	NA	NA	NA
GLT25D2|23127	4	1.93190427759884	NA	NA	NA	NA	NA	NA	NA	NA	1.33749447830704	NA	NA	NA	1.89564856934003	NA	-1.08520609593646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLT8D2|83468	11	NA	NA	NA	1.19132674134626	NA	1.58621540604903	NA	1.82940721385027	NA	1.20808431097178	NA	NA	NA	NA	NA	NA	NA	1.53059572571636	NA	NA	1.032642022575	NA	NA	1.53634810650958	NA	NA	1.89440891306316	1.11874015333452	1.39063510758534	NA	NA	NA	1.29233467734068
GLTPD2|388323	4	NA	NA	NA	NA	NA	NA	NA	-1.13037059342827	NA	-1.22035142186838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.72399947516698	NA	NA	-1.27832868969201	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLTSCR2|29997	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.03022663218197
GLUD2|2747	3	NA	NA	1.06227271437049	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65352122044212	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.10479836002483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLUL|2752	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.51029093082675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
