Gene	LvsH_number	p_value	q_value	TCGA.AA.3524.01	TCGA.AA.3527.01	TCGA.AA.3529.01	TCGA.AA.3531.01	TCGA.AA.3544.01	TCGA.AA.3548.01	TCGA.AA.3666.01	TCGA.AA.3667.01	TCGA.AA.3831.01	TCGA.AA.3837.01	TCGA.AA.3854.01	TCGA.AA.3856.01	TCGA.AA.3950.01	TCGA.AA.3955.01	TCGA.AA.3973.01	TCGA.AA.3979.01	TCGA.AA.3980.01	TCGA.AA.3989.01	TCGA.AA.3994.01	TCGA.AA.A01C.01	TCGA.AA.A01S.01	TCGA.AA.A01T.01	TCGA.AA.A02E.01	TCGA.AA.A02O.01	TCGA.AZ.4681.01	TCGA.CM.4750.01	TCGA.CM.4752.01	TCGA.AA.3675.01	TCGA.AA.A02Y.01	TCGA.AZ.4614.01	TCGA.D5.5540.01	TCGA.D5.6532.01	TCGA.D5.6929.01	TCGA.DM.A0XD.01	TCGA.DM.A0XF.01	TCGA.DM.A1D4.01	TCGA.DM.A1D6.01	TCGA.DM.A1DA.01	TCGA.DM.A1HA.01	TCGA.DM.A280.01	TCGA.DM.A288.01	TCGA.DM.A28H.01	TCGA.F4.6808.01	TCGA.G4.6295.01	TCGA.G4.6306.01	TCGA.G4.6307.01	TCGA.QG.A5YX.01	TCGA.RU.A8FL.01	TCGA.D5.5541.01	TCGA.CM.5868.01	TCGA.AD.6888.01	TCGA.AY.5543.01	TCGA.DM.A282.01	TCGA.DM.A28G.01	TCGA.QL.A97D.01	TCGA.4N.A93T.01	TCGA.AZ.4616.01	TCGA.A6.6648.01	TCGA.G4.6315.01	TCGA.G4.6317.01	TCGA.CA.5255.01	TCGA.AZ.5407.01	TCGA.AD.6890.01	TCGA.AA.3693.01	TCGA.CA.5796.01	TCGA.AA.3688.01	TCGA.DM.A1D8.01	TCGA.DM.A1D0.01	TCGA.CM.6677.01	TCGA.CM.5864.01	TCGA.DM.A28F.01	TCGA.DM.A1D7.01	TCGA.DM.A28M.01	TCGA.AA.3538.01	TCGA.CA.5254.01	TCGA.CM.4744.01	TCGA.AZ.6606.01	TCGA.CA.6716.01	TCGA.D5.6537.01	TCGA.AA.A01Z.01	TCGA.DM.A1DB.01	TCGA.5M.AAT4.01	TCGA.CM.6678.01	TCGA.G4.6626.01	TCGA.CK.5915.01	TCGA.DM.A28E.01	TCGA.AA.3846.01	TCGA.NH.A8F7.01	TCGA.AA.3971.01	TCGA.DM.A0X9.01	TCGA.AA.3685.01	TCGA.AA.3844.01	TCGA.AA.3975.01	TCGA.CM.5341.01	TCGA.A6.A567.01	TCGA.DM.A28K.01	TCGA.AU.3779.01	TCGA.AA.A01V.01	TCGA.AD.6963.01	TCGA.CA.5256.01	TCGA.AA.3561.01	TCGA.AA.3875.01	TCGA.AA.3852.01	TCGA.D5.6927.01	TCGA.AD.A5EK.01	TCGA.AA.3521.01	TCGA.A6.6142.01	TCGA.AA.3850.01	TCGA.AA.A00Z.01	TCGA.G4.6322.01	TCGA.CK.5914.01	TCGA.AZ.4682.01	TCGA.NH.A6GB.01	TCGA.A6.5662.01	TCGA.G4.6321.01	TCGA.AA.3664.01	TCGA.AA.3506.01	TCGA.D5.6533.01	TCGA.AY.A8YK.01	TCGA.D5.6539.01	TCGA.A6.3807.01	TCGA.AA.3818.01	TCGA.AA.A01I.01	TCGA.AA.3956.01	TCGA.CA.5797.01	TCGA.AA.3848.01	TCGA.AA.3532.01	TCGA.A6.5666.01	TCGA.QG.A5YV.01	TCGA.D5.6920.01	TCGA.NH.A50U.01	TCGA.AA.3986.01	TCGA.A6.5656.01	TCGA.A6.5659.01	TCGA.AA.3858.01	TCGA.A6.6652.01	TCGA.AA.3968.01	TCGA.AA.3519.01	TCGA.AY.4070.01	TCGA.G4.6294.01	TCGA.AY.4071.01	TCGA.AA.3952.01	TCGA.AA.3812.01	TCGA.CM.5862.01	TCGA.AA.3855.01	TCGA.AA.3549.01	TCGA.CK.6751.01	TCGA.CK.4952.01	TCGA.5M.AATE.01	TCGA.AA.3841.01	TCGA.AA.3678.01	TCGA.CM.6161.01	TCGA.AA.A024.01	TCGA.CA.6715.01	TCGA.CM.6164.01	TCGA.AA.3517.01	TCGA.AA.3819.01	TCGA.AA.A03J.01	TCGA.AZ.5403.01	TCGA.A6.2674.01	TCGA.AA.3655.01	TCGA.AA.3679.01	TCGA.5M.AATA.01	TCGA.CM.6166.01	TCGA.AA.3866.01	TCGA.D5.6541.01	TCGA.D5.5538.01	TCGA.AM.5820.01	TCGA.CK.4947.01	TCGA.AA.A03F.01	TCGA.D5.6531.01	TCGA.A6.5660.01	TCGA.AA.3842.01	TCGA.AY.6386.01	TCGA.AA.3522.01	TCGA.NH.A50T.01	TCGA.A6.2678.01	TCGA.G4.6298.01	TCGA.AA.A01X.01	TCGA.A6.3810.01	TCGA.AA.3530.01	TCGA.A6.2683.01	TCGA.AZ.6600.01	TCGA.AA.3520.01	TCGA.D5.6932.01	TCGA.A6.6138.01	TCGA.G4.6293.01	TCGA.AA.3712.01	TCGA.DM.A28A.01	TCGA.AY.A54L.01	TCGA.D5.6535.01	TCGA.CM.6676.01	TCGA.CM.6165.01	TCGA.CK.5912.01	TCGA.CK.4948.01	TCGA.AA.A02W.01	TCGA.NH.A50V.01	TCGA.AD.6548.01	TCGA.AZ.4308.01	TCGA.AA.3867.01	TCGA.AA.3511.01	TCGA.3L.AA1B.01	TCGA.A6.2677.01	TCGA.5M.AAT5.01	TCGA.CM.6675.01	TCGA.AA.3833.01	TCGA.AA.3982.01	TCGA.A6.6782.01	TCGA.CM.5344.01	TCGA.AA.A017.01	TCGA.T9.A92H.01	TCGA.D5.6926.01	TCGA.AD.6901.01	TCGA.AZ.6603.01	TCGA.D5.6898.01	TCGA.AA.3814.01	TCGA.CM.6170.01	TCGA.G4.6299.01	TCGA.A6.2681.01	TCGA.NH.A8F8.01	TCGA.4T.AA8H.01	TCGA.CK.6747.01	TCGA.AA.3692.01	TCGA.F4.6854.01	TCGA.NH.A6GA.01	TCGA.SS.A7HO.01	TCGA.AY.A69D.01	TCGA.AA.3681.01	TCGA.AA.3976.01	TCGA.A6.5667.01	TCGA.D5.6529.01	TCGA.CM.6679.01	TCGA.CA.6719.01	TCGA.CM.5349.01	TCGA.AY.A71X.01	TCGA.AA.A02H.01	TCGA.CM.5860.01	TCGA.D5.5537.01	TCGA.F4.6463.01	TCGA.A6.2684.01	TCGA.QG.A5Z1.01	TCGA.A6.4107.01	TCGA.A6.A566.01	TCGA.CM.6169.01	TCGA.D5.5539.01	TCGA.A6.4105.01	TCGA.F4.6806.01	TCGA.AD.6965.01	TCGA.AA.3684.01	TCGA.AA.3496.01	TCGA.A6.A56B.01	TCGA.G4.6627.01	TCGA.G4.6303.01	TCGA.CM.6163.01	TCGA.CM.6172.01	TCGA.A6.3808.01	TCGA.D5.6536.01	TCGA.A6.2675.01	TCGA.G4.6311.01	TCGA.D5.6931.01	TCGA.A6.2671.01	TCGA.AA.3680.01	TCGA.F4.6569.01	TCGA.CM.4751.01	TCGA.AA.3526.01	TCGA.DM.A28C.01	TCGA.AD.6899.01	TCGA.CM.5863.01	TCGA.D5.7000.01	TCGA.D5.6924.01	TCGA.AA.3673.01	TCGA.A6.A565.01	TCGA.AA.3514.01	TCGA.F4.6460.01	TCGA.CK.4950.01	TCGA.F4.6855.01	TCGA.A6.5657.01	TCGA.AA.3696.01	TCGA.F4.6809.01	TCGA.A6.6649.01	TCGA.F4.6461.01	TCGA.CM.5348.01	TCGA.AA.3660.01	TCGA.AA.3560.01	TCGA.A6.2685.01	TCGA.F4.6805.01	TCGA.AZ.6607.01	TCGA.CM.4747.01	TCGA.AA.3534.01	TCGA.G4.6323.01	TCGA.CK.6748.01	TCGA.A6.5664.01	TCGA.F4.6703.01	TCGA.AZ.6599.01	TCGA.D5.6922.01	TCGA.AZ.6605.01	TCGA.A6.6654.01	TCGA.QG.A5YW.01	TCGA.G4.6297.01	TCGA.AA.A004.01	TCGA.F4.6704.01	TCGA.AA.3851.01	TCGA.DM.A1D9.01	TCGA.F4.6459.01	TCGA.DM.A285.01	TCGA.CM.6167.01	TCGA.AY.6196.01	TCGA.CM.6168.01	TCGA.AA.3489.01	TCGA.NH.A6GC.01	TCGA.F4.6807.01	TCGA.AA.A02F.01	TCGA.A6.6137.01	TCGA.AA.3502.01	TCGA.A6.6651.01	TCGA.D5.6534.01	TCGA.CM.6680.01	TCGA.CM.4748.01	TCGA.D5.6538.01	TCGA.AA.3695.01	TCGA.AZ.4323.01
Exp	NA	NA	NA	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	-0.0520187338948874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3422	0.3584	0.3713	0.3943	0.4268	0.4587	0.4724	0.4838	0.4983	0.5083	0.5141	0.5461	0.5549	0.581	0.591	0.629349269886119	0.639	0.659350675367915	0.6607	0.6662	0.677	0.6812	0.6969	0.6977	0.7273	0.750240490347152	0.7576	0.773	0.8317	0.8486	0.8545	0.8584	0.8602	0.8606	0.8703	0.8772	0.8881	0.8981	0.932855781793864	0.9329	0.939158254830319	0.9637	0.9671	0.967238056203442	0.978449958528473	1.03227401462492	1.0344	1.0373	1.0425	1.04625960732365	1.053	1.0567	1.05931786150604	1.07172681963727	1.10617044083938	1.1282	1.1494	1.16661403876764	1.1684	1.17716391195468	1.18317888798057	1.2111	1.2151	1.2286	1.2353	1.2987	1.3175	1.33903090141883	1.3485	1.368	1.3932	1.3955	1.42018548802785	1.4321984580698	1.44254746505786	1.46814029414096	1.4886	1.49474572803168	1.49585420614846	1.5283	1.5743	1.5748	1.6082	1.65263963945262	1.6593	1.7037	1.71391661559444	1.7552	1.76023133178036	1.76973287699359	1.80902597299338	1.8538	1.8703493117431	1.89846924177384	1.90243340022722	1.9608	1.98363694829171	1.99100925171309	2.0248	2.0467	2.0594	2.05965237922177	2.13905034709667	2.1413	2.20534847396753	2.2173	2.2247	2.24705173759184	2.25653294595006	2.28525050167948	2.3137	2.31709365775964	2.318	2.34571223793645	2.3857	2.3952	2.42409778227077	2.4625	2.4707	2.5052	2.5359	2.54880357918333	2.5526	2.5773	2.58898025626837	2.6717	2.67712756375789	2.6924	2.75872394155242	2.784	2.8037	2.82541708535896	2.88566654352627	2.94094557899905	2.9699	2.98327026606231	3.1578	3.1703	3.1813	3.373	3.377	3.3927	3.4101	3.4335	3.4466	3.493	3.6184	3.66876753146156	3.6714	3.6768	3.73160761537513	3.8078986239585	3.8416	3.8685	3.87190477871973	3.9569	4.0294	4.12205533595735	4.17905543791926	4.4092	4.4384	4.51686316520505	4.6277	4.6868	4.742	4.7536	4.7949	4.86106528909332	4.9896	5.0045	5.01749797752455	5.0533	5.1179	5.1428	5.17926209080409	5.2124	5.2218	5.222	5.3272	5.45218136801528	5.47945567843365	5.5114	5.5223	5.5249	5.5633	5.6529	5.7648	5.88137388277123	5.8858	5.9384	6	6.0281	6.057	6.18725370393851	6.2354	6.2565	6.5766	6.6641	6.6979	6.7149	6.80214439540748	7.0375	7.1344	7.1878	7.227	7.2667	7.3946	7.63006805599773	7.7832	8.0917	8.3945	8.4191	8.46075396121646	8.54796984488561	9.0433	9.5978	9.6198	9.8928	9.9609	10.0986	10.1931	10.5838	10.663088836058	10.7209	10.8322363507712	10.9489	11.3878	11.782	11.8798	12.568186186865	12.7119	12.7561	12.8134	13.4341	13.5266	13.7199812557119	13.9341	14.039	14.9569	15.873	16.0566513922978	16.6197	17.0697	17.7466	18.2997	18.3416	18.7202	19.1929	20.1881	20.3694	21.5724	22.6222820177923	23.0353	23.7541050100674	23.8411	23.9214	25.5311	26.4971	27.0108	28.6497	28.8316	29.0424	29.9897	34.0963589991376	34.1525	41.0628	42.2992	51.2325	56.5404	72.952359759619	89.7868	94.7159615213607	129.971
Group	97 | 105	NA	NA	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
DYNC2H1	4 | 4	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nonsense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	Missense_Mutation;Missense_Mutation	NA	NA	NA	Nonsense_Mutation	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation;Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	Missense_Mutation;Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	Missense_Mutation	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NALCN	9 | 3	0.073586650927829	0.897774165887903	NA	NA	NA	NA	NA	NA	Splice_Site	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	Missense_Mutation	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nonsense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	Missense_Mutation	NA	NA	NA	NA	Splice_Site	NA	NA	Missense_Mutation	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	Frame_Shift_Del	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF536	4 | 6	0.749649947316622	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation;Missense_Mutation	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HRNR	6 | 4	0.525321943120046	1	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation;Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation;Missense_Mutation	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nonsense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation;Nonsense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	Missense_Mutation;Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OBSCN	15 | 18	0.84951056314855	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	Missense_Mutation	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation;Missense_Mutation	NA	NA	NA	Missense_Mutation	NA	Missense_Mutation	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	Missense_Mutation	NA	NA	Missense_Mutation	Missense_Mutation	NA	NA	NA	NA	Missense_Mutation	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	Missense_Mutation;Missense_Mutation	Frame_Shift_Ins;Frame_Shift_Ins	NA	Missense_Mutation;Missense_Mutation	NA	NA	Missense_Mutation	Missense_Mutation	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	Missense_Mutation;Missense_Mutation;Missense_Mutation;Missense_Mutation	NA	Missense_Mutation	Missense_Mutation;Missense_Mutation	NA	NA	Missense_Mutation	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation;Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CSMD2	8 | 6	0.583200807538394	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation;Missense_Mutation	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	Missense_Mutation	Missense_Mutation	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	Missense_Mutation	NA	NA	Missense_Mutation	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nonsense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation;Missense_Mutation	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nonsense_Mutation;Nonsense_Mutation	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA
