Gene	LvsH_number	p_value	q_value	TCGA.BR.7704.01	TCGA.BR.8676.01	TCGA.R5.A7ZF.01	TCGA.VQ.A8PX.01	TCGA.RD.A7BT.01	TCGA.RD.A8MV.01	TCGA.KB.A93H.01	TCGA.R5.A7ZR.01	TCGA.HU.8238.01	TCGA.B7.5818.01	TCGA.HU.8608.01	TCGA.VQ.A8DT.01	TCGA.VQ.AA6D.01	TCGA.IN.A6RI.01	TCGA.BR.4294.01	TCGA.VQ.A91X.01	TCGA.D7.A4YX.01	TCGA.D7.A6EV.01	TCGA.VQ.AA69.01	TCGA.IN.A6RS.01	TCGA.VQ.AA6F.01	TCGA.BR.8295.01	TCGA.BR.A4QM.01	TCGA.BR.4253.01	TCGA.HU.A4G6.01	TCGA.IN.A6RO.01	TCGA.F1.6875.01	TCGA.HU.A4H2.01	TCGA.BR.A4PF.01	TCGA.CG.4436.01	TCGA.IN.8663.01	TCGA.BR.4267.01	TCGA.VQ.A91Z.01	TCGA.3M.AB46.01	TCGA.KB.A93J.01	TCGA.VQ.A91W.01	TCGA.CG.5734.01	TCGA.CD.5801.01	TCGA.D7.A74A.01	TCGA.D7.A6EZ.01	TCGA.HU.A4H4.01	TCGA.CG.5725.01	TCGA.D7.8573.01	TCGA.CG.5732.01	TCGA.BR.A4J1.01	TCGA.D7.6528.01	TCGA.BR.A452.01	TCGA.CG.4469.01	TCGA.BR.A4PD.01	TCGA.KB.A6F7.01	TCGA.D7.A4YY.01	TCGA.VQ.AA6B.01	TCGA.R5.A7ZE.01	TCGA.BR.4371.01	TCGA.CG.4440.01	TCGA.VQ.A8PH.01	TCGA.VQ.A91U.01	TCGA.HU.A4H0.01	TCGA.FP.A8CX.01	TCGA.VQ.A94O.01	TCGA.D7.5577.01	TCGA.HU.A4G2.01	TCGA.SW.A7EA.01	TCGA.VQ.A91S.01	TCGA.BR.A4PE.01	TCGA.BR.8678.01	TCGA.HU.8244.01	TCGA.BR.8286.01	TCGA.VQ.A92D.01	TCGA.CG.4466.01	TCGA.D7.A6EX.01	TCGA.CG.5718.01	TCGA.BR.4280.01	TCGA.IN.A6RR.01	TCGA.D7.6820.01	TCGA.HU.A4H6.01	TCGA.IN.A7NU.01	TCGA.VQ.A91V.01	TCGA.HU.8604.01	TCGA.VQ.A927.01	TCGA.CD.A4MJ.01	TCGA.VQ.A8P3.01	TCGA.CD.8531.01	TCGA.VQ.AA68.01	TCGA.HU.A4G3.01	TCGA.HU.8249.01	TCGA.BR.A4QI.01	TCGA.EQ.A4SO.01	TCGA.HU.A4GP.01	TCGA.BR.8077.01	TCGA.HU.A4H5.01	TCGA.VQ.AA6A.01	TCGA.CD.5800.01	TCGA.B7.A5TJ.01	TCGA.BR.6707.01	TCGA.VQ.A8E3.01	TCGA.CD.5799.01	TCGA.CD.8535.01	TCGA.F1.A72C.01	TCGA.CD.8528.01	TCGA.BR.8381.01	TCGA.CG.4304.01	TCGA.HU.8610.01	TCGA.VQ.AA6J.01	TCGA.BR.8679.01	TCGA.VQ.A8DZ.01	TCGA.BR.A4J4.01	TCGA.VQ.AA6G.01	TCGA.HU.A4HB.01	TCGA.HF.7134.01	TCGA.BR.A4CS.01	TCGA.CG.4443.01	TCGA.HU.8243.01	TCGA.HU.A4HD.01	TCGA.CG.5720.01	TCGA.BR.A44U.01	TCGA.VQ.A8PU.01	TCGA.ZQ.A9CR.01	TCGA.CG.4444.01	TCGA.MX.A666.01	TCGA.CG.5724.01	TCGA.VQ.A8E7.01	TCGA.FP.8099.01	TCGA.BR.6455.01	TCGA.HU.A4GF.01	TCGA.VQ.AA6I.01	TCGA.BR.7197.01	TCGA.BR.7722.01	TCGA.IN.7806.01	TCGA.D7.A4YT.01	TCGA.FP.8211.01	TCGA.CG.4438.01	TCGA.VQ.A8PF.01	TCGA.CG.4465.01	TCGA.FP.7735.01	TCGA.CG.4477.01	TCGA.BR.4357.01	TCGA.CG.5722.01	TCGA.IN.AB1X.01	TCGA.IP.7968.01	TCGA.D7.6527.01	TCGA.VQ.A923.01	TCGA.CD.8525.01	TCGA.3M.AB47.01	TCGA.D7.6822.01	TCGA.HJ.7597.01	TCGA.VQ.A91N.01	TCGA.D7.A6F0.01	TCGA.CG.4437.01	TCGA.BR.8484.01	TCGA.CG.4441.01	TCGA.CD.8527.01	TCGA.FP.A9TM.01	TCGA.RD.A8N1.01	TCGA.HU.A4GJ.01	TCGA.BR.4191.01	TCGA.D7.8575.01	TCGA.SW.A7EB.01	TCGA.F1.A448.01	TCGA.D7.6526.01	TCGA.VQ.A8E0.01	TCGA.VQ.A94T.01	TCGA.R5.A7O7.01	TCGA.BR.A4CR.01	TCGA.D7.A6F2.01	TCGA.VQ.A8PK.01	TCGA.CG.4474.01	TCGA.BR.A4IY.01	TCGA.CD.A486.01	TCGA.BR.6454.01	TCGA.BR.7717.01	TCGA.BR.8690.01	TCGA.HF.7133.01	TCGA.CD.A48A.01	TCGA.CD.A48C.01	TCGA.VQ.A8PJ.01	TCGA.IN.A7NT.01	TCGA.IN.7808.01	TCGA.BR.4366.01	TCGA.D7.5578.01	TCGA.BR.6453.01	TCGA.VQ.A8DU.01	TCGA.HU.A4GC.01	TCGA.D7.6525.01	TCGA.IN.A6RN.01	TCGA.D7.8570.01	TCGA.CD.8526.01	TCGA.D7.6817.01	TCGA.VQ.A91A.01	TCGA.BR.8284.01	TCGA.CD.5804.01	TCGA.BR.4363.01	TCGA.D7.8576.01	TCGA.IN.A6RL.01	TCGA.B7.A5TI.01	TCGA.VQ.A8PD.01	TCGA.VQ.A8PE.01	TCGA.B7.A5TK.01	TCGA.FP.7829.01	TCGA.IN.AB1V.01	TCGA.CD.8532.01	TCGA.BR.8486.01	TCGA.BR.8366.01	TCGA.BR.6565.01	TCGA.BR.7715.01	TCGA.RD.A8MW.01	TCGA.BR.8289.01	TCGA.VQ.A8P8.01	TCGA.VQ.A91Q.01	TCGA.D7.8574.01	TCGA.BR.7958.01	TCGA.B7.A5TN.01	TCGA.HU.A4GD.01	TCGA.VQ.A8DV.01	TCGA.BR.8485.01	TCGA.BR.8296.01	TCGA.D7.6519.01	TCGA.CG.4449.01	TCGA.VQ.A922.01	TCGA.VQ.A8P5.01	TCGA.FP.A4BF.01	TCGA.BR.8483.01	TCGA.FP.7916.01	TCGA.BR.6801.01	TCGA.BR.8687.01	TCGA.CD.8524.01	TCGA.D7.6815.01	TCGA.IN.A7NR.01	TCGA.R5.A805.01	TCGA.RD.A7C1.01	TCGA.VQ.AA6K.01	TCGA.BR.8588.01	TCGA.CD.8534.01	TCGA.FP.8631.01	TCGA.RD.A8NB.01	TCGA.BR.A4J8.01	TCGA.EQ.8122.01	TCGA.BR.6706.01	TCGA.BR.8058.01	TCGA.RD.A8N5.01	TCGA.VQ.A94U.01	TCGA.BR.8059.01	TCGA.CG.5719.01	TCGA.VQ.A8PC.01	TCGA.BR.8677.01	TCGA.D7.A4YU.01	TCGA.D7.8572.01	TCGA.BR.A4J6.01	TCGA.D7.6818.01	TCGA.D7.A4Z0.01	TCGA.BR.4369.01	TCGA.VQ.A8PM.01	TCGA.CG.4301.01	TCGA.BR.6458.01	TCGA.VQ.AA64.01	TCGA.CD.A487.01	TCGA.VQ.A928.01	TCGA.RD.A7BS.01	TCGA.D7.6521.01	TCGA.RD.A8N0.01	TCGA.FP.7998.01	TCGA.BR.8686.01	TCGA.HU.A4GY.01	TCGA.BR.A4J5.01	TCGA.CD.8529.01	TCGA.CG.4476.01	TCGA.BR.8683.01	TCGA.HF.7136.01	TCGA.BR.7901.01	TCGA.IN.A6RJ.01	TCGA.BR.6563.01	TCGA.BR.4279.01	TCGA.MX.A663.01	TCGA.BR.8291.01	TCGA.BR.4255.01	TCGA.CD.5798.01	TCGA.D7.A748.01	TCGA.D7.6520.01	TCGA.CD.8530.01	TCGA.BR.7196.01	TCGA.ZA.A8F6.01	TCGA.RD.A8N6.01	TCGA.CD.A489.01	TCGA.D7.6522.01	TCGA.BR.7957.01	TCGA.CD.8533.01	TCGA.BR.A4IV.01	TCGA.IN.8462.01	TCGA.VQ.A925.01	TCGA.KB.A93G.01	TCGA.D7.6524.01	TCGA.BR.8060.01	TCGA.BR.A4J7.01	TCGA.D7.A747.01	TCGA.VQ.A8PQ.01	TCGA.CG.4462.01	TCGA.BR.6456.01	TCGA.MX.A5UG.01	TCGA.BR.8682.01	TCGA.CG.5717.01	TCGA.CD.5803.01	TCGA.BR.A4J2.01	TCGA.VQ.A94R.01	TCGA.CD.A4MH.01	TCGA.RD.A8N9.01	TCGA.VQ.A91Y.01	TCGA.BR.8369.01	TCGA.BR.7959.01	TCGA.BR.A4IZ.01	TCGA.D7.6518.01	TCGA.BR.8590.01	TCGA.CD.5813.01	TCGA.BR.6564.01	TCGA.BR.8080.01	TCGA.BR.7716.01	TCGA.VQ.A94P.01	TCGA.BR.7723.01	TCGA.BR.8367.01	TCGA.BR.A44T.01	TCGA.D7.8579.01	TCGA.BR.8297.01	TCGA.D7.8578.01	TCGA.BR.8380.01	TCGA.RD.A7BW.01	TCGA.BR.8365.01	TCGA.FP.8210.01	TCGA.BR.6457.01	TCGA.VQ.A8E2.01	TCGA.BR.6709.01	TCGA.BR.4187.01	TCGA.BR.A4IU.01	TCGA.BR.6803.01	TCGA.CG.4475.01	TCGA.BR.8371.01	TCGA.BR.A4J9.01	TCGA.BR.A453.01	TCGA.BR.8364.01	TCGA.BR.8373.01	TCGA.BR.6705.01	TCGA.BR.8592.01	TCGA.RD.A8N2.01	TCGA.FP.8209.01	TCGA.BR.8384.01	TCGA.RD.A8N4.01
Exp	NA	NA	NA	-0.594324363648143	-0.594324363648143	-0.594324363648143	-0.594324363648143	-0.434041919725524	-0.409823084235318	-0.384549492090598	-0.354813467946006	-0.338667577619203	-0.328647389401312	-0.301507689329372	-0.298181149111287	-0.292379987511456	-0.286416555657083	-0.257612140840048	-0.24743112700367	-0.23225885820411	-0.230595588095068	-0.0923413312263549	-0.0795219811176362	-0.0790351703540141	-0.0510029838821008	-0.0277577699191391	-0.0088347008025027	0.0183269823704317	0.0514706818603785	0.0744724904415288	0.111510676040453	0.112281459749522	0.11491848825255	0.121895972331061	0.130311176489702	0.163761698002572	0.174836642874978	0.178163183093063	0.182098236765676	0.186560668765547	0.212726747310242	0.247249743963785	0.3140239537073	0.388222027596055	0.394631702650414	0.4067208366137	0.440026806358187	0.442623130430839	0.446355346285276	0.460756831375767	0.501918132927717	0.502135746283656	0.522013852464897	0.579132982063239	0.614832438062202	0.627732923298191	0.630230124321756	0.660171726680694	0.663026703660803	0.672600648678707	0.6819311883148	0.695886430205304	0.718523130713737	0.727975373040735	0.748178019731058	0.785540745839064	0.801321528093151	0.806351905983914	0.834668065401274	0.857548171291518	0.904200869471982	0.944565595288992	0.976992657735458	0.986471888524138	1.00298288692366	1.02351007412306	1.02622810088662	1.05783023295843	1.06675509695817	1.10306306641166	1.16083127702817	1.17527332968229	1.20768681302681	1.22452235193541	1.24298059338942	1.25730094335264	1.29774680429692	1.30728018175119	1.33364909811406	1.36512952749496	1.43997668240188	1.45823208603771	1.47798848952805	1.48845492094593	1.49409381229122	1.49506743381846	1.52881964676294	1.5850462899613	1.61275393592414	1.61770317868763	1.62606009679648	1.63011685316	1.63973136574153	1.65526874261381	1.69315239315091	1.71672860152112	1.73672841039326	1.74589667977482	1.88167631526178	1.89697028675225	1.89932320544309	1.91761917664256	1.93202066173305	1.95603665940508	1.9899484846666	1.99404846653125	2.03279048980285	2.08366221460137	2.0878406736558	2.08974734914665	2.12305331889114	2.16853537399278	2.18828596121651	2.20788009445231	2.21915787714289	2.22386371452457	2.23355936223338	2.23449241619699	2.23522263234242	2.23883314550596	2.26422844034158	2.28508016805007	2.2871896813591	2.29250403219531	2.31235515447028	2.3798865642655	2.38268681661654	2.4179389389553	2.45803794804115	2.46324150478664	2.56475295175104	2.56763324876914	2.58300835538687	2.64499559262144	2.65363648367573	2.685076345493	2.71732755858297	2.77647506636307	2.82681941283434	2.9107131344319	3.00568180090187	3.00827812497452	3.01489063784706	3.02685806911944	3.03923117602817	3.07695901020889	3.1128207364624	3.18998024249652	3.20161800948668	3.20941210547778	3.25095329064021	3.26141972205808	3.29472569180257	3.31277825762023	3.40401470823576	3.4566308382706	3.53951037077728	3.60697422910259	3.70421467913613	3.71230787240465	3.749488080153	3.76088756553449	3.79261140029721	3.82960901833249	3.95532789803794	4.0174368379634	4.03293364727205	4.11800382821503	4.17995049788596	4.18396668668584	4.19565014501277	4.19626866050174	4.26055824682907	4.43625636493306	4.44858890427816	4.62217750907312	4.67418512565343	4.71065536536146	4.71945852667029	4.78331187183207	4.83467040739422	4.84043100143042	5.14298389102163	5.23973753029155	5.28608704278207	5.34914824941565	5.47653039923013	5.51263553086544	5.61583941275336	5.6680092995882	5.72829269915009	5.88001538714569	5.90687111427218	5.98666751194259	6.01883758990529	6.16694976473735	6.19964722102731	6.35096423338655	6.40009155294877	6.53432962101759	6.69526114595838	6.72593022406658	6.79221762304647	6.85250102260836	7.14057129198181	7.16211266827209	7.25720303743297	7.37699905284768	7.43241434477334	7.45675488295445	7.48499486589502	7.95228767275824	8.02762163842878	8.0441326368283	8.20676799944176	8.40165457514519	8.4609237856162	8.48956448554264	8.49800253877876	8.56802215361309	8.95097995432924	8.95499614312913	9.12773282908775	9.2966967316283	9.35702069875382	9.54756654514828	9.83908505743073	10.017420067171	10.1054516802594	10.1174191115317	10.1577432697851	10.4245561358137	10.4264222437409	10.6347772505713	10.9258900872174	11.0429680758685	11.3178538870605	11.5627197011625	11.6469379632691	11.7255579015941	12.1154121881283	12.2084336115438	12.21196298958	12.2864542337036	12.3081892505227	12.4328506818594	12.4931367731355	12.9356071897045	12.9446131888315	13.2672470224221	13.426718115072	13.532031510269	14.1575022063962	14.2098749310493	15.0085691238988	15.1451195430948	15.145768624113	15.1653627573488	15.803598180754	15.81107666773	15.9400003849627	16.4283932835667	16.737720956285	17.559822633352	17.6829556854869	17.8825376020699	19.6117300020197	20.312642784177	20.3846232243972	20.5747228275917	20.7172366786421	21.0748803196499	21.3258312682972	21.7569427670483	21.9898411498779	22.6540944368404	22.8633013625071	22.8697110375615	23.2931552667855	23.4678797633623	23.6321378285211	24.1494148324334	24.241422066758	24.3466948943913	24.9219023791746	25.1174380358962	25.3960560629427	25.6621387128258	26.1694537380971	26.9282929414436	29.5537039572219	30.1836370853491	31.3762828886599	32.2983024749604	32.3572471449223	32.4931484831002	32.7179333532028	32.8288045046177	33.825468408007	34.0178803623287	34.3042873615931	34.514021665587	35.2032645717488	35.6494266366086	36.1505983177576	36.6593967008702	38.4677364174722	38.5743479747055	38.6420958059762	41.2596367144093	41.5987815463995	41.8778863842095	44.064478064146	45.0677139128442	45.6620287200997	47.8510544538543	51.4850968042942	52.3686583402686	53.2692582529697	55.9483401554373	57.51708784121	58.3150518179141	59.3900922542465	64.8237117275433	65.2829365478936	65.6745720758889	68.5547105550713	68.6261094670692	70.4106765913811	71.7068102495252	72.0658331876967	74.6828467178025	74.825238866162	83.1971669735552	89.4960925791905	122.590705317139	171.489223820446
Group	95 | 115	NA	NA	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	M	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
TENM4	9 | 4	0.0883807467095775	0.360888049064108	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	Missense_Mutation	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation;Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KRAS	9 | 3	0.0394324525298211	0.289828526094185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	Missense_Mutation	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	Missense_Mutation;Missense_Mutation	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA
RYR3	9 | 4	0.0883807467095775	0.360888049064108	Splice_Site;Splice_Site	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	Missense_Mutation;Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	Missense_Mutation	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nonsense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	Missense_Mutation	NA	NA	NA	Missense_Mutation	Missense_Mutation	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	Missense_Mutation	Missense_Mutation;Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation;Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nonsense_Mutation;Missense_Mutation	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA
