gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
ODAM	181352	975	12	118240	22880	0	0	0	0	50	3	2013680	1	1
ODF1	525392	236	55	104240	16880	0	0	0	0	50	3	2585840	1	1
ODF2	1916608	160	35	366560	63200	0	0	0	0	50	2	2673600	1	1
ODF2L	218105	874	-18	306960	38160	0	0	0	0	50	0	2356160	1	1
ODF3	1233553	437	17	102080	24160	0	0	0	0	50	3	2046480	1	1
ODF3B	1075525	207	42	99040	27040	0	0	0	0	50	1	2524400	1	1
ODF3L1	569836	231	44	110560	23360	0	0	0	0	50	3	2259200	1	1
ODF3L2	1370962	423	-24	109440	31680	0	0	0	0	50	1	2011840	1	1
ODF4	772200	257	20	105600	19520	0	0	0	0	50	1	1958000	1	1
ODZ1	121229	NaN	-13	1118320	213680	0	0	0	0	50	1	2444240	1	1
ODZ2	71443	880	-10	1120720	224880	0	0	0	0	50	1	3627120	1	1
ODZ3	144640	636	-20	1096320	216640	0	0	0	0	50	0	2674800	1	1
ODZ4	78290	871	0	1119120	229680	0	0	0	0	2	0	269520	1	1
OFD1	135235	NaN	48	433840	66480	0	0	0	0	50	2	2224800	1	1
OGDH	1420793	179	56	445680	87280	0	0	0	0	3	0	177520	1	1
OGDHL	251871	545	15	417040	82160	0	0	0	0	50	3	2738560	1	1
OGFOD1	523951	285	13	234640	34000	0	0	0	0	50	0	2804640	1	1
OGFR	1044503	208	48	268080	61520	0	0	0	0	50	3	2359200	1	1
OGFRL1	132568	459	-14	189200	31600	0	0	0	0	50	2	2217520	1	1
OGG1	954590	264	39	236240	46800	0	0	0	0	50	1	3051280	1	1
OGT	749568	NaN	26	435840	80160	0	0	0	0	50	1	3719600	1	1
OIP5	897414	237	24	92000	21280	0	0	0	0	50	1	1752480	1	1
OIT3	635147	291	38	223200	44000	0	0	0	0	50	2	2196640	1	1
OLA1	389793	418	26	170080	26560	0	0	0	0	50	1	2482720	1	1
OLAH	255576	571	28	134400	23200	0	0	0	0	50	3	2464000	1	1
OLFM1	199862	446	28	195040	34080	0	0	0	0	50	0	2204080	1	1
OLFM2	1143339	469	-13	181920	40000	0	0	0	0	50	2	1948400	1	1
OLFM3	66875	991	-15	190880	32640	0	0	0	0	50	1	2273360	1	1
OLFM4	207557	842	2	207840	40000	0	0	0	0	50	1	2298080	1	1
OLFML1	108110	869	11	163440	31280	0	0	0	0	50	1	2355360	1	1
OLFML2A	1076828	207	26	261040	56880	0	0	0	0	50	3	2252560	1	1
OLFML2B	407279	388	15	299760	65200	0	0	0	0	50	1	1988880	1	1
OLFML3	365516	596	7	160400	36240	0	0	0	0	50	1	2316720	1	1
OLIG1	801943	554	66	98800	31920	0	0	0	0	50	1	2305120	1	1
OLIG2	824830	554	61	121360	34800	0	0	0	0	50	2	2290480	1	1
OLIG3	210173	486	29	105600	25440	0	0	0	0	50	1	2288320	1	1
OLR1	397577	398	18	117920	16800	0	0	0	0	50	1	2376400	1	1
OMA1	301227	564	-3	219600	37520	0	0	0	0	50	0	1693760	1	1
OMD	537639	574	47	178160	25680	0	0	0	0	50	0	1977520	1	1
OMG	473619	396	27	177200	35120	0	0	0	0	50	1	2346400	1	1
OMP	437413	450	40	64560	14000	0	0	0	0	50	3	2373680	1	1
ONECUT1	294072	514	18	184000	40320	0	0	0	0	50	2	2376880	1	1
ONECUT2	300344	480	15	196160	47200	0	0	0	0	50	4	2028880	1	1
ONECUT3	NaN	NaN	NaN	184320	53760	0	0	0	0	50	4	4549520	1	1
OOEP	732413	446	18	60080	13200	0	0	0	0	50	0	2255280	1	1
OPA1	148817	456	12	437520	69360	0	0	0	0	50	1	2526960	1	1
OPA3	1107927	194	44	122560	29280	0	0	0	0	50	0	2194480	1	1
OPALIN	799460	684	38	61360	12400	0	0	0	0	50	0	2434320	1	1
OPCML	9310	1074	-19	148160	32160	0	0	0	0	50	1	2212320	1	1
OPHN1	186481	NaN	-13	342400	58400	0	0	0	0	50	0	1928960	1	1
OPLAH	2720766	211	27	506080	129920	0	0	0	0	50	0	3155360	1	1
OPN1LW	2438903	NaN	17	147360	31360	0	0	0	0	50	3	3648160	1	1
OPN1MW	NaN	NaN	NaN	295040	62400	0	0	0	0	50	4	4558160	1	1
OPN1MW2	2438903	NaN	17	295040	62400	0	0	0	0	50	3	3648160	1	1
OPN1SW	830283	310	35	141200	29200	0	0	0	0	50	0	2648560	1	1
OPN3	172337	341	-13	158240	37120	0	0	0	0	50	1	2353200	1	1
OPN4	352918	192	27	194960	46640	0	0	0	0	50	1	2807920	1	1
OPN5	173532	829	-4	144240	30320	0	0	0	0	50	2	2113520	1	1
OPRD1	765350	208	27	143360	36960	0	0	0	0	50	0	2426880	1	1
OPRK1	147912	861	-14	152480	32320	0	0	0	0	50	1	2726160	1	1
OPRL1	1032302	312	51	142960	37040	0	0	0	0	50	2	2444720	1	1
OPRM1	44509	878	0	293040	58640	0	0	1	0	50	4	2382800	1	1
OPTC	529605	314	28	134880	29440	0	0	0	0	50	1	2306240	1	1
OPTN	244367	372	16	248560	37840	0	0	0	0	50	3	2102080	1	1
OR10A2	427462	681	8	119200	26720	0	0	0	0	50	0	2037520	1	1
OR10A3	105341	679	6	124320	26720	0	0	0	0	50	2	2752560	1	1
OR10A4	427462	681	8	124080	28240	0	0	0	0	50	0	2037520	1	1
OR10A5	427462	681	8	125760	26880	0	0	0	0	50	0	2037520	1	1
OR10A6	105341	679	6	124800	26240	0	0	0	0	50	2	2752560	1	1
OR10A7	411183	816	-1	124720	27280	0	0	0	0	50	2	2158720	1	1
OR10AD1	511392	352	32	125280	27360	0	0	0	0	50	1	2070320	1	1
OR10AG1	4262	1044	-40	120560	24240	0	0	0	0	50	0	2651360	1	1
OR10C1	404210	854	21	118080	32000	0	0	0	0	50	1	1849040	1	1
OR10G2	658946	624	20	119280	29840	0	0	0	0	50	3	2635440	1	1
OR10G3	707623	533	22	120560	30000	0	0	0	0	50	4	2748240	1	1
OR10G7	158396	830	-10	120240	29520	0	0	0	0	50	1	2654560	1	1
OR10G8	158396	830	-10	120400	29360	0	0	0	0	50	1	2654560	1	1
OR10G9	107524	830	-5	120960	28480	0	0	0	0	50	0	2186720	1	1
OR10H1	808269	590	18	124960	28800	0	0	1	0	16	1	662800	1	1
OR10H2	878287	605	13	122640	29680	0	0	0	0	50	1	2419360	1	1
OR10H3	878287	605	13	124640	27200	0	0	0	0	50	1	2419360	1	1
OR10H4	843515	575	12	125120	26880	0	0	0	0	50	1	2518240	1	1
OR10H5	808269	590	18	122800	28720	0	0	0	0	50	3	2765600	1	1
OR10J1	347588	699	-5	126480	28240	0	0	0	0	50	0	1957360	1	1
OR10J3	285980	737	-6	129280	28800	0	0	0	0	50	2	2755120	1	1
OR10J5	492825	646	-4	121760	26720	0	0	0	0	50	1	2340800	1	1
OR10K1	177013	929	7	121280	29120	0	0	0	0	50	0	2267760	1	1
OR10K2	135429	902	5	122400	27520	0	0	0	0	50	0	1848560	1	1
OR10P1	1678592	523	-8	118240	32320	0	0	0	0	50	4	2674640	1	1
OR10Q1	637499	828	-25	124800	29440	0	0	0	0	50	1	1785280	1	1
OR10R2	177013	929	7	132080	29040	0	0	0	0	50	0	2267760	1	1
OR10S1	107524	830	-5	128480	30880	0	0	0	0	50	0	2186720	1	1
OR10T2	135429	902	5	122560	28320	0	0	0	0	50	0	1848560	1	1
OR10V1	431271	409	27	122320	26480	0	0	0	0	50	1	2779840	1	1
OR10W1	604763	835	-19	118800	28080	0	0	0	0	50	1	1774720	1	1
OR10X1	179404	940	1	127200	28320	0	0	0	0	50	1	2570720	1	1
OR10Z1	179404	940	1	122320	28240	0	0	0	0	50	1	2570720	1	1
OR11A1	329776	872	7	121920	30080	0	0	0	0	50	2	2417760	1	1
OR11G2	371813	563	-29	135280	30480	0	0	0	0	50	0	2281920	1	1
OR11H12	141957	747	-11	129600	27040	0	0	0	0	50	1	2543040	1	1
OR11H4	371637	528	-29	127680	28160	0	0	0	0	50	0	2282160	1	1
OR11H6	371813	563	-29	129440	29280	0	0	0	0	50	0	2281920	1	1
OR11L1	87551	993	-35	126400	28640	0	0	0	0	50	0	2727760	1	1
OR12D2	329776	872	7	122160	26320	0	0	0	0	50	2	2417760	1	1
OR12D3	329776	872	7	126480	26000	0	0	0	0	50	2	2417760	1	1
OR13A1	126925	808	26	130320	28240	0	0	0	0	50	2	2234080	1	1
OR13C2	147494	920	-31	127440	25520	0	0	0	0	50	0	2206640	1	1
OR13C3	146816	930	-33	137920	29120	0	0	0	0	50	0	1989920	1	1
OR13C4	146816	930	-33	125280	27520	0	0	0	0	50	0	1989920	1	1
OR13C5	147494	920	-31	126960	25840	0	0	0	0	50	0	2206640	1	1
OR13C8	147494	920	-31	125920	28000	0	0	0	0	50	0	2206640	1	1
OR13C9	147494	920	-31	127520	25440	0	0	0	0	50	0	2206640	1	1
OR13D1	161420	821	-14	137760	28640	0	0	0	0	50	2	2624560	1	1
OR13F1	146816	930	-33	125600	27680	0	0	0	0	50	0	1989920	1	1
OR13G1	191710	995	-32	121520	26320	0	0	0	0	50	1	2854960	1	1
OR13H1	81234	NaN	4	120960	27200	0	0	0	0	50	0	3384480	1	1
OR13J1	847663	227	54	120400	29680	0	0	0	0	50	2	2409600	1	1
OR14A16	164924	995	-27	123040	25760	0	0	0	0	50	5	3248800	1	1
OR14C36	104321	936	-39	122080	27840	0	0	0	0	50	0	2047040	1	1
OR14I1	141426	710	-10	122080	27680	0	0	0	0	50	2	3303520	1	1
OR14J1	176114	872	4	124880	29520	0	0	0	0	50	1	2138880	1	1
OR1A1	506514	628	0	122000	26480	0	0	0	0	50	2	2535440	1	1
OR1A2	506514	628	0	124000	24800	0	0	0	0	50	2	2535440	1	1
OR1B1	407749	646	9	121920	31040	0	0	0	0	50	0	2275760	1	1
OR1C1	164924	995	-27	123440	27440	0	0	0	0	50	5	3248800	1	1
OR1D2	457580	465	8	122480	27600	0	0	0	0	50	0	2258240	1	1
OR1E1	365088	515	14	124560	26640	0	0	0	0	50	2	2592240	1	1
OR1E2	365088	515	14	127840	27520	0	0	0	0	50	2	2592240	1	1
OR1G1	445889	579	-8	124080	26640	0	0	0	0	50	0	1644320	1	1
OR1I1	990597	524	16	138720	31840	0	0	0	0	50	0	2275280	1	1
OR1J1	373314	646	3	126800	28080	0	0	0	0	50	2	2484240	1	1
OR1J2	373314	646	3	122720	27840	0	0	0	0	50	2	2484240	1	1
OR1J4	373314	646	3	122480	28080	0	0	0	0	50	2	2484240	1	1
OR1K1	433740	487	10	120000	32000	0	0	0	0	50	0	2145600	1	1
OR1L1	409923	553	12	123360	25600	0	0	0	0	50	0	1879200	1	1
OR1L3	409923	553	12	128800	27040	0	0	0	0	50	0	1879200	1	1
OR1L4	409923	553	12	123360	26400	0	0	0	0	50	0	1879200	1	1
OR1L6	433740	487	10	122720	26720	0	0	0	0	50	0	2145600	1	1
OR1L8	407749	646	9	122160	26640	0	0	0	0	50	0	2275760	1	1
OR1M1	311030	471	-63	121760	28800	0	0	0	0	20	0	645920	1	1
OR1N1	373314	646	3	122480	27280	0	0	0	0	50	2	2484240	1	1
OR1N2	407749	646	9	129360	29360	0	0	0	0	50	0	2275760	1	1
OR1Q1	407749	646	9	124320	26560	0	0	0	0	50	0	2275760	1	1
OR1S1	637499	828	-25	129760	26560	0	0	0	0	50	1	1785280	1	1
OR1S2	637499	828	-25	129440	26880	0	0	0	0	50	1	1785280	1	1
OR2A1	NaN	NaN	NaN	120320	28640	0	0	0	0	50	4	4524400	1	1
OR2A12	222080	812	-11	123920	25200	0	0	0	0	50	1	2243760	1	1
OR2A2	221024	812	-11	125200	27600	0	0	0	0	50	1	2243760	1	1
OR2A25	222080	812	-11	122320	26800	0	0	0	0	50	1	2243760	1	1
OR2A4	129668	852	9	120800	28320	0	0	0	0	50	1	2301360	1	1
OR2A42	199649	767	-2	120320	28640	0	0	0	0	50	2	2771280	1	1
OR2A5	222080	812	-11	122400	27200	0	0	0	0	50	1	2243760	1	1
OR2A7	209930	767	-5	121040	28080	0	0	0	0	50	1	2376720	1	1
OR2AE1	1535089	438	36	127760	27760	0	0	0	0	50	1	2486880	1	1
OR2AG1	427462	681	8	123360	29440	0	0	0	0	50	0	2037520	1	1
OR2AG2	424776	548	8	122080	30080	0	0	0	0	50	2	2216800	1	1
OR2AK2	NaN	NaN	NaN	131360	29760	0	0	0	0	50	4	4525520	1	1
OR2AT4	752176	556	48	124160	29760	0	0	0	0	50	1	2712720	1	1
OR2B11	272980	927	-14	122960	29520	0	0	0	0	50	2	1929200	1	1
OR2B6	225015	562	24	121840	28560	0	0	0	0	50	2	2398560	1	1
OR2C1	1361831	303	29	121920	28960	0	0	0	0	50	0	2472960	1	1
OR2C3	272980	927	-14	125520	29200	0	0	0	0	50	2	1929200	1	1
OR2D2	403341	827	6	118240	29920	0	0	0	0	50	3	2421680	1	1
OR2F1	368507	732	-11	125040	28240	0	0	0	0	50	2	1958400	1	1
OR2F2	368507	732	-11	123360	29120	0	0	0	0	50	2	1958400	1	1
OR2G2	204354	957	-25	124240	28240	0	0	0	0	50	1	2884960	1	1
OR2G3	204354	957	-25	121920	26720	0	0	0	0	50	1	2884960	1	1
OR2G6	112460	903	-20	124160	28000	0	0	0	0	50	0	2421360	1	1
OR2H1	404210	854	21	122160	30000	0	0	0	0	50	1	1849040	1	1
OR2H2	403531	798	18	120880	30000	0	0	0	0	50	1	1901840	1	1
OR2J2	162844	808	12	122320	28080	0	0	0	0	50	1	2063040	1	1
OR2J3	155147	738	1	121200	28400	0	0	0	0	50	2	2761280	1	1
OR2K2	348469	501	19	124720	27280	0	0	0	0	50	1	2784880	1	1
OR2L13	24438	1015	-27	124640	26240	0	0	0	0	50	4	2497520	1	1
OR2L3	20939	1015	-27	123040	27200	0	0	1	0	50	4	2497520	1	1
OR2L8	27938	1015	-28	123760	26480	0	0	0	0	50	4	2742880	1	1
OR2M2	19998	935	-32	137600	29120	0	0	0	0	50	0	2076960	1	1
OR2M3	19998	935	-32	122240	27840	0	0	0	0	50	0	2076960	1	1
OR2M4	18846	936	-35	122320	27280	0	0	0	0	50	0	2241600	1	1
OR2M5	19998	935	-32	122720	27360	0	0	0	0	50	0	2076960	1	1
OR2M7	18846	936	-35	123280	26800	0	0	0	0	50	0	2241600	1	1
OR2S2	853975	298	55	125360	28880	0	0	0	0	50	2	1970880	1	1
OR2T1	104321	936	-39	146240	31200	0	0	0	0	50	0	2047040	1	1
OR2T10	116628	850	-20	124640	25440	0	0	0	0	50	0	2155840	1	1
OR2T11	116628	850	-20	123840	28320	0	0	0	0	50	0	2155840	1	1
OR2T12	18846	936	-35	125520	28400	0	0	0	0	50	0	2241600	1	1
OR2T2	112460	903	-20	126080	29920	0	0	0	0	50	0	2421360	1	1
OR2T27	141426	710	-10	124400	28080	0	0	0	0	50	2	3303520	1	1
OR2T29	116628	850	-20	122080	26720	0	0	0	0	50	0	2155840	1	1
OR2T3	112460	903	-20	125280	27840	0	0	0	0	50	0	2421360	1	1
OR2T33	18846	936	-35	125600	28320	0	0	0	0	50	0	2241600	1	1
OR2T34	116628	850	-20	125040	28080	0	0	0	0	50	0	2155840	1	1
OR2T35	141426	710	-10	125760	29760	0	0	0	0	50	2	3303520	1	1
OR2T4	104321	936	-39	138560	28960	0	0	0	0	50	0	2047040	1	1
OR2T5	112460	903	-20	124320	27360	0	0	0	0	50	0	2421360	1	1
OR2T6	104321	936	-39	122880	25440	0	0	0	0	50	0	2047040	1	1
OR2T8	87551	993	-35	121920	28000	0	0	0	0	50	0	2727760	1	1
OR2V2	978482	478	29	124880	26640	0	0	0	0	50	2	2469600	1	1
OR2W1	155147	738	1	128640	25440	0	0	0	0	50	2	2761280	1	1
OR2W3	87551	993	-35	120960	29920	0	0	0	0	50	0	2727760	1	1
OR2W5	272980	927	-14	125200	29200	0	0	0	0	50	2	1929200	1	1
OR2Y1	831824	515	18	120160	29600	0	0	0	0	50	0	2189040	1	1
OR2Z1	536422	487	-47	120320	30720	0	0	0	0	48	3	2020640	1	1
OR3A1	506514	628	0	121200	30480	0	0	0	0	50	2	2535440	1	1
OR3A2	506514	628	0	125280	29920	0	0	0	0	50	2	2535440	1	1
OR3A3	365088	515	14	124080	30320	0	0	0	0	50	2	2592240	1	1
OR4A15	1067	1102	-42	137440	28000	0	0	0	0	50	0	2210320	1	1
OR4A16	1067	1102	-42	130720	26880	0	0	0	0	50	0	2210320	1	1
OR4A47	99957	835	-45	123600	24880	0	0	0	0	50	0	2494000	1	1
OR4A5	68	1280	-38	126240	26080	0	0	0	0	50	4	3042400	1	1
OR4B1	400891	509	-27	123200	25440	0	0	0	0	50	0	2194080	1	1
OR4C11	1141	1100	-37	125440	23520	0	0	0	0	50	0	2178400	1	1
OR4C12	11630	1171	-38	123520	25920	0	0	0	0	50	0	2362560	1	1
OR4C13	11675	1171	-40	124400	25040	0	0	0	0	50	0	2346320	1	1
OR4C15	1141	1100	-37	148000	29760	0	0	0	0	50	0	2178400	1	1
OR4C16	1141	1100	-37	125120	23840	0	0	0	0	50	0	2178400	1	1
OR4C3	278638	642	-40	129600	28480	0	0	0	0	50	0	2438080	1	1
OR4C45	NaN	NaN	NaN	124880	22480	0	0	0	0	50	4	4518240	1	1
OR4C46	68	1239	-43	123920	24560	0	0	0	0	50	2	2882080	1	1
OR4C6	1295	1091	-20	122240	26240	0	0	0	0	50	1	2168800	1	1
OR4D1	851306	401	14	120880	28080	0	0	0	0	50	1	2080640	1	1
OR4D10	430021	507	-1	121520	28240	0	0	0	0	50	1	2293120	1	1
OR4D11	430021	507	-1	120960	28800	0	0	0	0	50	1	2293120	1	1
OR4D2	851306	401	14	118880	28800	0	0	0	0	50	1	2080640	1	1
OR4D5	107524	830	-5	124000	29120	0	0	0	0	50	0	2186720	1	1
OR4D6	430021	507	-1	123360	27680	0	0	0	0	50	1	2293120	1	1
OR4D9	430021	507	-1	122400	28480	0	0	0	0	50	1	2293120	1	1
OR4F15	215780	643	-16	124080	25840	0	0	0	0	50	0	2460320	1	1
OR4F16	NaN	NaN	NaN	269200	60080	0	0	0	0	50	4	4555840	1	1
OR4F17	250228	708	5	120720	26160	0	0	0	0	50	1	2390080	1	1
OR4F21	89938	794	10	122800	27120	0	0	0	0	50	1	2518160	1	1
OR4F29	NaN	NaN	NaN	269200	60080	0	0	0	0	50	4	4555840	1	1
OR4F3	NaN	NaN	NaN	269200	60080	0	0	0	0	50	4	4555840	1	1
OR4F4	185501	643	-9	120800	26080	0	0	0	0	50	1	2974960	1	1
OR4F5	369933	594	NaN	120880	26000	0	0	0	0	50	0	2756560	1	1
OR4F6	215780	643	-16	123760	26160	0	0	0	0	50	0	2460320	1	1
OR4K13	383274	768	-37	119680	26400	0	0	0	0	50	1	2059920	1	1
OR4K14	420010	827	-51	123280	25840	0	0	0	0	50	1	1714080	1	1
OR4K15	420010	827	-51	135520	31680	0	0	0	0	50	1	1714080	1	1
OR4K17	383274	768	-37	136080	29040	0	0	0	0	50	1	2059920	1	1
OR4K2	431654	854	-49	124880	26320	0	0	0	0	50	2	1888640	1	1
OR4K5	431654	854	-49	126960	28240	0	0	0	0	50	2	1888640	1	1
OR4L1	383274	768	-37	124400	25840	0	0	0	0	50	1	2059920	1	1
OR4M1	275024	858	-57	123520	27040	0	0	0	0	50	0	1955440	1	1
OR4M2	156689	855	-31	125360	26000	0	0	0	0	50	0	2304480	1	1
OR4N2	275024	858	-57	120560	27120	0	0	0	0	50	0	1955440	1	1
OR4N4	156689	855	-31	124720	27280	0	0	0	0	50	0	2304480	1	1
OR4N5	371813	563	-29	122160	26000	0	0	0	0	50	0	2281920	1	1
OR4P4	1295	1091	-20	126880	23200	0	0	0	0	50	1	2168800	1	1
OR4Q3	275024	858	-57	125520	24880	0	0	0	0	50	0	1955440	1	1
OR4S1	278638	642	-40	122800	25840	0	0	0	0	50	0	2438080	1	1
OR4S2	1295	1091	-20	125280	24480	0	0	0	0	50	1	2168800	1	1
OR4X1	400891	509	-27	120560	26160	0	0	0	0	50	0	2194080	1	1
OR4X2	400891	509	-27	119440	26480	0	0	0	0	50	0	2194080	1	1
OR51A2	65798	1006	-15	123920	26480	0	0	0	0	50	1	2348960	1	1
OR51A4	65798	1006	-15	123680	26720	0	0	0	0	50	1	2348960	1	1
OR51A7	65798	1006	-15	124560	25360	0	0	0	0	50	1	2348960	1	1
OR51B2	100115	1056	1	124560	26320	0	0	0	0	50	0	1974000	1	1
OR51B4	100115	1056	1	122560	26560	0	0	0	0	50	0	1974000	1	1
OR51B5	100115	1056	1	121920	28320	0	0	0	0	50	0	1974000	1	1
OR51D1	212267	935	-3	125200	31440	0	0	0	0	50	0	2383120	1	1
OR51E1	212267	935	-3	123520	30240	0	0	0	0	50	0	2383120	1	1
OR51E2	207755	972	-1	124480	30240	0	0	0	0	50	1	2359600	1	1
OR51F1	207755	972	-1	122400	27680	0	0	0	0	50	1	2359600	1	1
OR51F2	66543	987	-3	134720	29600	0	0	0	0	50	2	1948400	1	1
OR51G1	65798	1006	-15	125280	28960	0	0	0	0	50	1	2348960	1	1
OR51G2	65798	1006	-15	122080	29120	0	0	0	0	50	1	2348960	1	1
OR51I1	99042	1030	1	124240	27600	0	0	0	0	50	0	2196080	1	1
OR51I2	99042	1030	1	121680	29200	0	0	0	0	50	0	2196080	1	1
OR51M1	99042	1030	1	128320	29280	0	0	0	0	50	0	2196080	1	1
OR51Q1	99042	1030	1	124160	29120	0	0	0	0	50	0	2196080	1	1
OR51S1	66543	987	-3	123360	32000	0	0	0	0	50	2	1948400	1	1
OR51T1	65798	1006	-15	138800	31440	0	0	0	0	50	1	2348960	1	1
OR51V1	109545	1056	-1	127280	27120	0	0	0	0	50	0	1992720	1	1
OR52A1	109516	1024	-15	124080	25840	0	0	0	0	50	1	2074320	1	1
OR52A4	109516	1024	-15	120640	26400	0	0	0	0	50	1	2074320	1	1
OR52A5	109516	1024	-15	125520	26480	0	0	0	0	50	1	2074320	1	1
OR52B2	465433	806	-1	125040	30320	0	0	0	0	50	1	2243680	1	1
OR52B4	363779	797	-8	126080	25760	0	0	0	0	50	1	2501520	1	1
OR52B6	128694	895	9	130720	30240	0	0	0	0	50	1	2350000	1	1
OR52D1	99343	946	-2	123440	30320	0	0	0	0	50	2	2379760	1	1
OR52E2	97256	1024	-11	128160	28160	0	0	0	0	50	0	2794720	1	1
OR52E4	262387	914	-13	123200	26720	0	0	0	0	50	2	1967520	1	1
OR52E6	203856	922	-5	124880	25520	0	0	0	0	50	0	1895600	1	1
OR52E8	203856	922	-5	124560	27760	0	0	0	0	50	0	1895600	1	1
OR52H1	99343	946	-2	126080	27840	0	0	0	0	50	2	2379760	1	1
OR52I1	212267	935	-3	127040	28800	0	0	0	0	50	0	2383120	1	1
OR52I2	212267	935	-3	138000	31120	0	0	0	0	50	0	2383120	1	1
OR52J3	97256	1024	-11	120320	28000	0	0	0	0	50	0	2794720	1	1
OR52K1	190769	879	-1	122480	29360	0	0	0	0	50	2	2187040	1	1
OR52K2	264090	862	-7	122400	29440	0	0	0	0	50	3	2614320	1	1
OR52L1	432250	877	-13	127600	31440	0	0	0	0	50	2	2014400	1	1
OR52M1	190769	879	-1	121280	31200	0	0	0	0	50	2	2187040	1	1
OR52N1	203856	922	-5	126000	27920	0	0	0	0	50	0	1895600	1	1
OR52N2	203856	922	-5	127520	26880	0	0	0	0	50	0	1895600	1	1
OR52N4	139577	922	2	126800	28400	0	0	0	0	50	0	1896560	1	1
OR52N5	139577	922	2	128080	28560	0	0	0	0	50	0	1896560	1	1
OR52R1	66543	987	-3	122960	28560	0	0	0	0	50	2	1948400	1	1
OR52W1	466636	728	4	120000	33760	0	0	0	0	50	2	2530080	1	1
OR56A1	432250	877	-13	125280	28480	0	0	0	0	50	2	2014400	1	1
OR56A3	262387	914	-13	123280	28080	0	0	1	0	31	2	955120	1	1
OR56A4	432250	877	-13	143520	31840	0	0	0	0	50	2	2014400	1	1
OR56A5	NaN	NaN	NaN	122320	28080	0	0	0	0	50	4	4523840	1	1
OR56B1	139577	922	2	127520	28480	0	0	0	0	50	0	1896560	1	1
OR56B4	465433	806	-1	124960	28320	0	0	0	0	50	1	2243680	1	1
OR5A1	430021	507	-1	123040	28640	0	0	0	0	50	1	2293120	1	1
OR5A2	417582	672	-4	128080	27600	0	0	0	0	50	1	2219840	1	1
OR5AC2	200002	811	-15	122640	25840	0	0	0	0	50	1	2328160	1	1
OR5AK2	474417	617	-38	124160	24320	0	0	0	0	50	0	2006240	1	1
OR5AN1	417582	672	-4	124160	25440	0	0	0	0	50	1	2219840	1	1
OR5AP2	NaN	NaN	NaN	127040	25120	0	0	0	0	50	4	4520880	1	1
OR5AR1	NaN	NaN	NaN	123840	25120	0	0	0	0	50	4	4520880	1	1
OR5AS1	4262	1044	-40	130080	25600	0	0	0	0	50	0	2651360	1	1
OR5AU1	730598	357	36	143520	30560	0	0	0	0	50	0	2795040	1	1
OR5B12	190469	812	-10	125840	26000	0	0	0	0	50	1	2360320	1	1
OR5B17	475497	835	-29	124160	26720	0	0	0	0	50	1	1761360	1	1
OR5B2	475497	835	-29	124800	24640	0	0	0	0	50	1	1761360	1	1
OR5B3	475497	835	-29	125200	25680	0	0	0	0	50	1	1761360	1	1
OR5D13	4183	1091	-36	125440	25600	0	0	0	0	50	0	2330480	1	1
OR5D14	4183	1091	-36	124320	26720	0	0	0	0	50	0	2330480	1	1
OR5D16	4214	1074	-46	130560	27040	0	0	0	0	50	0	2219680	1	1
OR5D18	4183	1091	-36	123760	26800	0	0	0	0	50	0	2330480	1	1
OR5F1	4262	1044	-40	124800	26240	0	0	0	0	50	0	2651360	1	1
OR5H1	200002	811	-15	125360	25040	0	0	0	0	50	1	2328160	1	1
OR5H14	200002	811	-15	124800	24480	0	0	0	0	50	1	2328160	1	1
OR5H15	200002	811	-15	125200	25200	0	0	0	0	50	1	2328160	1	1
OR5H2	414958	885	-14	126240	24960	0	0	0	0	50	2	2069600	1	1
OR5H6	391500	849	-2	130960	25520	0	0	0	0	50	2	2317360	1	1
OR5I1	4262	1044	-40	126000	25040	0	0	0	0	50	0	2651360	1	1
OR5J2	10101	1007	-38	124400	25520	0	0	0	0	50	0	2578160	1	1
OR5K1	416592	885	-4	124480	24160	0	0	0	0	50	2	2246480	1	1
OR5K2	390532	796	2	126720	25280	0	0	0	0	50	2	2155120	1	1
OR5K3	416592	885	-4	130400	24000	0	0	0	0	50	2	2246480	1	1
OR5K4	414958	885	-14	128400	25840	0	0	0	0	50	2	2069600	1	1
OR5L1	4183	1091	-36	123040	26720	0	0	0	0	50	0	2330480	1	1
OR5M1	NaN	NaN	NaN	125280	26400	0	0	0	0	50	4	4522160	1	1
OR5M10	NaN	NaN	NaN	124880	26800	0	0	0	0	50	4	4522560	1	1
OR5M11	NaN	NaN	NaN	120320	26400	0	0	0	0	50	4	4522160	1	1
OR5M3	NaN	NaN	NaN	123200	24320	0	0	0	0	50	4	4520080	1	1
OR5M8	NaN	NaN	NaN	124400	25360	0	0	0	0	50	4	4521120	1	1
