SampleID	bcr_patient_barcode	AR	ESR1	ESR2	PGR
TCGA-EA-A5ZE-01	TCGA-EA-A5ZE	2.2422	9.5367	3.8759	7.2662
TCGA-XT-AASU-01	TCGA-XT-AASU	4.686	4.686	3.8246	5.2369
TCGA-FE-A22Z-01	TCGA-FE-A22Z	2.5129	6.6113	3.1451	4.1907
TCGA-RA-A741-01	TCGA-RA-A741	0.0	10.6185	4.4312	6.3092
TCGA-CV-7429-01	TCGA-CV-7429	2.7639	5.0002	2.2473	2.6113
TCGA-RW-A8AZ-01	TCGA-RW-A8AZ	3.5526	4.3449	3.195	1.4423
TCGA-50-5068-01	TCGA-50-5068	2.3993	7.4264	4.538	5.2714
TCGA-NK-A5CR-01	TCGA-NK-A5CR	1.2224	3.4594	3.7004	3.7004
TCGA-NJ-A55A-01	TCGA-NJ-A55A	5.1331	8.2537	5.1331	6.7619
TCGA-ZS-A9CF-02	TCGA-ZS-A9CF	9.7369	7.8931	1.513	7.0432
TCGA-ZS-A9CF-01	TCGA-ZS-A9CF	8.9795	8.094	2.3604	0.7563
TCGA-AR-A24Q-01	TCGA-AR-A24Q	6.3563	8.0721	2.4241	6.8397
TCGA-D3-A2J7-06	TCGA-D3-A2J7	1.3383	5.1138	8.1944	1.8268
TCGA-DK-AA6T-01	TCGA-DK-AA6T	2.161	7.1041	5.0112	6.0902
TCGA-P8-A5KD-11	TCGA-P8-A5KD	3.2296	6.4801	7.0836	8.3998
TCGA-A1-A0SB-01	TCGA-A1-A0SB	5.4966	9.7506	3.6682	3.3869
TCGA-E8-A416-01	TCGA-E8-A416	6.6525	7.973	5.0827	6.1209
TCGA-S4-A8RM-01	TCGA-S4-A8RM	3.92	4.4178	4.1057	6.284
TCGA-DU-A5TW-01	TCGA-DU-A5TW	6.4615	3.0137	4.637	4.916
TCGA-24-2038-01	TCGA-24-2038	8.643	11.4727	3.6371	9.704
TCGA-DX-AB2S-01	TCGA-DX-AB2S	3.7975	7.1642	3.6404	5.1067
TCGA-G9-6329-01	TCGA-G9-6329	7.1576	8.7128	3.2234	8.1666
TCGA-IB-7890-01	TCGA-IB-7890	6.6049	6.4529	3.4244	8.3815
TCGA-GD-A3OP-01	TCGA-GD-A3OP	7.6194	8.2146	6.0379	6.3283
TCGA-90-7769-01	TCGA-90-7769	2.5837	3.3612	2.8917	2.5837
TCGA-CR-6467-01	TCGA-CR-6467	6.2268	11.2945	4.6344	5.1469
TCGA-S9-A6TX-01	TCGA-S9-A6TX	2.5646	3.5923	3.4908	3.9
TCGA-BH-A0DP-11	TCGA-BH-A0DP	10.5866	13.11	3.8309	11.2808
TCGA-V4-A9F8-01	TCGA-V4-A9F8	2.6206	7.6815	4.6945	2.8091
TCGA-GS-A9TV-01	TCGA-GS-A9TV	2.6656	6.5045	6.5045	4.1726
TCGA-IG-A97H-01	TCGA-IG-A97H	0.847	4.6184	3.7845	2.3201
TCGA-37-4135-01	TCGA-37-4135	0.6066	4.2702	3.8144	4.1047
TCGA-A7-A4SC-01	TCGA-A7-A4SC	10.7449	14.0246	3.7117	6.8028
TCGA-06-AABW-11	TCGA-06-AABW	2.7066	1.8125	2.8136	4.4332
TCGA-44-3398-11	TCGA-44-3398	6.6134	7.9063	3.8569	8.0539
TCGA-JX-A5QV-01	TCGA-JX-A5QV	0.0	8.1179	3.7173	3.615
TCGA-BD-A3EP-01	TCGA-BD-A3EP	7.7756	5.763	3.3389	4.0383
TCGA-DX-A8BQ-01	TCGA-DX-A8BQ	0.0	6.0923	2.7607	0.609
TCGA-EW-A1P5-01	TCGA-EW-A1P5	10.2692	14.7549	1.7155	13.8715
TCGA-DJ-A13W-01	TCGA-DJ-A13W	1.0065	5.5977	4.0997	2.0098
TCGA-QR-A6GS-01	TCGA-QR-A6GS	3.0629	3.901	2.165	4.8324
TCGA-HD-8635-11	TCGA-HD-8635	4.7707	4.6995	3.3511	4.0109
TCGA-FD-A3SL-01	TCGA-FD-A3SL	5.4326	5.9577	4.7588	6.1041
TCGA-ET-A39L-01	TCGA-ET-A39L	4.7535	8.9078	2.2092	6.2913
TCGA-BH-A1FN-01	TCGA-BH-A1FN	9.7477	11.8739	3.77	9.9868
TCGA-TS-A8AF-01	TCGA-TS-A8AF	5.8268	5.079	2.838	7.7345
TCGA-J8-A3YH-06	TCGA-J8-A3YH	5.5394	11.8993	3.3365	5.5954
TCGA-PG-A5BC-01	TCGA-PG-A5BC	8.3989	12.0554	4.8957	12.0636
TCGA-N5-A4RM-01	TCGA-N5-A4RM	0.0	3.2424	0.0	0.0
TCGA-AR-A2LH-01	TCGA-AR-A2LH	7.7726	10.2849	4.1558	8.2866
TCGA-MM-A564-01	TCGA-MM-A564	3.7624	5.2747	3.4668	6.1704
TCGA-3L-AA1B-01	TCGA-3L-AA1B	2.2835	4.2761	3.8619	5.2568
TCGA-CV-7103-11	TCGA-CV-7103	5.3062	4.9253	2.8009	4.9253
TCGA-06-0141-01	TCGA-06-0141	4.3581	4.0357	6.9625	4.7915
TCGA-DQ-7596-01	TCGA-DQ-7596	5.0719	10.0198	3.9422	3.8391
TCGA-HZ-8002-01	TCGA-HZ-8002	7.4333	7.1443	5.0007	7.6396
TCGA-BJ-A45G-01	TCGA-BJ-A45G	5.7717	7.8051	3.5343	5.2631
TCGA-B5-A3FC-01	TCGA-B5-A3FC	5.4701	13.6874	5.1515	11.5655
TCGA-BJ-A0ZC-01	TCGA-BJ-A0ZC	6.6041	8.825	4.1037	4.1816
TCGA-EL-A3T7-11	TCGA-EL-A3T7	7.6458	8.7244	3.7067	5.4329
TCGA-98-8020-01	TCGA-98-8020	2.9852	5.6813	3.8911	5.1015
TCGA-CV-5970-01	TCGA-CV-5970	2.7079	7.1277	2.7079	4.4679
TCGA-DX-AB2G-01	TCGA-DX-AB2G	0.0	6.7062	1.6643	3.1627
TCGA-A7-A4SE-01	TCGA-A7-A4SE	4.5048	6.5406	2.8977	5.9267
TCGA-A1-A0SJ-01	TCGA-A1-A0SJ	8.8662	12.1941	3.5818	11.885
TCGA-J2-A4AG-01	TCGA-J2-A4AG	1.9313	8.083	4.2487	5.84
TCGA-EI-6510-01	TCGA-EI-6510	0.0	3.0448	3.4346	3.2528
TCGA-G4-6588-01	TCGA-G4-6588	1.3233	2.3237	3.86	3.0019
TCGA-RC-A7S9-01	TCGA-RC-A7S9	4.0543	5.2567	2.3795	0.0
TCGA-GS-A9TZ-01	TCGA-GS-A9TZ	1.3736	5.3356	5.3356	2.5294
TCGA-22-5471-01	TCGA-22-5471	1.0562	4.4027	4.0732	3.0971
TCGA-EJ-5501-01	TCGA-EJ-5501	9.9987	8.5703	3.4809	7.6532
TCGA-CZ-5466-01	TCGA-CZ-5466	7.9207	5.9055	3.7105	6.3212
TCGA-CV-7425-01	TCGA-CV-7425	1.9445	5.3367	3.3919	2.6377
TCGA-EK-A2R9-01	TCGA-EK-A2R9	2.8875	9.4073	5.3935	5.1854
TCGA-QR-A6H4-01	TCGA-QR-A6H4	1.7346	4.7337	2.8495	5.1351
TCGA-BH-A201-01	TCGA-BH-A201	9.9324	12.6707	2.8354	12.8435
TCGA-66-2744-01	TCGA-66-2744	1.5063	6.158	3.4147	5.4066
TCGA-61-2016-01	TCGA-61-2016	7.0462	12.3221	5.5145	7.735
TCGA-BH-A0H9-11	TCGA-BH-A0H9	6.3343	9.0614	5.32	6.9452
TCGA-CN-4733-01	TCGA-CN-4733	4.231	7.4375	4.5064	4.1124
TCGA-IR-A3LL-01	TCGA-IR-A3LL	0.0	4.4919	4.3331	1.7423
TCGA-05-4405-01	TCGA-05-4405	4.384	6.3548	3.7645	5.7552
TCGA-99-8033-01	TCGA-99-8033	3.4284	8.991	4.611	4.4136
TCGA-XU-A92Z-01	TCGA-XU-A92Z	3.9904	7.2606	3.2495	4.4775
TCGA-V4-A9E5-01	TCGA-V4-A9E5	0.8419	4.6306	2.3109	0.0
TCGA-DD-AA3A-01	TCGA-DD-AA3A	3.3333	3.4233	1.5585	1.5585
TCGA-FP-A4BF-01	TCGA-FP-A4BF	4.4786	6.175	5.5877	5.9818
TCGA-A8-A09E-01	TCGA-A8-A09E	9.6634	14.361	2.2855	12.3421
TCGA-ZB-A964-01	TCGA-ZB-A964	2.5756	3.5399	3.5399	1.0448
TCGA-Y8-A8RZ-01	TCGA-Y8-A8RZ	7.7434	2.4473	2.7946	1.313
TCGA-CR-5243-01	TCGA-CR-5243	5.8448	10.532	3.0695	4.9503
TCGA-KL-8326-11	TCGA-KL-8326	5.6971	7.0443	4.3479	7.8638
TCGA-RQ-A68N-01	TCGA-RQ-A68N	0.0	4.9159	8.1327	3.0755
TCGA-22-4609-11	TCGA-22-4609	6.1176	6.9971	3.799	7.5608
TCGA-B6-A0RP-01	TCGA-B6-A0RP	10.4305	14.8621	2.4893	11.3163
TCGA-ZB-A96C-01	TCGA-ZB-A96C	1.8386	8.9998	5.3358	2.9989
TCGA-D8-A27V-01	TCGA-D8-A27V	10.0707	14.2257	2.377	10.1168
TCGA-ZF-AA4V-01	TCGA-ZF-AA4V	0.0	7.0405	3.2247	1.8092
TCGA-TM-A7C5-01	TCGA-TM-A7C5	2.7585	2.1571	3.087	4.8128
TCGA-RD-A8N1-01	TCGA-RD-A8N1	3.3417	5.8545	5.4309	5.4477
TCGA-BR-8687-01	TCGA-BR-8687	4.5479	3.4992	4.0253	5.7633
TCGA-49-6742-11	TCGA-49-6742	5.549	6.5146	4.3428	6.3106
TCGA-OR-A5JV-01	TCGA-OR-A5JV	5.0069	6.3298	8.209	7.7943
TCGA-EM-A2CO-01	TCGA-EM-A2CO	3.5619	8.2882	3.8237	7.8119
TCGA-CZ-5454-11	TCGA-CZ-5454	5.8778	5.916	4.9344	5.8722
TCGA-BR-A4IY-01	TCGA-BR-A4IY	3.5494	6.5347	3.6056	4.9876
TCGA-50-6673-01	TCGA-50-6673	4.4798	9.578	4.3269	6.0786
TCGA-V1-A9OQ-01	TCGA-V1-A9OQ	6.6877	7.3005	5.2035	6.7928
TCGA-FG-A6IZ-01	TCGA-FG-A6IZ	1.6598	2.2892	3.1335	3.5068
TCGA-CV-7178-11	TCGA-CV-7178	7.7033	7.063	2.9616	5.1525
TCGA-C5-A1M5-01	TCGA-C5-A1M5	2.3454	7.6968	4.0274	5.4209
TCGA-DQ-7592-01	TCGA-DQ-7592	2.8713	5.3631	3.0391	3.8161
TCGA-CR-7372-01	TCGA-CR-7372	3.5064	6.086	3.2024	4.0856
TCGA-EM-A3AN-01	TCGA-EM-A3AN	4.6364	6.274	2.8437	6.3355
TCGA-F2-A44H-01	TCGA-F2-A44H	4.6141	5.8024	2.7209	7.2586
TCGA-EM-A2OZ-01	TCGA-EM-A2OZ	2.4784	7.8262	2.6314	7.8112
TCGA-55-7727-01	TCGA-55-7727	2.4821	11.7317	4.2041	5.0492
TCGA-GC-A3BM-11	TCGA-GC-A3BM	6.8656	9.1918	4.8312	10.0057
TCGA-IG-A51D-01	TCGA-IG-A51D	2.0933	5.3487	3.9476	5.5961
TCGA-CS-4941-01	TCGA-CS-4941	7.6668	3.921	2.4557	3.709
TCGA-A1-A0SE-01	TCGA-A1-A0SE	10.0822	12.1075	3.0426	12.8076
TCGA-OU-A5PI-01	TCGA-OU-A5PI	6.6549	5.161	7.6722	9.6191
TCGA-XU-A92Q-01	TCGA-XU-A92Q	0.0	5.0743	3.8054	1.2882
TCGA-GL-6846-11	TCGA-GL-6846	7.2133	7.4399	3.6158	7.0106
TCGA-A4-7996-01	TCGA-A4-7996	9.6609	8.6084	4.1504	1.9797
TCGA-77-8153-01	TCGA-77-8153	1.0221	2.8451	4.9251	3.4994
TCGA-MS-A51U-01	TCGA-MS-A51U	9.4598	11.9261	3.8642	11.3503
TCGA-A2-A04X-01	TCGA-A2-A04X	8.0113	10.3468	3.6478	10.1851
TCGA-L5-A88Y-01	TCGA-L5-A88Y	4.3672	5.0228	3.5802	5.457
TCGA-K4-A5RI-11	TCGA-K4-A5RI	4.4742	7.9315	6.0886	7.8034
TCGA-FY-A3WA-01	TCGA-FY-A3WA	6.2376	6.8005	5.6651	4.9498
TCGA-QS-A8F1-01	TCGA-QS-A8F1	4.7934	11.9136	4.4223	5.2158
TCGA-G3-A25S-01	TCGA-G3-A25S	4.1279	4.0273	1.1225	1.4678
TCGA-AB-3012-03	TCGA-AB-3012	8.7078	3.712	4.1505	2.7195
TCGA-EM-A1CS-01	TCGA-EM-A1CS	5.608	6.484	3.2478	6.3476
TCGA-EL-A3ZM-01	TCGA-EL-A3ZM	0.0	6.4714	2.5191	5.1365
TCGA-DJ-A13X-01	TCGA-DJ-A13X	5.1415	6.4225	2.9625	7.545
TCGA-DX-A1L3-01	TCGA-DX-A1L3	1.6842	7.5336	2.5803	1.9134
TCGA-2Z-A9JN-01	TCGA-2Z-A9JN	2.6175	6.7087	3.791	4.4579
TCGA-AR-A1AM-01	TCGA-AR-A1AM	9.3346	11.9429	3.8859	9.7897
TCGA-HT-8113-01	TCGA-HT-8113	4.5986	3.6569	3.4949	5.6605
TCGA-13-0890-01	TCGA-13-0890	7.4162	8.0964	2.4677	4.0174
TCGA-VF-A8AE-01	TCGA-VF-A8AE	1.6363	4.6379	5.4782	2.873
TCGA-DH-A7UT-01	TCGA-DH-A7UT	5.2901	2.7606	3.5821	4.5206
TCGA-A6-6138-01	TCGA-A6-6138	2.0602	4.2905	2.2089	4.0748
TCGA-CV-7238-01	TCGA-CV-7238	2.6493	6.7289	4.5679	5.0465
TCGA-AB-2841-03	TCGA-AB-2841	7.9982	0.7819	4.4971	0.7819
TCGA-EL-A3T7-01	TCGA-EL-A3T7	2.1677	8.621	2.39	4.8676
TCGA-55-6980-11	TCGA-55-6980	6.0724	6.6435	4.549	7.7263
TCGA-F4-6808-01	TCGA-F4-6808	0.0	1.127	2.7909	1.752
TCGA-VF-A8A9-01	TCGA-VF-A8A9	3.189	4.8253	5.7316	4.1774
TCGA-DU-5851-01	TCGA-DU-5851	6.1871	3.9859	3.4308	5.2775
TCGA-CN-5367-01	TCGA-CN-5367	2.8434	7.1799	3.4643	3.7803
TCGA-QU-A6IN-01	TCGA-QU-A6IN	5.1023	6.5369	3.9784	4.2512
TCGA-DQ-7593-01	TCGA-DQ-7593	6.1785	9.2107	5.3242	4.2083
TCGA-86-8279-01	TCGA-86-8279	3.0199	5.506	3.6503	4.231
TCGA-W2-A7HB-01	TCGA-W2-A7HB	3.4947	3.7291	4.6923	4.6923
TCGA-E7-A6MD-01	TCGA-E7-A6MD	6.1261	5.329	3.1764	4.9377
TCGA-CR-5250-01	TCGA-CR-5250	3.9518	10.6507	4.1869	4.0573
TCGA-B0-5100-01	TCGA-B0-5100	3.3098	6.0561	3.1739	8.7282
TCGA-EJ-7218-01	TCGA-EJ-7218	9.1911	5.3544	3.7943	7.0722
TCGA-ET-A2N5-11	TCGA-ET-A2N5	6.3469	9.1076	3.3792	5.2252
TCGA-XK-AAJR-01	TCGA-XK-AAJR	9.2915	8.1498	2.7	7.1133
TCGA-55-A494-01	TCGA-55-A494	2.1851	11.6345	4.1217	2.1851
TCGA-BP-4775-01	TCGA-BP-4775	9.0576	7.4818	4.3427	6.2692
TCGA-2G-AALF-01	TCGA-2G-AALF	0.0	3.6065	3.2773	1.5177
TCGA-ET-A3BT-01	TCGA-ET-A3BT	2.1142	6.2492	3.1489	8.0862
TCGA-EP-A3RK-11	TCGA-EP-A3RK	9.8272	9.9242	1.6684	5.1197
TCGA-ER-A199-06	TCGA-ER-A199	1.2878	5.712	3.9464	1.5471
TCGA-A4-7288-01	TCGA-A4-7288	9.964	9.9065	2.106	3.5737
TCGA-75-5125-01	TCGA-75-5125	3.1263	10.9999	3.4994	4.8498
TCGA-BR-4369-01	TCGA-BR-4369	5.2428	5.4	5.0832	6.52
TCGA-EJ-7123-11	TCGA-EJ-7123	10.2149	9.2727	3.8832	10.7144
TCGA-B0-5400-01	TCGA-B0-5400	3.8965	7.0975	3.3822	6.7505
TCGA-G4-6317-02	TCGA-G4-6317	0.0	1.4085	2.1075	4.1332
TCGA-G4-6317-01	TCGA-G4-6317	0.6286	0.0	3.7614	1.6711
TCGA-HU-8244-01	TCGA-HU-8244	2.195	3.0282	4.8597	3.3143
TCGA-25-2404-01	TCGA-25-2404	8.2199	11.1013	4.7784	6.2024
TCGA-CV-7437-01	TCGA-CV-7437	3.4224	3.8776	4.85	1.6823
TCGA-61-2095-01	TCGA-61-2095	8.6795	11.7227	8.2617	7.6988
TCGA-55-7913-01	TCGA-55-7913	4.8061	5.7496	3.2206	2.6242
TCGA-K7-A5RG-01	TCGA-K7-A5RG	8.8018	8.226	2.8091	3.9715
TCGA-ZG-A9LU-01	TCGA-ZG-A9LU	6.7345	7.4763	2.7336	7.315
TCGA-B6-A409-01	TCGA-B6-A409	2.3599	7.2633	3.7096	6.6963
TCGA-B8-5552-01	TCGA-B8-5552	7.523	7.0342	3.1557	7.523
TCGA-FP-7735-11	TCGA-FP-7735	8.1662	6.3738	2.4161	8.0582
TCGA-C5-A7X8-01	TCGA-C5-A7X8	4.2816	10.7182	5.0685	10.5639
TCGA-BP-4330-01	TCGA-BP-4330	8.5301	7.1911	5.4595	6.7742
TCGA-21-1078-01	TCGA-21-1078	7.7651	2.1715	3.6649	2.8542
TCGA-B0-5120-01	TCGA-B0-5120	7.7026	6.5805	3.1424	6.9503
TCGA-2G-AAKM-01	TCGA-2G-AAKM	2.1888	4.3207	4.9931	1.1286
TCGA-SG-A6Z4-01	TCGA-SG-A6Z4	3.5768	5.7353	3.5768	1.4373
TCGA-VD-AA8R-01	TCGA-VD-AA8R	0.8993	6.261	1.8461	0.5185
TCGA-3B-A9HZ-01	TCGA-3B-A9HZ	7.2693	6.8537	3.7664	7.1118
TCGA-CJ-4873-01	TCGA-CJ-4873	4.3914	6.8612	2.3211	6.0794
TCGA-77-7335-11	TCGA-77-7335	6.1174	7.2042	2.0004	8.2964
TCGA-SX-A7SL-01	TCGA-SX-A7SL	8.2179	2.6101	4.7637	0.7121
TCGA-BH-A1EX-01	TCGA-BH-A1EX	9.7921	10.3298	2.787	6.4221
TCGA-HW-8321-01	TCGA-HW-8321	7.6811	3.3766	4.3054	5.3508
TCGA-CK-4952-01	TCGA-CK-4952	1.6072	1.6072	2.7508	1.6072
TCGA-G4-6309-01	TCGA-G4-6309	1.4323	2.1367	4.1689	2.4673
TCGA-EZ-7264-01	TCGA-EZ-7264	3.8504	1.9247	3.1425	5.297
TCGA-X7-A8M0-01	TCGA-X7-A8M0	1.5112	5.4623	5.4184	3.8295
TCGA-E8-A433-01	TCGA-E8-A433	0.9745	7.9627	3.2756	6.5137
TCGA-IN-A6RR-01	TCGA-IN-A6RR	2.3204	3.4577	3.8395	5.2587
TCGA-55-8615-01	TCGA-55-8615	1.0493	8.1245	3.4803	3.335
TCGA-HZ-A4BK-01	TCGA-HZ-A4BK	5.4723	5.0366	4.3077	6.4239
TCGA-BH-A0B2-01	TCGA-BH-A0B2	9.6217	12.7005	3.0831	10.0338
TCGA-MP-A4TF-01	TCGA-MP-A4TF	2.0917	5.2978	4.8031	3.971
TCGA-VF-A8AA-01	TCGA-VF-A8AA	4.2415	4.8008	5.3406	3.0665
TCGA-G2-A2EO-01	TCGA-G2-A2EO	5.1399	5.6136	3.8781	3.4314
TCGA-D6-A6EO-01	TCGA-D6-A6EO	1.3419	2.4866	3.591	0.6906
TCGA-29-1778-01	TCGA-29-1778	9.6051	12.0859	5.0098	7.219
TCGA-EB-A24C-01	TCGA-EB-A24C	2.9715	5.6533	4.0603	3.2986
TCGA-F1-A448-01	TCGA-F1-A448	3.3929	4.866	4.8128	5.7401
TCGA-EW-A6SA-01	TCGA-EW-A6SA	8.5757	14.7076	2.2402	3.6057
TCGA-A7-A0CJ-01	TCGA-A7-A0CJ	8.8452	14.3746	2.6516	13.6988
TCGA-CS-6666-01	TCGA-CS-6666	7.836	3.9129	2.8488	4.0271
TCGA-BP-4992-01	TCGA-BP-4992	4.4655	6.3206	4.9192	5.7748
TCGA-CM-5868-01	TCGA-CM-5868	0.4419	2.9653	2.9653	4.7826
TCGA-WC-A885-01	TCGA-WC-A885	1.0479	3.4071	2.664	0.0
TCGA-D1-A3DA-01	TCGA-D1-A3DA	5.0213	12.1882	2.3863	7.075
TCGA-P4-AAVO-01	TCGA-P4-AAVO	5.4242	7.3828	2.7207	3.9049
TCGA-NC-A5HK-01	TCGA-NC-A5HK	0.7559	1.9087	4.6889	2.5412
TCGA-VQ-A91Z-01	TCGA-VQ-A91Z	1.5204	0.3912	3.5347	2.0407
TCGA-DX-A8BR-01	TCGA-DX-A8BR	2.7033	7.211	2.1351	5.1691
TCGA-W5-AA2X-01	TCGA-W5-AA2X	1.3396	6.2769	4.072	1.8283
TCGA-DH-A66D-01	TCGA-DH-A66D	6.3714	3.6074	3.9691	4.7259
TCGA-22-4607-01	TCGA-22-4607	2.241	4.7989	3.1419	4.1815
TCGA-KO-8410-01	TCGA-KO-8410	2.9054	4.5237	2.3125	10.4361
TCGA-BH-A0H0-01	TCGA-BH-A0H0	10.6193	13.6738	3.8265	6.1382
TCGA-LN-A4A9-01	TCGA-LN-A4A9	3.386	5.6989	5.9646	7.6593
TCGA-LL-A5YO-01	TCGA-LL-A5YO	7.3034	5.8919	3.8296	4.418
TCGA-86-A4JF-01	TCGA-86-A4JF	2.318	10.159	4.0828	3.2351
TCGA-DC-6156-01	TCGA-DC-6156	4.1077	5.5648	3.5247	6.827
TCGA-QU-A6IP-01	TCGA-QU-A6IP	7.5016	7.8449	3.7942	7.1214
TCGA-FI-A3PV-01	TCGA-FI-A3PV	6.2546	12.0303	3.1339	11.5207
TCGA-V1-A9O9-01	TCGA-V1-A9O9	9.1865	8.653	4.9799	7.3744
TCGA-FS-A1Z3-06	TCGA-FS-A1Z3	2.9516	6.553	5.2497	1.4244
TCGA-AN-A0FW-01	TCGA-AN-A0FW	10.9019	14.5843	3.236	10.8972
TCGA-VQ-A8PH-01	TCGA-VQ-A8PH	2.0354	3.0151	3.0921	3.4833
TCGA-CJ-4868-01	TCGA-CJ-4868	6.716	6.8051	3.7956	6.6656
TCGA-AC-A6IX-06	TCGA-AC-A6IX	9.0318	12.8148	4.8349	5.3833
TCGA-AC-A6IX-01	TCGA-AC-A6IX	9.0259	12.5484	3.3895	7.1387
TCGA-XF-A8HH-01	TCGA-XF-A8HH	4.9424	5.6496	5.3791	4.7099
TCGA-EB-A551-01	TCGA-EB-A551	0.9276	8.3556	4.1448	3.5077
TCGA-EL-A4K2-01	TCGA-EL-A4K2	3.6922	6.5805	4.3428	4.9592
TCGA-HW-7491-01	TCGA-HW-7491	5.6441	2.9927	4.3929	4.8786
TCGA-FS-A1ZD-06	TCGA-FS-A1ZD	6.1758	4.5967	3.2522	3.3994
TCGA-86-7701-01	TCGA-86-7701	3.2372	7.0407	5.3215	5.283
TCGA-EJ-A8FO-01	TCGA-EJ-A8FO	9.1629	7.5745	2.643	7.6021
TCGA-GN-A267-06	TCGA-GN-A267	0.0	4.5045	3.1794	1.799
TCGA-A3-3320-01	TCGA-A3-3320	9.1621	6.6349	3.4474	6.5338
TCGA-EM-A3O7-01	TCGA-EM-A3O7	2.7606	6.4642	3.0108	4.7575
TCGA-D3-A8GP-06	TCGA-D3-A8GP	1.6689	6.5658	3.0152	0.6276
TCGA-L9-A443-01	TCGA-L9-A443	1.0862	10.005	4.2877	5.333
TCGA-CZ-5469-01	TCGA-CZ-5469	5.5642	4.3432	3.1934	7.3551
TCGA-G3-A7M6-01	TCGA-G3-A7M6	4.2388	5.7185	3.5519	3.9359
TCGA-A2-A04Y-01	TCGA-A2-A04Y	5.896	12.7842	4.148	9.6898
TCGA-D3-A2JF-06	TCGA-D3-A2JF	1.0095	4.4443	2.6007	2.8235
TCGA-66-2767-01	TCGA-66-2767	2.0101	6.6998	5.1163	5.1475
TCGA-MR-A520-01	TCGA-MR-A520	9.2791	10.8367	1.407	2.5742
TCGA-X7-A8M4-01	TCGA-X7-A8M4	0.5405	6.2904	4.8444	0.5405
TCGA-AB-2835-03	TCGA-AB-2835	1.1992	2.9032	2.9032	0.7208
TCGA-E1-5307-01	TCGA-E1-5307	8.0634	2.4375	3.2978	4.5963
TCGA-78-8660-01	TCGA-78-8660	2.7725	8.4457	4.4971	4.1632
TCGA-C5-A1M9-01	TCGA-C5-A1M9	0.5806	3.8948	2.633	1.8974
TCGA-KL-8325-01	TCGA-KL-8325	9.1678	5.1852	4.1718	8.885
TCGA-EE-A2MC-06	TCGA-EE-A2MC	1.77	4.5545	6.6588	3.9508
TCGA-K4-A3WU-01	TCGA-K4-A3WU	6.4806	7.6529	5.8068	8.1264
TCGA-AG-4021-01	TCGA-AG-4021	2.2385	2.7971	3.0118	4.1179
TCGA-BH-A1FU-11	TCGA-BH-A1FU	10.0126	11.4342	4.8737	12.7874
TCGA-E2-A156-01	TCGA-E2-A156	11.0573	15.3518	1.9529	14.2064
TCGA-CS-6669-01	TCGA-CS-6669	3.1273	2.7902	3.4003	5.6353
TCGA-BH-A0B4-01	TCGA-BH-A0B4	8.2298	12.932	2.8889	10.5267
TCGA-EM-A2CL-01	TCGA-EM-A2CL	5.9521	3.9227	3.3714	4.9657
TCGA-CF-A47V-01	TCGA-CF-A47V	3.1322	5.0463	2.5497	4.3858
TCGA-AR-A24R-01	TCGA-AR-A24R	9.1117	13.0593	2.8103	10.3405
TCGA-3H-AB3O-01	TCGA-3H-AB3O	0.9813	5.4551	3.7201	4.0091
TCGA-J4-A67L-01	TCGA-J4-A67L	5.4127	7.2675	3.6608	6.0329
TCGA-HT-7481-01	TCGA-HT-7481	3.6469	1.343	3.1184	6.3107
TCGA-CF-A47S-01	TCGA-CF-A47S	1.4771	3.1119	4.808	2.7785
TCGA-NC-A5HO-01	TCGA-NC-A5HO	0.8696	7.5089	1.7997	3.3361
TCGA-QQ-A5VA-01	TCGA-QQ-A5VA	1.7259	7.6063	5.207	7.0339
TCGA-G9-6373-01	TCGA-G9-6373	7.4024	8.9866	2.525	7.5192
TCGA-BF-A1PZ-01	TCGA-BF-A1PZ	0.9386	3.3458	5.3149	1.9069
TCGA-AB-2828-03	TCGA-AB-2828	7.5228	2.4883	3.647	0.0
TCGA-XQ-A8TA-01	TCGA-XQ-A8TA	12.2168	3.3402	3.9562	3.2169
TCGA-78-7148-01	TCGA-78-7148	4.7001	4.786	2.6594	4.8135
TCGA-DU-8163-01	TCGA-DU-8163	7.9407	3.4805	4.4683	5.6255
TCGA-FS-A4FB-06	TCGA-FS-A4FB	0.8589	5.6266	4.0046	0.8589
TCGA-D8-A1JP-01	TCGA-D8-A1JP	8.7639	14.8541	2.5368	7.6178
TCGA-E2-A1IP-01	TCGA-E2-A1IP	1.7973	6.844	4.1961	3.5262
TCGA-43-6773-01	TCGA-43-6773	3.93	6.3492	5.3181	5.8778
TCGA-WE-A8ZO-06	TCGA-WE-A8ZO	0.4912	6.006	5.6224	0.8569
TCGA-EB-A44Q-06	TCGA-EB-A44Q	2.3317	6.8525	4.4841	1.5931
TCGA-AN-A0FS-01	TCGA-AN-A0FS	10.2401	14.5526	2.1017	8.4552
TCGA-77-8154-01	TCGA-77-8154	2.0384	3.2783	2.9704	3.9926
TCGA-2G-AAFM-01	TCGA-2G-AAFM	2.1835	4.7537	5.6268	3.5394
TCGA-CH-5769-11	TCGA-CH-5769	8.8732	8.4004	5.1448	7.0193
TCGA-WE-A8ZX-06	TCGA-WE-A8ZX	0.6083	4.4232	5.8879	2.052
TCGA-AC-A3TM-01	TCGA-AC-A3TM	5.8173	11.3975	1.8969	12.2643
TCGA-BH-A0DG-11	TCGA-BH-A0DG	9.7892	11.6897	4.2103	11.4153
TCGA-D6-8568-01	TCGA-D6-8568	4.0641	6.2423	3.7496	5.2364
