SampleID	bcr_patient_barcode	AR	ESR1	ESR2	PGR
TCGA-68-8250-01	TCGA-68-8250	6.16	4.44	4.15	3.91
TCGA-68-8251-01	TCGA-68-8251	7.73	8.14	4.21	5.27
TCGA-68-A59I-01	TCGA-68-A59I	3.84	5.41	5.68	5.47
TCGA-68-A59J-01	TCGA-68-A59J	4.83	4.31	4.47	4.91
TCGA-69-7760-01	TCGA-69-7760	4	10.51	3.19	5.01
TCGA-69-7761-01	TCGA-69-7761	3.91	6.29	6.05	6.33
TCGA-69-7763-01	TCGA-69-7763	5.16	5.36	3.21	7
TCGA-69-7764-01	TCGA-69-7764	5.63	6.83	5.23	5.76
TCGA-69-7765-01	TCGA-69-7765	4.59	12.01	4.83	6.5
TCGA-69-7973-01	TCGA-69-7973	5.54	5.85	4.69	5.15
TCGA-69-7974-01	TCGA-69-7974	3.42	6.04	3.77	4.88
TCGA-69-7978-01	TCGA-69-7978	4.58	6.76	4.69	5.51
TCGA-69-7979-01	TCGA-69-7979	2.99	3.87	3.55	4.03
TCGA-69-7980-01	TCGA-69-7980	4.51	6.34	4.11	4.53
TCGA-69-8253-01	TCGA-69-8253	3.21	6.84	4.11	4.8
TCGA-69-8254-01	TCGA-69-8254	4.42	6.48	4.73	4.9
TCGA-69-8255-01	TCGA-69-8255	1.08	4.31	4.27	3.09
TCGA-69-8453-01	TCGA-69-8453	4.55	6.61	3.21	6.15
TCGA-69-A59K-01	TCGA-69-A59K	4.9	5.44	4.41	4.37
TCGA-6A-AB49-01	TCGA-6A-AB49	0.8	2.24	3.56	0.46
TCGA-6D-AA2E-01	TCGA-6D-AA2E	4.86	7.7	7.01	6.07
TCGA-70-6722-01	TCGA-70-6722	3.26	5.58	3.53	5.79
TCGA-70-6723-01	TCGA-70-6723	1.83	2.72	5.28	2.11
TCGA-71-6725-01	TCGA-71-6725	0.95	5.51	2.42	9.12
TCGA-71-8520-01	TCGA-71-8520	2.85	8.16	3.18	5.98
TCGA-73-4658-01	TCGA-73-4658	4.14	8.34	3.83	6.51
TCGA-73-4659-01	TCGA-73-4659	6.65	5.38	3.77	5.47
TCGA-73-4662-01	TCGA-73-4662	3.53	10.12	3.8	5.49
TCGA-73-4666-01	TCGA-73-4666	2.53	5.16	3.71	2.96
TCGA-73-4668-01	TCGA-73-4668	3.15	9.61	3.23	4.82
TCGA-73-4670-01	TCGA-73-4670	2.75	7.97	3.58	4.44
TCGA-73-4675-01	TCGA-73-4675	4.85	4.93	3.64	5.1
TCGA-73-4676-01	TCGA-73-4676	6.65	9.92	2.65	4.8
TCGA-73-4676-11	TCGA-73-4676	3.83	5.86	2.58	6.91
TCGA-73-4677-01	TCGA-73-4677	6.27	5.83	3.62	5.54
TCGA-73-7498-01	TCGA-73-7498	6.12	5.79	3.97	6.68
TCGA-73-7499-01	TCGA-73-7499	2.2	6.59	4.1	4.76
TCGA-73-A9RS-01	TCGA-73-A9RS	1.46	6.05	3.53	3.16
TCGA-75-5122-01	TCGA-75-5122	3.24	7.23	2.79	7.28
TCGA-75-5125-01	TCGA-75-5125	3.13	11	3.5	4.85
TCGA-75-5126-01	TCGA-75-5126	3.69	6.3	3.4	6.15
TCGA-75-5146-01	TCGA-75-5146	2.88	6.34	3.71	5.7
TCGA-75-5147-01	TCGA-75-5147	3.68	7.73	3.86	5.14
TCGA-75-6203-01	TCGA-75-6203	7.03	8.47	3.59	8.15
TCGA-75-6205-01	TCGA-75-6205	2.79	7.87	4.42	5.44
TCGA-75-6206-01	TCGA-75-6206	5.93	3.89	3.1	5.43
TCGA-75-6207-01	TCGA-75-6207	3.01	5.36	2.92	4.07
TCGA-75-6211-01	TCGA-75-6211	7.71	4.42	4.62	4.46
TCGA-75-6212-01	TCGA-75-6212	8	7.11	3	6.3
TCGA-75-6214-01	TCGA-75-6214	1.64	5.51	3.38	2.31
TCGA-75-7025-01	TCGA-75-7025	5.95	7.4	5.05	7.01
TCGA-75-7027-01	TCGA-75-7027	4.13	5.92	2.88	5.5
TCGA-75-7030-01	TCGA-75-7030	5.34	6.27	5.48	6.76
TCGA-75-7031-01	TCGA-75-7031	7.08	4.19	3.42	3.09
TCGA-76-4925-01	TCGA-76-4925	6.44	2.51	3.19	0.89
TCGA-76-4926-01	TCGA-76-4926	7.48	3.01	5.27	3.44
TCGA-76-4927-01	TCGA-76-4927	5.86	4.34	3.18	2.89
TCGA-76-4928-01	TCGA-76-4928	3	5.12	10.64	1.21
TCGA-76-4929-01	TCGA-76-4929	6.19	4.19	3.14	1.42
TCGA-76-4931-01	TCGA-76-4931	6.86	3.24	4.94	1.93
TCGA-76-4932-01	TCGA-76-4932	4.77	3.64	4.9	1
TCGA-77-6842-01	TCGA-77-6842	4.89	8.86	4.64	4.4
TCGA-77-6843-01	TCGA-77-6843	7.61	2.85	4.16	2.66
TCGA-77-6844-01	TCGA-77-6844	6.83	6.99	4	4.95
TCGA-77-6845-01	TCGA-77-6845	1.78	1.92	5.81	2.93
TCGA-77-7138-01	TCGA-77-7138	1.72	6.96	3.3	2.39
TCGA-77-7138-11	TCGA-77-7138	5.76	6.57	3.63	7.59
TCGA-77-7139-01	TCGA-77-7139	1.48	3.82	3.02	3.02
TCGA-77-7140-01	TCGA-77-7140	0.81	3.02	8.23	2.81
TCGA-77-7141-01	TCGA-77-7141	3.48	4.74	4.11	6.72
TCGA-77-7142-01	TCGA-77-7142	4.95	4.8	4.64	5.23
TCGA-77-7142-11	TCGA-77-7142	5.83	7.32	3.81	8.15
TCGA-77-7335-01	TCGA-77-7335	3.34	6.72	3.67	6.7
TCGA-77-7335-11	TCGA-77-7335	6.12	7.2	2	8.3
TCGA-77-7337-01	TCGA-77-7337	4.03	6.68	3.69	6.25
TCGA-77-7337-11	TCGA-77-7337	5.35	7.01	2.63	8.06
TCGA-77-7338-01	TCGA-77-7338	3.42	6.67	4.52	5.4
TCGA-77-7338-11	TCGA-77-7338	5.81	5.93	3.53	8.43
TCGA-77-7463-01	TCGA-77-7463	4.97	4.89	3.37	3.67
TCGA-77-7465-01	TCGA-77-7465	0	9.38	2.89	6.62
TCGA-77-8007-01	TCGA-77-8007	3.25	6.05	3.76	4.57
TCGA-77-8007-11	TCGA-77-8007	4.32	6.34	2.96	6.19
TCGA-77-8008-01	TCGA-77-8008	5.39	7.19	3.83	6.27
TCGA-77-8008-11	TCGA-77-8008	5.65	7.19	4.9	7.26
TCGA-77-8009-01	TCGA-77-8009	1.89	3.24	4.34	1.75
TCGA-77-8128-01	TCGA-77-8128	2.96	3.33	3.91	4.57
TCGA-77-8130-01	TCGA-77-8130	2.09	4.72	2.3	5.78
TCGA-77-8131-01	TCGA-77-8131	3.51	8.4	3.51	5.15
TCGA-77-8133-01	TCGA-77-8133	2.8	5.78	4.64	4.73
TCGA-77-8136-01	TCGA-77-8136	3.3	5.87	5.26	5.21
TCGA-77-8138-01	TCGA-77-8138	3.17	6.6	3.35	4.6
TCGA-77-8139-01	TCGA-77-8139	5.23	4.2	5.23	4.34
TCGA-77-8140-01	TCGA-77-8140	1.32	8	4.46	2.95
TCGA-77-8143-01	TCGA-77-8143	0.94	4.47	2.98	4.13
TCGA-77-8144-01	TCGA-77-8144	0.94	4.59	3.94	2.71
TCGA-77-8145-01	TCGA-77-8145	5.08	4.62	3.58	5.08
TCGA-77-8146-01	TCGA-77-8146	6.3	7.25	4.06	3.98
TCGA-77-8148-01	TCGA-77-8148	1.94	4.79	5.13	4.82
TCGA-77-8150-01	TCGA-77-8150	1.18	3.9	4.78	3.1
TCGA-77-8153-01	TCGA-77-8153	1.02	2.85	4.93	3.5
TCGA-77-8154-01	TCGA-77-8154	2.04	3.28	2.97	3.99
TCGA-77-8156-01	TCGA-77-8156	2.09	5.46	5.09	5.15
TCGA-77-A5FZ-01	TCGA-77-A5FZ	5.15	6.7	5.89	5.95
TCGA-77-A5G1-01	TCGA-77-A5G1	2.3	5.98	4.46	4.88
TCGA-77-A5G3-01	TCGA-77-A5G3	1.65	3.79	3.83	3.54
TCGA-77-A5G6-01	TCGA-77-A5G6	4.34	3.05	4.54	3.57
TCGA-77-A5G7-01	TCGA-77-A5G7	1.81	6.89	4.9	3.83
TCGA-77-A5G8-01	TCGA-77-A5G8	1.66	4.36	6.91	3.81
TCGA-77-A5GA-01	TCGA-77-A5GA	5.68	4.61	4.99	4.29
TCGA-77-A5GB-01	TCGA-77-A5GB	1.21	6.15	3.53	4.7
TCGA-77-A5GF-01	TCGA-77-A5GF	5.1	2.26	4.68	4.51
TCGA-77-A5GH-01	TCGA-77-A5GH	4.1	7.71	3.51	6.35
TCGA-78-7143-01	TCGA-78-7143	3.9	8.29	3.75	4.62
TCGA-78-7145-01	TCGA-78-7145	3.85	10.74	2.64	5.97
TCGA-78-7146-01	TCGA-78-7146	7.96	5.96	2.45	2.69
TCGA-78-7147-01	TCGA-78-7147	1.12	6.74	3.88	3.8
TCGA-78-7148-01	TCGA-78-7148	4.7	4.79	2.66	4.81
TCGA-78-7149-01	TCGA-78-7149	4.13	4.99	2.44	5.92
TCGA-78-7150-01	TCGA-78-7150	3.18	5.82	4.75	4.89
TCGA-78-7152-01	TCGA-78-7152	3.49	4.9	4.48	4.85
TCGA-78-7153-01	TCGA-78-7153	6.14	5.57	2.84	4.28
TCGA-78-7154-01	TCGA-78-7154	4.67	5.77	4.73	5.35
TCGA-78-7155-01	TCGA-78-7155	2.49	2.16	6.37	3.58
TCGA-78-7156-01	TCGA-78-7156	5.39	3.99	3.37	5.92
TCGA-78-7158-01	TCGA-78-7158	4.14	4.76	3.75	7.03
TCGA-78-7159-01	TCGA-78-7159	3.52	7.47	4.99	3.52
TCGA-78-7160-01	TCGA-78-7160	5.7	7.68	2.05	6.33
TCGA-78-7161-01	TCGA-78-7161	6.45	7.81	3.5	5.36
TCGA-78-7162-01	TCGA-78-7162	5.44	5.91	4.16	7
TCGA-78-7163-01	TCGA-78-7163	6.47	7.57	1.9	4.23
TCGA-78-7166-01	TCGA-78-7166	1.48	8.47	3.6	3.24
TCGA-78-7167-01	TCGA-78-7167	6.82	4.45	3.47	5.63
TCGA-78-7220-01	TCGA-78-7220	2.62	5.77	4.85	4.13
TCGA-78-7535-01	TCGA-78-7535	0	5.75	3.96	3.67
TCGA-78-7536-01	TCGA-78-7536	7.12	4.65	3.84	2.55
TCGA-78-7537-01	TCGA-78-7537	4.29	4.79	4.26	5.63
TCGA-78-7539-01	TCGA-78-7539	3.06	5.74	2.78	4.72
TCGA-78-7540-01	TCGA-78-7540	2.32	4.71	2.99	4.45
TCGA-78-7542-01	TCGA-78-7542	1.69	5.9	2.78	2.72
TCGA-78-7633-01	TCGA-78-7633	5.66	3.71	2.93	5.67
TCGA-78-8640-01	TCGA-78-8640	1.46	5.15	4.57	3.29
TCGA-78-8648-01	TCGA-78-8648	5.71	7.11	4.67	6.59
TCGA-78-8655-01	TCGA-78-8655	4.18	6.71	4.45	4.75
TCGA-78-8660-01	TCGA-78-8660	2.77	8.45	4.5	4.16
TCGA-78-8662-01	TCGA-78-8662	2.31	6.11	2.93	3.45
TCGA-79-5596-01	TCGA-79-5596	1.02	3.46	5.55	2.85
TCGA-80-5607-01	TCGA-80-5607	4.57	6.76	3.43	5.29
TCGA-80-5608-01	TCGA-80-5608	6.07	6.13	3.35	3.82
TCGA-80-5611-01	TCGA-80-5611	3.85	7.24	3.53	2.45
TCGA-83-5908-01	TCGA-83-5908	3.32	6.8	3.62	5.32
TCGA-85-6175-01	TCGA-85-6175	6.27	6.52	4.31	7.1
TCGA-85-6560-01	TCGA-85-6560	2.46	4.86	4.08	4.28
TCGA-85-6561-01	TCGA-85-6561	3.98	6.05	5.26	5.72
TCGA-85-6798-01	TCGA-85-6798	2.04	2.17	2.04	4.18
TCGA-85-7696-01	TCGA-85-7696	3.76	5.24	5.03	4.48
TCGA-85-7697-01	TCGA-85-7697	3.08	5.96	4.38	3.88
TCGA-85-7698-01	TCGA-85-7698	2.87	4.73	4.16	4.72
TCGA-85-7699-01	TCGA-85-7699	3.78	5.76	4.68	4.69
TCGA-85-7710-01	TCGA-85-7710	2.97	6.45	3.4	3.54
TCGA-85-7710-11	TCGA-85-7710	5.23	6.71	6.19	7.03
TCGA-85-7843-01	TCGA-85-7843	4.22	4.66	3.31	4.08
TCGA-85-7844-01	TCGA-85-7844	4.49	5.07	3.39	5.88
TCGA-85-7950-01	TCGA-85-7950	2.78	4.7	3.83	4.33
TCGA-85-8048-01	TCGA-85-8048	4.6	7.52	5.06	5.18
TCGA-85-8049-01	TCGA-85-8049	5.08	6.55	4.58	5.48
TCGA-85-8052-01	TCGA-85-8052	2.59	3.87	4.35	4.07
TCGA-85-8070-01	TCGA-85-8070	2.04	2.59	4.16	2.43
TCGA-85-8071-01	TCGA-85-8071	7.59	6.39	5	1.66
TCGA-85-8072-01	TCGA-85-8072	3.02	4.52	3.93	3.99
TCGA-85-8276-01	TCGA-85-8276	3.8	4.99	4.31	4.99
TCGA-85-8277-01	TCGA-85-8277	1.68	3.64	3.3	3.16
TCGA-85-8287-01	TCGA-85-8287	3.85	6.94	5.42	5.81
TCGA-85-8288-01	TCGA-85-8288	4.58	8.62	3.95	4.91
TCGA-85-8350-01	TCGA-85-8350	4.19	7.41	4.89	5.42
TCGA-85-8351-01	TCGA-85-8351	2.93	5.02	4.19	3.59
TCGA-85-8352-01	TCGA-85-8352	5.28	1.67	5.38	0.91
TCGA-85-8353-01	TCGA-85-8353	4.66	5.2	4.55	5.68
TCGA-85-8354-01	TCGA-85-8354	0.6	2.63	4.41	2.04
TCGA-85-8355-01	TCGA-85-8355	3.58	6.46	6.37	4.57
TCGA-85-8479-01	TCGA-85-8479	1.49	2.34	4.61	2.21
TCGA-85-8481-01	TCGA-85-8481	2.58	4.86	4	4.83
TCGA-85-8580-01	TCGA-85-8580	1.7	5.21	4.07	3.4
TCGA-85-8582-01	TCGA-85-8582	4.33	5.51	3.75	6.16
TCGA-85-8584-01	TCGA-85-8584	0.83	8.09	3.9	4.11
TCGA-85-8664-01	TCGA-85-8664	6.4	5.28	4.16	0.6
TCGA-85-8666-01	TCGA-85-8666	2.07	5.72	3.55	3.84
TCGA-85-A4CL-01	TCGA-85-A4CL	2.32	5.7	3.6	3.24
TCGA-85-A4CN-01	TCGA-85-A4CN	2.89	4.16	5.1	4.7
TCGA-85-A4JB-01	TCGA-85-A4JB	3.22	6.91	5.04	2.6
TCGA-85-A4JC-01	TCGA-85-A4JC	0	8.74	3.12	4.51
TCGA-85-A4PA-01	TCGA-85-A4PA	1.7	6.62	6.47	3.81
TCGA-85-A4QQ-01	TCGA-85-A4QQ	0	8.23	4.56	2.05
TCGA-85-A4QR-01	TCGA-85-A4QR	0	2.2	4.18	1.7
TCGA-85-A50M-01	TCGA-85-A50M	2.87	7.15	3.36	4.69
TCGA-85-A50Z-01	TCGA-85-A50Z	6.64	4.07	3.49	2.91
TCGA-85-A510-01	TCGA-85-A510	1.07	4.46	6.39	5.71
TCGA-85-A511-01	TCGA-85-A511	3.63	7.48	4.12	6.21
TCGA-85-A512-01	TCGA-85-A512	1.58	3.38	4.38	4.12
TCGA-85-A513-01	TCGA-85-A513	1.55	7.04	5.03	4.94
TCGA-85-A53L-01	TCGA-85-A53L	2.6	4.96	5.8	3.71
TCGA-85-A5B5-01	TCGA-85-A5B5	2.41	3.13	6.45	2.9
TCGA-86-6562-01	TCGA-86-6562	3.85	7.22	2.4	6.08
TCGA-86-6851-01	TCGA-86-6851	4.08	6.89	5.86	4.5
TCGA-86-7701-01	TCGA-86-7701	3.24	7.04	5.32	5.28
TCGA-86-7711-01	TCGA-86-7711	7.17	8.32	4.58	3.38
TCGA-86-7713-01	TCGA-86-7713	2.2	5.76	4.63	3.62
TCGA-86-7714-01	TCGA-86-7714	4.37	7.63	2.51	5.5
TCGA-86-7953-01	TCGA-86-7953	5.65	7.26	2.59	4.53
TCGA-86-7954-01	TCGA-86-7954	3.71	7.63	2.89	4.88
TCGA-86-7955-01	TCGA-86-7955	0.38	2.93	3.74	1.77
TCGA-86-8054-01	TCGA-86-8054	3.17	5.84	2.22	3.81
TCGA-86-8055-01	TCGA-86-8055	5.92	7.48	2.97	6.28
TCGA-86-8056-01	TCGA-86-8056	4.79	6.77	4.28	5.83
TCGA-86-8073-01	TCGA-86-8073	5.41	5.8	5.68	5.96
TCGA-86-8074-01	TCGA-86-8074	4.62	9.49	2.75	5.46
TCGA-86-8075-01	TCGA-86-8075	5.39	6.61	3.99	5.7
TCGA-86-8076-01	TCGA-86-8076	5.08	7.89	5.26	5.4
TCGA-86-8278-01	TCGA-86-8278	6.6	8.89	4.97	6.41
TCGA-86-8279-01	TCGA-86-8279	3.02	5.51	3.65	4.23
TCGA-86-8280-01	TCGA-86-8280	5.58	7.17	4.68	8.7
TCGA-86-8281-01	TCGA-86-8281	5.96	6.28	4.68	5.41
TCGA-86-8358-01	TCGA-86-8358	3.27	4.56	4.64	4.88
TCGA-86-8359-01	TCGA-86-8359	3.5	8.36	2.94	4.4
TCGA-86-8585-01	TCGA-86-8585	1.68	9.92	4.46	3.59
TCGA-86-8668-01	TCGA-86-8668	5.39	7.67	3.77	5.92
TCGA-86-8669-01	TCGA-86-8669	6.07	6.03	3.77	4.57
TCGA-86-8671-01	TCGA-86-8671	4.22	7.9	4.56	7.26
TCGA-86-8672-01	TCGA-86-8672	1.25	7.78	3.6	4.74
TCGA-86-8673-01	TCGA-86-8673	0.67	10.14	3.2	3.86
TCGA-86-8674-01	TCGA-86-8674	4.81	4.62	3.32	2.6
TCGA-86-A456-01	TCGA-86-A456	2.66	6.43	5.12	5.97
TCGA-86-A4D0-01	TCGA-86-A4D0	4.54	7.82	3.55	3.37
TCGA-86-A4JF-01	TCGA-86-A4JF	2.32	10.16	4.08	3.24
TCGA-86-A4P7-01	TCGA-86-A4P7	4.14	8.88	4.73	6.4
TCGA-86-A4P8-01	TCGA-86-A4P8	5.47	7.41	4.04	7.88
TCGA-90-6837-01	TCGA-90-6837	2.68	5.64	4.62	5.09
TCGA-90-6837-11	TCGA-90-6837	6.84	7.13	3.25	8.38
TCGA-90-7766-01	TCGA-90-7766	2.27	5.31	4.66	4.24
TCGA-90-7767-01	TCGA-90-7767	5.41	7.66	3.07	8.28
TCGA-90-7767-11	TCGA-90-7767	5.75	6.78	4.01	7.81
TCGA-90-7769-01	TCGA-90-7769	2.58	3.36	2.89	2.58
TCGA-90-7964-01	TCGA-90-7964	8.3	8.28	4.98	5.43
TCGA-90-A4ED-01	TCGA-90-A4ED	5.54	5.45	5.24	5.37
TCGA-90-A4EE-01	TCGA-90-A4EE	3.12	5.85	4.25	5.37
TCGA-90-A59Q-01	TCGA-90-A59Q	1.79	7.71	4.98	4.13
TCGA-91-6828-01	TCGA-91-6828	4.57	7.99	3.68	5.64
TCGA-91-6828-11	TCGA-91-6828	6.01	6.04	3.65	7.06
TCGA-91-6829-01	TCGA-91-6829	4.83	8.67	3.9	6.43
TCGA-91-6829-11	TCGA-91-6829	3.73	7.42	2.83	6.18
TCGA-91-6830-01	TCGA-91-6830	5.85	7.51	2.83	7.37
TCGA-91-6831-01	TCGA-91-6831	6.48	7.24	4.92	5.56
TCGA-91-6831-11	TCGA-91-6831	5.61	7.73	2.71	7.85
TCGA-91-6835-01	TCGA-91-6835	7.58	8.92	4.15	6.42
TCGA-91-6835-11	TCGA-91-6835	6.4	8.26	4.9	7.23
TCGA-91-6836-01	TCGA-91-6836	2.18	12.83	2.65	3.01
TCGA-91-6836-11	TCGA-91-6836	5.41	6.79	4.3	7.09
TCGA-91-6840-01	TCGA-91-6840	6.52	4.22	5.64	5.26
TCGA-91-6847-01	TCGA-91-6847	3.21	1.9	4.04	1.77
TCGA-91-6847-11	TCGA-91-6847	5.15	6.18	3.67	7.23
TCGA-91-6848-01	TCGA-91-6848	4.15	5.94	3.76	5.3
TCGA-91-6849-01	TCGA-91-6849	7.51	5.32	4.79	4.79
TCGA-91-6849-11	TCGA-91-6849	5.98	7	4.05	7.87
TCGA-91-7771-01	TCGA-91-7771	6.62	6.27	4.18	7.06
TCGA-91-8496-01	TCGA-91-8496	4.11	5.42	2.03	5
TCGA-91-8497-01	TCGA-91-8497	5.6	7.22	6	7.37
TCGA-91-8499-01	TCGA-91-8499	2.91	4.18	4.48	3.21
TCGA-91-A4BC-01	TCGA-91-A4BC	1.85	7.46	5.66	5.46
TCGA-91-A4BD-01	TCGA-91-A4BD	0	5.67	3.41	3.29
TCGA-92-7340-01	TCGA-92-7340	3.51	6.26	4.8	5.78
TCGA-92-7340-11	TCGA-92-7340	6.98	7.49	3.76	8.46
TCGA-92-7341-01	TCGA-92-7341	2.41	4.32	4	4.89
TCGA-92-8063-01	TCGA-92-8063	2.97	3.18	5.46	4.05
TCGA-92-8064-01	TCGA-92-8064	2.68	5.47	5.28	4.98
TCGA-92-8065-01	TCGA-92-8065	4.56	9.23	5.79	3.53
TCGA-93-7347-01	TCGA-93-7347	5.1	8.14	4.15	5.72
TCGA-93-7348-01	TCGA-93-7348	4.91	8.27	4.02	6.34
TCGA-93-8067-01	TCGA-93-8067	5.75	5.23	2.55	4.51
TCGA-93-A4JN-01	TCGA-93-A4JN	3.08	5.81	5.32	5.7
TCGA-93-A4JO-01	TCGA-93-A4JO	3.64	8.31	4.95	5.23
TCGA-93-A4JP-01	TCGA-93-A4JP	9.12	6.65	3.9	7.54
TCGA-93-A4JQ-01	TCGA-93-A4JQ	3.34	8.19	4.98	5.98
TCGA-94-7033-01	TCGA-94-7033	0.51	4.86	5.39	2.14
TCGA-94-7557-01	TCGA-94-7557	4.31	8.91	4.14	4.36
TCGA-94-7943-01	TCGA-94-7943	5.88	9.01	3	4.54
TCGA-94-8035-01	TCGA-94-8035	1.78	4.32	3.96	2.55
TCGA-94-8490-01	TCGA-94-8490	0	3.16	5.62	2.11
TCGA-94-8491-01	TCGA-94-8491	5.6	6.11	3.07	2.77
TCGA-94-A4VJ-01	TCGA-94-A4VJ	1.76	4.79	4.45	3.69
TCGA-94-A5I4-01	TCGA-94-A5I4	1.72	4.94	5.58	3.77
TCGA-94-A5I6-01	TCGA-94-A5I6	2.65	5.77	4.94	3.47
TCGA-95-7039-01	TCGA-95-7039	2.4	8.61	1.95	8.2
TCGA-95-7043-01	TCGA-95-7043	2.05	2.7	3.27	3.92
TCGA-95-7562-01	TCGA-95-7562	5.19	6.83	3.32	7.15
TCGA-95-7567-01	TCGA-95-7567	2.13	5.18	3.68	4.23
TCGA-95-7944-01	TCGA-95-7944	1.83	7.65	2.92	3.63
TCGA-95-7947-01	TCGA-95-7947	7.77	7.67	4.23	3.85
TCGA-95-7948-01	TCGA-95-7948	2.92	3.3	4.12	4.63
TCGA-95-8039-01	TCGA-95-8039	3.46	7.49	3.69	5.14
TCGA-95-8494-01	TCGA-95-8494	0.71	4.98	0.71	3
TCGA-95-A4VK-01	TCGA-95-A4VK	2.56	8.19	4.64	5.36
TCGA-95-A4VN-01	TCGA-95-A4VN	2.81	5.59	4.22	4.75
TCGA-95-A4VP-01	TCGA-95-A4VP	3.71	8.59	4.74	5.54
TCGA-96-7544-01	TCGA-96-7544	7.26	6.17	4.34	5.78
TCGA-96-7545-01	TCGA-96-7545	4.46	5.88	4.46	6.29
TCGA-96-8169-01	TCGA-96-8169	3.72	7.66	4.21	4.69
TCGA-96-8170-01	TCGA-96-8170	6.79	6.12	4.04	5.96
TCGA-96-A4JK-01	TCGA-96-A4JK	1.93	3.55	6.94	3.3
TCGA-96-A4JL-01	TCGA-96-A4JL	6.34	8.96	3.76	4.94
TCGA-97-7546-01	TCGA-97-7546	5.6	7.78	5.08	7.23
TCGA-97-7547-01	TCGA-97-7547	7.76	7.41	3.68	5.68
TCGA-97-7552-01	TCGA-97-7552	5.65	7.33	5.22	6.67
TCGA-97-7553-01	TCGA-97-7553	5.48	6.76	3.66	6.9
TCGA-97-7554-01	TCGA-97-7554	3.95	7.34	4.32	5.57
TCGA-97-7937-01	TCGA-97-7937	1.38	4.37	4.02	4.7
TCGA-97-7938-01	TCGA-97-7938	4.01	5.69	4.35	6.75
TCGA-97-7941-01	TCGA-97-7941	4.86	5.89	4.96	5.69
TCGA-97-8171-01	TCGA-97-8171	4.98	3.24	4.5	3.71
TCGA-97-8172-01	TCGA-97-8172	6.45	7.48	4.87	7.4
TCGA-97-8174-01	TCGA-97-8174	6.25	6.31	3.74	7.28
TCGA-97-8175-01	TCGA-97-8175	1.63	8.12	2.37	3.22
TCGA-97-8176-01	TCGA-97-8176	6.72	6.36	2.91	3.82
TCGA-97-8177-01	TCGA-97-8177	5.92	7.79	4.07	5.61
TCGA-97-8179-01	TCGA-97-8179	5.36	4.82	4.08	5.81
TCGA-97-8547-01	TCGA-97-8547	4.28	7.84	3.73	6.01
TCGA-97-8552-01	TCGA-97-8552	5.76	5.9	4.13	6.04
TCGA-97-A4LX-01	TCGA-97-A4LX	3.29	10.06	5.05	6.76
TCGA-97-A4M0-01	TCGA-97-A4M0	2.48	7.54	3.74	5.08
TCGA-97-A4M1-01	TCGA-97-A4M1	4.14	5.84	4.14	7.04
TCGA-97-A4M2-01	TCGA-97-A4M2	4.73	7.04	5.29	6.26
TCGA-97-A4M3-01	TCGA-97-A4M3	4.3	4.85	2.92	5.7
TCGA-97-A4M5-01	TCGA-97-A4M5	5.02	5.58	4.08	6.77
TCGA-97-A4M6-01	TCGA-97-A4M6	4.4	8.05	4.4	6.77
TCGA-97-A4M7-01	TCGA-97-A4M7	3.96	7.93	4.96	5.91
TCGA-98-7454-01	TCGA-98-7454	5.32	8.37	4.92	6.64
TCGA-98-8020-01	TCGA-98-8020	2.99	5.68	3.89	5.1
TCGA-98-8021-01	TCGA-98-8021	5.28	5.84	3.15	6.37
TCGA-98-8022-01	TCGA-98-8022	2.95	5.17	4.62	6.02
TCGA-98-8023-01	TCGA-98-8023	3.64	8.17	4.41	4.81
TCGA-98-A538-01	TCGA-98-A538	1.51	4.5	3.72	3.5
TCGA-98-A539-01	TCGA-98-A539	1.92	4.25	5.44	4.29
TCGA-98-A53A-01	TCGA-98-A53A	3.07	4.06	3.44	4.15
TCGA-98-A53B-01	TCGA-98-A53B	2.86	5.2	5.73	3.98
TCGA-98-A53C-01	TCGA-98-A53C	4.91	7.12	5.31	7.43
TCGA-98-A53D-01	TCGA-98-A53D	4.04	8.01	5.77	6.92
TCGA-98-A53H-01	TCGA-98-A53H	5.44	6.33	5.39	6.83
TCGA-98-A53I-01	TCGA-98-A53I	3.74	5.37	4.82	4.21
TCGA-98-A53J-01	TCGA-98-A53J	2.75	7.01	3.21	2.75
TCGA-99-7458-01	TCGA-99-7458	5.44	11.44	3.21	6.74
TCGA-99-8025-01	TCGA-99-8025	4	4.98	3.62	5.01
TCGA-99-8028-01	TCGA-99-8028	3.39	7.22	4.47	5.43
TCGA-99-8032-01	TCGA-99-8032	3.58	8.38	5.08	5.24
TCGA-99-8033-01	TCGA-99-8033	3.43	8.99	4.61	4.41
TCGA-99-AA5R-01	TCGA-99-AA5R	4.54	7.38	4.9	7.83
TCGA-A1-A0SB-01	TCGA-A1-A0SB	5.5	9.75	3.67	3.39
TCGA-A1-A0SD-01	TCGA-A1-A0SD	9.92	13.25	2.65	9.49
TCGA-A1-A0SE-01	TCGA-A1-A0SE	10.08	12.11	3.04	12.81
TCGA-A1-A0SF-01	TCGA-A1-A0SF	9.78	12.95	3.26	12.79
TCGA-A1-A0SG-01	TCGA-A1-A0SG	9.61	14.01	2.83	13.87
TCGA-A1-A0SH-01	TCGA-A1-A0SH	9.72	10.33	1.49	12.18
TCGA-A1-A0SI-01	TCGA-A1-A0SI	10.03	12.02	3.25	8.36
TCGA-A1-A0SJ-01	TCGA-A1-A0SJ	8.87	12.19	3.58	11.89
