SampleID	bcr_patient_barcode	AR	ESR1	ESR2	PGR
TCGA-CQ-6220-01	TCGA-CQ-6220	1.05	6.78	3.9	1.05
TCGA-CQ-6221-01	TCGA-CQ-6221	5.3	3.37	0.58	6.6
TCGA-CQ-6222-01	TCGA-CQ-6222	4.25	8.09	2.67	5.72
TCGA-CQ-6223-01	TCGA-CQ-6223	1.49	7.72	4.55	1.82
TCGA-CQ-6224-01	TCGA-CQ-6224	3.75	7.25	2.6	4.62
TCGA-CQ-6225-01	TCGA-CQ-6225	0	4.54	5.59	0.44
TCGA-CQ-6227-01	TCGA-CQ-6227	3.85	6.76	2.27	6.02
TCGA-CQ-6228-01	TCGA-CQ-6228	5.46	4.51	5.74	3.2
TCGA-CQ-6229-01	TCGA-CQ-6229	1.77	5.92	2.55	3.46
TCGA-CQ-7063-01	TCGA-CQ-7063	1.96	5.78	3.72	3.9
TCGA-CQ-7065-01	TCGA-CQ-7065	0.54	4.66	2.35	2.35
TCGA-CQ-7067-01	TCGA-CQ-7067	2.46	7.8	4.49	4.02
TCGA-CQ-7068-01	TCGA-CQ-7068	0.42	4.02	4.39	0
TCGA-CQ-7069-01	TCGA-CQ-7069	3.14	6.28	3.24	2.47
TCGA-CQ-7071-01	TCGA-CQ-7071	1.73	5.36	2.99	5.42
TCGA-CQ-7072-01	TCGA-CQ-7072	2.61	3.22	4.02	4.29
TCGA-CQ-A4C6-01	TCGA-CQ-A4C6	1.94	5.95	3.25	3.88
TCGA-CQ-A4C7-01	TCGA-CQ-A4C7	2.41	5.53	4.11	4.33
TCGA-CQ-A4C9-01	TCGA-CQ-A4C9	1.84	5.5	3.62	1.35
TCGA-CQ-A4CA-01	TCGA-CQ-A4CA	2.38	6.95	4.54	7.27
TCGA-CQ-A4CB-01	TCGA-CQ-A4CB	3.35	4.86	3.28	3.41
TCGA-CQ-A4CD-01	TCGA-CQ-A4CD	1.84	4.69	4.54	7.39
TCGA-CQ-A4CE-01	TCGA-CQ-A4CE	1.44	7.14	4.74	2.62
TCGA-CQ-A4CG-01	TCGA-CQ-A4CG	0.49	6.48	3.47	8.35
TCGA-CQ-A4CH-01	TCGA-CQ-A4CH	0	5.27	3.12	2.98
TCGA-CQ-A4CI-01	TCGA-CQ-A4CI	0.51	2.28	5.34	4.62
TCGA-CR-5243-01	TCGA-CR-5243	5.84	10.53	3.07	4.95
TCGA-CR-5247-01	TCGA-CR-5247	3.71	2.97	2.64	1.03
TCGA-CR-5248-01	TCGA-CR-5248	1.56	8.43	5.1	3.36
TCGA-CR-5249-01	TCGA-CR-5249	4.47	5.85	4.15	5.09
TCGA-CR-5250-01	TCGA-CR-5250	3.95	10.65	4.19	4.06
TCGA-CR-6467-01	TCGA-CR-6467	6.23	11.29	4.63	5.15
TCGA-CR-6470-01	TCGA-CR-6470	4.36	9.6	4.11	3.87
TCGA-CR-6471-01	TCGA-CR-6471	2.04	5.98	3.87	2.69
TCGA-CR-6472-01	TCGA-CR-6472	7.68	5.78	2.17	2.81
TCGA-CR-6473-01	TCGA-CR-6473	1.5	8.52	3.47	2.79
TCGA-CR-6474-01	TCGA-CR-6474	5.53	5.66	3.04	5.19
TCGA-CR-6477-01	TCGA-CR-6477	3.11	6.41	3.36	4.67
TCGA-CR-6478-01	TCGA-CR-6478	2.95	5.26	4.05	6.22
TCGA-CR-6480-01	TCGA-CR-6480	1.73	8.43	3.69	3.07
TCGA-CR-6481-01	TCGA-CR-6481	3.68	7.18	4.4	4.91
TCGA-CR-6482-01	TCGA-CR-6482	4.5	8.71	4.47	8.24
TCGA-CR-6484-01	TCGA-CR-6484	3.09	7.79	4.42	4.66
TCGA-CR-6487-01	TCGA-CR-6487	3.13	5.81	4.97	3.44
TCGA-CR-6488-01	TCGA-CR-6488	3.95	6.07	3.1	4.95
TCGA-CR-6491-01	TCGA-CR-6491	1.78	5.21	4.05	4.79
TCGA-CR-6492-01	TCGA-CR-6492	2.06	5.33	3.74	2.88
TCGA-CR-6493-01	TCGA-CR-6493	0.82	4.82	1.34	1.19
TCGA-CR-7364-01	TCGA-CR-7364	3.69	5.66	3.91	3.12
TCGA-CR-7365-01	TCGA-CR-7365	4.11	5.37	2.74	3.16
TCGA-CR-7367-01	TCGA-CR-7367	4.02	5.37	4.66	4.27
TCGA-CR-7368-01	TCGA-CR-7368	3.89	7.61	3.89	2.96
TCGA-CR-7369-01	TCGA-CR-7369	3.31	4.88	5.53	4.15
TCGA-CR-7370-01	TCGA-CR-7370	4.32	3.15	4.81	3.45
TCGA-CR-7371-01	TCGA-CR-7371	4.55	4.55	4.81	3.93
TCGA-CR-7372-01	TCGA-CR-7372	3.51	6.09	3.2	4.09
TCGA-CR-7373-01	TCGA-CR-7373	2.24	7.16	2.64	2.95
TCGA-CR-7374-01	TCGA-CR-7374	6.39	4.52	5.04	3.79
TCGA-CR-7376-01	TCGA-CR-7376	5.56	6.68	3.39	4.9
TCGA-CR-7377-01	TCGA-CR-7377	5.05	5.47	2.94	5.78
TCGA-CR-7379-01	TCGA-CR-7379	3.04	4.62	3.65	5.6
TCGA-CR-7380-01	TCGA-CR-7380	4.2	5.47	2.8	4.16
TCGA-CR-7382-01	TCGA-CR-7382	4.92	5.42	2.8	5.17
TCGA-CR-7383-01	TCGA-CR-7383	3.04	6.71	3.33	4.2
TCGA-CR-7385-01	TCGA-CR-7385	0	5.34	3.49	2.79
TCGA-CR-7386-01	TCGA-CR-7386	5.05	6.76	2.98	4.83
TCGA-CR-7388-01	TCGA-CR-7388	4.75	5.71	4.22	6.39
TCGA-CR-7389-01	TCGA-CR-7389	5.02	5.06	3.62	7.21
TCGA-CR-7390-01	TCGA-CR-7390	3.64	4.61	6.88	3.4
TCGA-CR-7391-01	TCGA-CR-7391	4.44	6.42	3.04	5.62
TCGA-CR-7392-01	TCGA-CR-7392	4.47	7.41	3.5	5.08
TCGA-CR-7393-01	TCGA-CR-7393	5.6	5.88	3.44	6.89
TCGA-CR-7394-01	TCGA-CR-7394	4.1	6.35	4.56	5.87
TCGA-CR-7395-01	TCGA-CR-7395	3.27	5.58	3.04	3.27
TCGA-CR-7397-01	TCGA-CR-7397	3.98	6.57	4.13	5.35
TCGA-CR-7398-01	TCGA-CR-7398	4.44	4.88	4.05	2.53
TCGA-CR-7399-01	TCGA-CR-7399	5.58	6.67	2.83	2.89
TCGA-CR-7401-01	TCGA-CR-7401	2.15	6.65	2.15	4.37
TCGA-CR-7402-01	TCGA-CR-7402	3.37	4.68	2.7	9.57
TCGA-CR-7404-01	TCGA-CR-7404	2.52	5.07	4.79	5.48
TCGA-CS-4938-01	TCGA-CS-4938	8.11	2.95	0.88	4.37
TCGA-CS-4941-01	TCGA-CS-4941	7.67	3.92	2.46	3.71
TCGA-CS-4942-01	TCGA-CS-4942	6.48	3.67	2.37	4.77
TCGA-CS-4943-01	TCGA-CS-4943	5.53	3.14	3.78	4.65
TCGA-CS-4944-01	TCGA-CS-4944	5.03	2.47	1.59	4.89
TCGA-CS-5390-01	TCGA-CS-5390	3.53	4.79	3.62	5.1
TCGA-CS-5393-01	TCGA-CS-5393	6.19	1.59	3.88	5.86
TCGA-CS-5394-01	TCGA-CS-5394	2.88	2.59	3.63	4.78
TCGA-CS-5395-01	TCGA-CS-5395	7.27	2.34	3.25	5.81
TCGA-CS-5396-01	TCGA-CS-5396	6.63	5.69	3.48	3.76
TCGA-CS-5397-01	TCGA-CS-5397	9.09	3.71	4.89	5.28
TCGA-CS-6186-01	TCGA-CS-6186	7.05	2.69	2.45	4.48
TCGA-CS-6188-01	TCGA-CS-6188	6.58	3.43	5.1	4.43
TCGA-CS-6290-01	TCGA-CS-6290	6.56	4.26	3.39	5.46
TCGA-CS-6665-01	TCGA-CS-6665	6.4	4.3	4.42	5.37
TCGA-CS-6666-01	TCGA-CS-6666	7.84	3.91	2.85	4.03
TCGA-CS-6667-01	TCGA-CS-6667	6.94	2.49	3.89	6.8
TCGA-CS-6668-01	TCGA-CS-6668	3.69	2.84	3.97	5.08
TCGA-CS-6669-01	TCGA-CS-6669	3.13	2.79	3.4	5.64
TCGA-CS-6670-01	TCGA-CS-6670	4.81	3.21	3.09	5.64
TCGA-CU-A0YN-01	TCGA-CU-A0YN	2.87	4.8	4.78	3.97
TCGA-CU-A0YN-11	TCGA-CU-A0YN	7.39	6.76	2.21	7.34
TCGA-CU-A0YO-01	TCGA-CU-A0YO	7.58	6.25	3.89	6.13
TCGA-CU-A0YR-01	TCGA-CU-A0YR	2.82	6.41	7.83	4.59
TCGA-CU-A0YR-11	TCGA-CU-A0YR	7.52	8.04	4.98	8.47
TCGA-CU-A3KJ-01	TCGA-CU-A3KJ	2.13	10.69	5.19	6.29
TCGA-CU-A3QU-01	TCGA-CU-A3QU	8.52	4.33	5.77	0.71
TCGA-CU-A3YL-01	TCGA-CU-A3YL	2.09	6.14	4.42	3.86
TCGA-CU-A5W6-01	TCGA-CU-A5W6	4.89	8.24	3.68	3.37
TCGA-CU-A72E-01	TCGA-CU-A72E	5.99	7.83	2.92	4.46
TCGA-CV-5430-01	TCGA-CV-5430	7.64	6.21	3.09	2.71
TCGA-CV-5431-01	TCGA-CV-5431	6.9	6.48	5.38	3.79
TCGA-CV-5432-01	TCGA-CV-5432	1.81	3.76	5.55	1.53
TCGA-CV-5434-01	TCGA-CV-5434	3.97	4.64	2.16	4.4
TCGA-CV-5435-01	TCGA-CV-5435	2.22	3.14	4.74	2.8
TCGA-CV-5436-01	TCGA-CV-5436	2.92	4.74	2.92	3.33
TCGA-CV-5439-01	TCGA-CV-5439	1.2	7.33	3.27	2.49
TCGA-CV-5440-01	TCGA-CV-5440	3.5	5.47	3.69	4.43
TCGA-CV-5441-01	TCGA-CV-5441	2.38	2.1	2.73	0.95
TCGA-CV-5442-01	TCGA-CV-5442	0.61	5.07	3.87	1.03
TCGA-CV-5443-01	TCGA-CV-5443	7.73	8.06	4.62	3.21
TCGA-CV-5444-01	TCGA-CV-5444	5.32	6.55	4.29	4.91
TCGA-CV-5966-01	TCGA-CV-5966	0	5.45	1.99	1.32
TCGA-CV-5970-01	TCGA-CV-5970	2.71	7.13	2.71	4.47
TCGA-CV-5971-01	TCGA-CV-5971	6.01	8.27	2.91	9.11
TCGA-CV-5973-01	TCGA-CV-5973	0	5.81	2.66	0.73
TCGA-CV-5976-01	TCGA-CV-5976	1.44	6.63	3.5	2.7
TCGA-CV-5977-01	TCGA-CV-5977	0	5.49	2.85	1.28
TCGA-CV-5978-01	TCGA-CV-5978	2	4.45	3.4	3.03
TCGA-CV-5979-01	TCGA-CV-5979	0.56	6.35	4.24	6.13
TCGA-CV-6003-01	TCGA-CV-6003	0.48	6.91	4.47	5.91
TCGA-CV-6433-01	TCGA-CV-6433	0.86	8.77	3.54	5.2
TCGA-CV-6436-01	TCGA-CV-6436	1.09	4.33	2.46	1.93
TCGA-CV-6441-01	TCGA-CV-6441	0.9	6.17	3.21	7.57
TCGA-CV-6933-01	TCGA-CV-6933	1.82	5.12	3.67	3.26
TCGA-CV-6933-11	TCGA-CV-6933	4.4	4.74	4.06	9.75
TCGA-CV-6934-01	TCGA-CV-6934	5.8	6.34	3.97	6.25
TCGA-CV-6934-11	TCGA-CV-6934	4.65	5.11	2.98	3.66
TCGA-CV-6935-01	TCGA-CV-6935	4.21	5.17	2.09	2.56
TCGA-CV-6935-11	TCGA-CV-6935	4.6	6.32	2.79	3.53
TCGA-CV-6936-01	TCGA-CV-6936	1.78	6.32	3.35	3.01
TCGA-CV-6936-11	TCGA-CV-6936	5.87	6.56	2.18	5.45
TCGA-CV-6937-01	TCGA-CV-6937	0	6.47	3.73	2.9
TCGA-CV-6938-01	TCGA-CV-6938	0.77	5.03	3.35	2.39
TCGA-CV-6938-11	TCGA-CV-6938	8.32	8.1	4.14	5.79
TCGA-CV-6939-01	TCGA-CV-6939	6.96	8.84	3.45	4.21
TCGA-CV-6939-11	TCGA-CV-6939	6.83	7.69	2.99	8.19
TCGA-CV-6940-01	TCGA-CV-6940	2.86	5.72	2.69	3.8
TCGA-CV-6941-01	TCGA-CV-6941	3.29	3.34	6.83	2.32
TCGA-CV-6942-01	TCGA-CV-6942	3.1	6.46	5	4.35
TCGA-CV-6943-01	TCGA-CV-6943	3.87	5.62	4.18	3.67
TCGA-CV-6943-11	TCGA-CV-6943	5.01	2.83	2.49	3.64
TCGA-CV-6945-01	TCGA-CV-6945	1.67	7.13	4.53	1.67
TCGA-CV-6948-01	TCGA-CV-6948	6.5	4.45	5.63	1.68
TCGA-CV-6950-01	TCGA-CV-6950	3.04	4.83	7.6	3.95
TCGA-CV-6951-01	TCGA-CV-6951	1.65	5.17	4	3.49
TCGA-CV-6952-01	TCGA-CV-6952	0.51	5.4	2.4	3.25
TCGA-CV-6953-01	TCGA-CV-6953	1.2	6.44	2.9	0.72
TCGA-CV-6954-01	TCGA-CV-6954	1.6	4.08	4.71	2.43
TCGA-CV-6955-01	TCGA-CV-6955	6.01	9.34	2.13	2.13
TCGA-CV-6955-11	TCGA-CV-6955	5.94	6.9	3.9	6.39
TCGA-CV-6956-01	TCGA-CV-6956	1.9	5.15	2.79	3.46
TCGA-CV-6956-11	TCGA-CV-6956	4.22	5.33	3.29	4.07
TCGA-CV-6959-01	TCGA-CV-6959	3.93	5.97	2.7	6.5
TCGA-CV-6959-11	TCGA-CV-6959	6.25	5.17	3.09	6.3
TCGA-CV-6960-01	TCGA-CV-6960	1.26	4.26	2.79	4.82
TCGA-CV-6960-11	TCGA-CV-6960	3.34	8.19	3.09	1.66
TCGA-CV-6961-01	TCGA-CV-6961	4.33	8.61	4.45	5.8
TCGA-CV-6961-11	TCGA-CV-6961	2.95	5.64	2.02	3.43
TCGA-CV-6962-01	TCGA-CV-6962	1.82	2.13	6.24	1.18
TCGA-CV-6962-11	TCGA-CV-6962	4.62	7.9	4.35	4.53
TCGA-CV-7089-01	TCGA-CV-7089	1.78	5.21	3.12	1.15
TCGA-CV-7090-01	TCGA-CV-7090	4.41	6.48	2.23	3.54
TCGA-CV-7091-01	TCGA-CV-7091	3.17	4.71	2.38	2.75
TCGA-CV-7091-11	TCGA-CV-7091	8.1	8.33	3.02	8.76
TCGA-CV-7095-01	TCGA-CV-7095	1.63	5.72	2.05	2.76
TCGA-CV-7097-01	TCGA-CV-7097	3.44	7.29	2.96	3.67
TCGA-CV-7097-11	TCGA-CV-7097	6.93	7.3	3.83	6.86
TCGA-CV-7099-01	TCGA-CV-7099	5.61	6.6	3.7	2.4
TCGA-CV-7100-01	TCGA-CV-7100	2.39	4.45	3.51	3.45
TCGA-CV-7101-01	TCGA-CV-7101	4.07	6.9	3.96	2.94
TCGA-CV-7101-11	TCGA-CV-7101	4.98	5.75	2.85	3.42
TCGA-CV-7102-01	TCGA-CV-7102	4.02	4.97	3.51	4.65
TCGA-CV-7103-01	TCGA-CV-7103	5.38	5.06	3.26	6.51
TCGA-CV-7103-11	TCGA-CV-7103	5.31	4.93	2.8	4.93
TCGA-CV-7104-01	TCGA-CV-7104	3.8	6.62	3.5	5.47
TCGA-CV-7177-01	TCGA-CV-7177	5.18	5	2.88	3.7
TCGA-CV-7177-11	TCGA-CV-7177	4.24	6.96	3.61	2.48
TCGA-CV-7178-01	TCGA-CV-7178	3.9	8.66	3.83	5.2
TCGA-CV-7178-11	TCGA-CV-7178	7.7	7.06	2.96	5.15
TCGA-CV-7180-01	TCGA-CV-7180	0	4.22	2.48	0
TCGA-CV-7183-01	TCGA-CV-7183	1.74	4.12	1.98	0.67
TCGA-CV-7183-11	TCGA-CV-7183	4.96	4.42	2.68	1.14
TCGA-CV-7235-01	TCGA-CV-7235	2.96	8.67	2.69	10.65
TCGA-CV-7235-11	TCGA-CV-7235	3.75	6.08	2.82	7.24
TCGA-CV-7236-01	TCGA-CV-7236	1.49	5.79	2.84	3.48
TCGA-CV-7238-01	TCGA-CV-7238	2.65	6.73	4.57	5.05
TCGA-CV-7238-11	TCGA-CV-7238	6.86	6.25	3.28	6.9
TCGA-CV-7242-01	TCGA-CV-7242	3.26	4.86	4.8	3.76
TCGA-CV-7242-11	TCGA-CV-7242	5.36	5.03	3.36	2.68
TCGA-CV-7243-01	TCGA-CV-7243	4.96	5.47	1.77	3.7
TCGA-CV-7245-01	TCGA-CV-7245	1.91	7.59	3.93	2.52
TCGA-CV-7245-11	TCGA-CV-7245	8.31	7.97	3.25	7.09
TCGA-CV-7247-01	TCGA-CV-7247	3.39	5.97	3.14	4.95
TCGA-CV-7248-01	TCGA-CV-7248	2.61	4.13	5.13	3.53
TCGA-CV-7250-01	TCGA-CV-7250	1.89	2.87	1.7	0
TCGA-CV-7250-11	TCGA-CV-7250	7.71	6.56	3.35	5.91
TCGA-CV-7252-01	TCGA-CV-7252	1.79	5.16	3.94	2.99
TCGA-CV-7252-11	TCGA-CV-7252	5.03	4.08	2.99	5.18
TCGA-CV-7253-01	TCGA-CV-7253	0.71	2.44	4.94	1.18
TCGA-CV-7254-01	TCGA-CV-7254	4.57	5.55	3.47	5.44
TCGA-CV-7255-01	TCGA-CV-7255	1.9	6.11	2.81	2.1
TCGA-CV-7255-11	TCGA-CV-7255	4.28	5.84	3.36	4.08
TCGA-CV-7261-01	TCGA-CV-7261	3.94	3.94	4.38	4.28
TCGA-CV-7261-11	TCGA-CV-7261	5.37	4.96	3.21	3.37
TCGA-CV-7263-01	TCGA-CV-7263	4.86	5.67	2.54	4.61
TCGA-CV-7406-01	TCGA-CV-7406	7.2	8.69	3.73	5.01
TCGA-CV-7406-11	TCGA-CV-7406	6.95	7.36	2.73	6.6
TCGA-CV-7407-01	TCGA-CV-7407	0.45	9.36	3.01	1.31
TCGA-CV-7409-01	TCGA-CV-7409	1.87	3.49	3.22	1.33
TCGA-CV-7410-01	TCGA-CV-7410	2.67	7.32	4.38	3.59
TCGA-CV-7411-01	TCGA-CV-7411	2.07	5.7	1.64	2.88
TCGA-CV-7413-01	TCGA-CV-7413	1.86	5.96	4.25	4.49
TCGA-CV-7414-01	TCGA-CV-7414	5.14	4.77	2.51	2.6
TCGA-CV-7415-01	TCGA-CV-7415	2.49	5.85	3.78	3.9
TCGA-CV-7416-01	TCGA-CV-7416	4.05	6.34	3.39	2.9
TCGA-CV-7416-11	TCGA-CV-7416	2.56	5.16	2.88	2.3
TCGA-CV-7418-01	TCGA-CV-7418	3.55	4.59	6.59	6.33
TCGA-CV-7421-01	TCGA-CV-7421	5.27	3.48	2.36	3.02
TCGA-CV-7422-01	TCGA-CV-7422	2.09	4.57	2.84	2.63
TCGA-CV-7423-01	TCGA-CV-7423	2.27	6.86	2.61	0.89
TCGA-CV-7423-11	TCGA-CV-7423	2.14	6.48	2.97	3.72
TCGA-CV-7424-01	TCGA-CV-7424	2.6	4.89	4.59	3.54
TCGA-CV-7424-11	TCGA-CV-7424	5.72	6.66	3.73	4.4
TCGA-CV-7425-01	TCGA-CV-7425	1.94	5.34	3.39	2.64
TCGA-CV-7425-11	TCGA-CV-7425	0.6	5.2	0.6	2.61
TCGA-CV-7427-01	TCGA-CV-7427	0.6	5.39	2.21	6.41
TCGA-CV-7428-01	TCGA-CV-7428	1.93	5.74	5.27	2.43
TCGA-CV-7429-01	TCGA-CV-7429	2.76	5	2.25	2.61
TCGA-CV-7430-01	TCGA-CV-7430	2.03	2.62	3.41	0
TCGA-CV-7432-01	TCGA-CV-7432	0	7.58	2.39	0.47
TCGA-CV-7432-11	TCGA-CV-7432	3.06	5.22	0.9	7.52
TCGA-CV-7433-01	TCGA-CV-7433	3.06	5.52	3.19	3.06
TCGA-CV-7434-01	TCGA-CV-7434	1.35	6.79	2.59	1.89
TCGA-CV-7434-11	TCGA-CV-7434	5.98	6.96	3.93	7.14
TCGA-CV-7435-01	TCGA-CV-7435	3.85	5.43	3.17	4.33
TCGA-CV-7437-01	TCGA-CV-7437	3.42	3.88	4.85	1.68
TCGA-CV-7437-11	TCGA-CV-7437	4.39	7.84	2.82	2.43
TCGA-CV-7438-01	TCGA-CV-7438	3.53	6.22	3.16	4.91
TCGA-CV-7438-11	TCGA-CV-7438	4	5.84	1.9	3.63
TCGA-CV-7440-01	TCGA-CV-7440	1.73	3.06	3.52	1.11
TCGA-CV-7440-11	TCGA-CV-7440	4.98	6.3	2.39	3.38
TCGA-CV-7446-01	TCGA-CV-7446	3.73	4.08	4.34	4.28
TCGA-CV-7568-01	TCGA-CV-7568	4.5	5.36	3.87	4.82
TCGA-CV-A45O-01	TCGA-CV-A45O	1.7	4.73	3.52	1.44
TCGA-CV-A45P-01	TCGA-CV-A45P	1.06	4.84	2.8	4.02
TCGA-CV-A45Q-01	TCGA-CV-A45Q	0	5.25	3.39	0
TCGA-CV-A45R-01	TCGA-CV-A45R	0.97	5.41	2.95	3.59
TCGA-CV-A45T-01	TCGA-CV-A45T	1.3	4.59	4.36	2.97
TCGA-CV-A45U-01	TCGA-CV-A45U	0.53	4.41	4.99	2.31
TCGA-CV-A45V-01	TCGA-CV-A45V	3.36	5.18	2.63	4.52
TCGA-CV-A45W-01	TCGA-CV-A45W	1.16	5.82	7.07	3.27
TCGA-CV-A45X-01	TCGA-CV-A45X	0	4.29	4.06	1.43
TCGA-CV-A45Y-01	TCGA-CV-A45Y	3.59	7.3	5.44	4.34
TCGA-CV-A45Z-01	TCGA-CV-A45Z	2.96	3.91	2.28	2.28
TCGA-CV-A460-01	TCGA-CV-A460	1.98	10.28	3.67	2.56
TCGA-CV-A461-01	TCGA-CV-A461	0	4.36	2.47	6.67
TCGA-CV-A463-01	TCGA-CV-A463	0.64	6.47	2.72	2.12
TCGA-CV-A464-01	TCGA-CV-A464	2.82	5.93	4.54	4.39
TCGA-CV-A465-01	TCGA-CV-A465	0.6	7.06	4.17	2.95
TCGA-CV-A468-01	TCGA-CV-A468	1.9	6.26	4.44	4.85
TCGA-CV-A6JD-01	TCGA-CV-A6JD	0	3.99	3.08	5.37
TCGA-CV-A6JE-01	TCGA-CV-A6JE	1.19	3.92	4.77	1.19
TCGA-CV-A6JM-01	TCGA-CV-A6JM	0	3.95	5.18	0.76
TCGA-CV-A6JN-01	TCGA-CV-A6JN	0	5.04	3.97	1.58
TCGA-CV-A6JO-01	TCGA-CV-A6JO	1.59	5.28	3.4	1.01
TCGA-CV-A6JT-01	TCGA-CV-A6JT	0.77	6.09	3.01	3.45
TCGA-CV-A6JU-01	TCGA-CV-A6JU	0.58	6.99	4.64	2.44
TCGA-CV-A6JY-01	TCGA-CV-A6JY	1.22	6.81	3.05	0.73
TCGA-CV-A6JZ-01	TCGA-CV-A6JZ	1.02	7.24	3.7	1.9
TCGA-CV-A6K0-01	TCGA-CV-A6K0	3.47	5.9	4.29	4.94
TCGA-CV-A6K1-01	TCGA-CV-A6K1	0	3.74	0.67	5
TCGA-CV-A6K2-01	TCGA-CV-A6K2	0	6.5	4.36	2.52
TCGA-CW-5580-01	TCGA-CW-5580	8.71	6.99	2.68	7.69
TCGA-CW-5580-11	TCGA-CW-5580	6.48	7.32	5.37	7.36
TCGA-CW-5581-01	TCGA-CW-5581	8.84	7.32	2.6	5.4
TCGA-CW-5581-11	TCGA-CW-5581	7.58	7.86	3.48	8.04
TCGA-CW-5583-01	TCGA-CW-5583	9.46	7.99	3.31	7.8
TCGA-CW-5584-01	TCGA-CW-5584	8.33	5.8	2.52	5.75
TCGA-CW-5584-11	TCGA-CW-5584	7.28	6.98	3.76	7.54
TCGA-CW-5585-01	TCGA-CW-5585	9.66	5.27	2.54	5.71
TCGA-CW-5585-11	TCGA-CW-5585	6.89	7.75	2.54	8.27
TCGA-CW-5587-01	TCGA-CW-5587	8.42	6.61	2.33	6.32
TCGA-CW-5587-11	TCGA-CW-5587	7.37	7.87	3.74	7.66
TCGA-CW-5588-01	TCGA-CW-5588	8.38	7.75	1.85	7.33
TCGA-CW-5589-01	TCGA-CW-5589	7.06	7.11	2.65	6.46
TCGA-CW-5589-11	TCGA-CW-5589	7.76	7.66	3.49	7.63
TCGA-CW-5590-01	TCGA-CW-5590	7.91	6.59	4.08	5.78
TCGA-CW-5591-01	TCGA-CW-5591	8.98	7.06	3.83	7.86
TCGA-CW-5591-11	TCGA-CW-5591	9.47	7.1	3.45	5.36
TCGA-CW-6087-01	TCGA-CW-6087	6.29	6.73	3.68	4.59
TCGA-CW-6087-11	TCGA-CW-6087	5.96	7.06	3.88	6.66
TCGA-CW-6088-01	TCGA-CW-6088	9.13	7.54	3.3	7.18
TCGA-CW-6088-11	TCGA-CW-6088	6.47	6.56	6.36	6.43
TCGA-CW-6090-01	TCGA-CW-6090	4.26	5.54	3	4.99
TCGA-CW-6090-11	TCGA-CW-6090	7.98	8.37	4.07	8.29
TCGA-CW-6093-01	TCGA-CW-6093	7.65	5.66	2.76	6.05
TCGA-CW-6097-01	TCGA-CW-6097	7.7	6.87	3.7	7.78
TCGA-CX-7082-01	TCGA-CX-7082	1.99	3.21	3.35	2.49
TCGA-CX-7085-01	TCGA-CX-7085	4.59	6.51	3.8	5.47
TCGA-CX-7086-01	TCGA-CX-7086	1.83	5.32	2.98	2.61
TCGA-CX-7219-01	TCGA-CX-7219	3.65	6.63	3.69	1.7
TCGA-CX-A4AQ-01	TCGA-CX-A4AQ	1.04	8.66	4.4	5.08
TCGA-CZ-4853-01	TCGA-CZ-4853	8.93	5.11	2.3	5.27
TCGA-CZ-4854-01	TCGA-CZ-4854	8.3	6.03	3.63	6.54
TCGA-CZ-4856-01	TCGA-CZ-4856	7.23	7.17	2.5	6.3
TCGA-CZ-4857-01	TCGA-CZ-4857	8.08	6.02	3.03	6.42
TCGA-CZ-4858-01	TCGA-CZ-4858	1.36	5.55	2.86	3.76
TCGA-CZ-4859-01	TCGA-CZ-4859	7.31	6.44	1.73	5.52
TCGA-CZ-4860-01	TCGA-CZ-4860	2.99	6.02	3.13	6.31
TCGA-CZ-4861-01	TCGA-CZ-4861	8.14	6.15	3.05	4.91
TCGA-CZ-4862-01	TCGA-CZ-4862	8.74	8.5	3.87	6.31
TCGA-CZ-4863-01	TCGA-CZ-4863	8.27	8.31	2.21	6.14
TCGA-CZ-4863-11	TCGA-CZ-4863	7.5	6.7	4.33	6.93
TCGA-CZ-4864-01	TCGA-CZ-4864	7.56	8.18	3.19	5.81
TCGA-CZ-4864-11	TCGA-CZ-4864	7.82	8.6	3.8	7.86
TCGA-CZ-4865-01	TCGA-CZ-4865	7.45	7.68	1.89	6.1
TCGA-CZ-4865-11	TCGA-CZ-4865	7.21	7.81	4.97	7.76
TCGA-CZ-4866-01	TCGA-CZ-4866	7.72	6.49	3.13	3.92
TCGA-CZ-5451-01	TCGA-CZ-5451	8.31	6.08	2.52	4.43
TCGA-CZ-5451-11	TCGA-CZ-5451	7.63	8.16	2.53	7.99
TCGA-CZ-5452-01	TCGA-CZ-5452	7.26	5.53	2.88	3.37
TCGA-CZ-5452-11	TCGA-CZ-5452	6.36	7.13	4.68	6.5
TCGA-CZ-5453-01	TCGA-CZ-5453	7.94	4.96	2.29	5.18
TCGA-CZ-5453-11	TCGA-CZ-5453	6.02	7.54	4.74	7.47
TCGA-CZ-5454-01	TCGA-CZ-5454	7.33	6.32	1.61	5
TCGA-CZ-5454-11	TCGA-CZ-5454	5.88	5.92	4.93	5.87
TCGA-CZ-5455-01	TCGA-CZ-5455	8.33	6.54	3.08	5.92
TCGA-CZ-5455-11	TCGA-CZ-5455	4.51	7.04	5.36	6.18
TCGA-CZ-5456-01	TCGA-CZ-5456	9.75	6.27	3.23	5
TCGA-CZ-5456-11	TCGA-CZ-5456	4.37	7.14	5.41	5.25
TCGA-CZ-5457-01	TCGA-CZ-5457	7.09	5.21	1.87	5.99
TCGA-CZ-5457-11	TCGA-CZ-5457	5.46	7.55	4.39	5.73
